free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
18600000.0,-32700000.0,-22351700000.0,22509500000.0,-518900000.0,,,219000000.0,192900000.0,26100000.0,-9300000.0,-9300000.0,-53500000.0,-80900000.0,0.0,0.0,-32700000.0,-32700000.0,157800000.0,116700000.0,-22342800000.0,22459500000.0,41100000.0,-8900000.0,50000000.0,-502100000.0,-502100000.0,3100000.0,13700000.0,4300000.0,9400000.0,-518900000.0,-518900000.0,537500000.0,537500000.0,1200000.0,-230100000.0,-454700000.0,73100000.0,73100000.0,-527800000.0,-527800000.0,84300000.0,140300000.0,4600000.0,15700000.0,6100000.0,8700000.0,8700000.0,329800000.0,329800000.0,,,,5600000.0,-400000.0,7500000.0,0.0,395900000.0,2022-12-31
694100000.0,-85800000.0,-15625900000.0,16243900000.0,-475700000.0,,,211800000.0,219000000.0,-7200000.0,-696200000.0,-696200000.0,-1143100000.0,-85300000.0,,,-85800000.0,-85800000.0,618000000.0,-993700000.0,-15520500000.0,14526800000.0,1611700000.0,-105400000.0,1717100000.0,-480800000.0,-480800000.0,-100000.0,-5000000.0,1200000.0,-6200000.0,-475700000.0,-475700000.0,1169800000.0,1169800000.0,1400000.0,338700000.0,-339600000.0,-46900000.0,-46900000.0,-292700000.0,-292700000.0,237500000.0,440800000.0,4800000.0,15000000.0,900000.0,106000000.0,106000000.0,324800000.0,324800000.0,,,,-177000000.0,200000.0,-175700000.0,,555200000.0,2023-03-31
78800000.0,-149100000.0,-14319400000.0,14507000000.0,-598000000.0,,,169400000.0,211800000.0,-42400000.0,-125400000.0,-125400000.0,-49600000.0,-114300000.0,,,-149100000.0,-149100000.0,187600000.0,355000000.0,-14101000000.0,14456000000.0,-167400000.0,-218400000.0,51000000.0,-593800000.0,-593800000.0,1400000.0,2800000.0,2800000.0,0.0,-598000000.0,-598000000.0,676800000.0,676800000.0,3400000.0,-3500000.0,72900000.0,100100000.0,100100000.0,-27200000.0,-27200000.0,-148300000.0,71900000.0,4700000.0,15000000.0,1700000.0,93000000.0,93000000.0,332100000.0,332100000.0,,,,-157100000.0,-3400000.0,-152000000.0,,387500000.0,2023-06-30
-184400000.0,-153600000.0,-17655600000.0,18147000000.0,-591700000.0,299300000.0,800000.0,139500000.0,169400000.0,-29900000.0,162000000.0,162000000.0,-60600000.0,-115200000.0,0.0,0.0,-153600000.0,-153600000.0,491400000.0,490000000.0,-17605000000.0,18095000000.0,1400000.0,-50600000.0,52000000.0,-599200000.0,-599200000.0,700000.0,-8200000.0,500000.0,-8700000.0,-591700000.0,-591700000.0,407300000.0,407300000.0,4800000.0,-314500000.0,224300000.0,-126200000.0,-126200000.0,350500000.0,350500000.0,-223300000.0,-315500000.0,4800000.0,15700000.0,3400000.0,53100000.0,53100000.0,331300000.0,331300000.0,96000000.0,96000000.0,235300000.0,29700000.0,-3000000.0,33400000.0,,279000000.0,2023-09-30
237700000.0,-41000000.0,-13936600000.0,13975700000.0,-720000000.0,44500000.0,-1000000.0,141700000.0,139500000.0,2200000.0,-228500000.0,-228500000.0,-114100000.0,-112500000.0,0.0,0.0,-41000000.0,-41000000.0,39100000.0,-975000000.0,-12900000000.0,11925000000.0,1014100000.0,-1036600000.0,2050700000.0,-727000000.0,-727000000.0,1700000.0,-8700000.0,1000000.0,-9700000.0,-720000000.0,-720000000.0,957700000.0,957700000.0,3500000.0,118500000.0,166200000.0,128600000.0,128600000.0,37600000.0,37600000.0,170100000.0,-217800000.0,6900000.0,16700000.0,900000.0,97500000.0,97500000.0,341400000.0,341400000.0,96000000.0,96000000.0,245400000.0,14700000.0,-2800000.0,18900000.0,,357600000.0,2023-12-31
