tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-4831.156027,0.024156,881300000.0,-200000.0,-200000.0,318000000.0,329800000.0,3654100000.0,881100000.0,551300000.0,-145600000.0,145600000.0,318195168.843973,318000000.0,4003200000.0,551400000.0,,,,,317900000.0,,317900000.0,100000.0,0.0,318000000.0,-77900000.0,395900000.0,395900000.0,9800000.0,405700000.0,-300000.0,-500000.0,-200000.0,9600000.0,400000.0,-145600000.0,0.0,145600000.0,551600000.0,349100000.0,256600000.0,92500000.0,92500000.0,92500000.0,900700000.0,3654100000.0,4554800000.0,4554800000.0,2022-12-31
0.0,0.16574,1161500000.0,,,497000000.0,324800000.0,3343800000.0,1161500000.0,836700000.0,-168000000.0,,497000000.0,497000000.0,3683800000.0,836700000.0,229300000.0,226400000.0,0.03,0.03,6300000.0,,6300000.0,490700000.0,,497000000.0,-58200000.0,555200000.0,555200000.0,110300000.0,665500000.0,-3200000.0,-3000000.0,,,-200000.0,-168000000.0,168000000.0,,836700000.0,340000000.0,257600000.0,82400000.0,82400000.0,82400000.0,1176700000.0,3343800000.0,4520500000.0,4520500000.0,2023-03-31
0.0,0.199215,982600000.0,0.0,0.0,329300000.0,332100000.0,2401000000.0,982600000.0,650500000.0,-166600000.0,166600000.0,329300000.0,329300000.0,2754600000.0,649100000.0,226800000.0,225600000.0,1.44,1.44,329300000.0,,329300000.0,0.0,,329300000.0,-58200000.0,387500000.0,387500000.0,96400000.0,483900000.0,1400000.0,-2000000.0,0.0,0.0,3400000.0,-166600000.0,,166600000.0,649100000.0,353600000.0,272600000.0,81000000.0,81000000.0,81000000.0,1002700000.0,2401000000.0,3403700000.0,3403700000.0,2023-06-30
0.0,0.16191,839300000.0,0.0,0.0,220000000.0,331300000.0,3021300000.0,839300000.0,508000000.0,-175100000.0,175100000.0,220000000.0,220000000.0,3391500000.0,505100000.0,225100000.0,223800000.0,0.97,0.97,217800000.0,-2200000.0,220000000.0,0.0,,220000000.0,-59000000.0,279000000.0,279000000.0,53900000.0,332900000.0,2900000.0,-100000.0,0.0,0.0,3000000.0,-175100000.0,,175100000.0,505100000.0,370200000.0,280200000.0,90000000.0,90000000.0,90000000.0,875300000.0,3021300000.0,3896600000.0,3896600000.0,2023-09-30
0.0,0.222778,979500000.0,0.0,0.0,299600000.0,341400000.0,3239900000.0,979500000.0,638100000.0,-180100000.0,178000000.0,299600000.0,299600000.0,3604200000.0,635300000.0,,,,,285300000.0,,280200000.0,19400000.0,,299600000.0,-58000000.0,357600000.0,357600000.0,102500000.0,460100000.0,4900000.0,2100000.0,0.0,0.0,2800000.0,-180100000.0,,178000000.0,635300000.0,364300000.0,269000000.0,95300000.0,95300000.0,95300000.0,999600000.0,3239900000.0,4239500000.0,4239500000.0,2023-12-31
