treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,financial_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,hedging_assets_current,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
11896829.0,226042229.0,237939058.0,11090100000.0,11565000000.0,-68900000.0,13974800000.0,-710100000.0,-68900000.0,255900000.0,2665700000.0,13174800000.0,4982200000.0,2316500000.0,2665700000.0,54700000.0,54700000.0,464700000.0,-626800000.0,3702300000.0,200000.0,200000.0,0.0,14577800000.0,11511100000.0,15900000.0,0.0,140100000.0,526500000.0,198800000.0,327700000.0,10730700000.0,221600000.0,10509100000.0,97900000.0,3066700000.0,320100000.0,834300000.0,34300000.0,800000000.0,800000000.0,1912300000.0,447300000.0,174000000.0,1465000000.0,16200000.0,1448800000.0,19560000000.0,17203400000.0,98400000.0,24500000.0,131300000.0,131300000.0,131300000.0,2734600000.0,14214600000.0,-9698600000.0,23913200000.0,1011000000.0,22902200000.0,2356600000.0,155500000.0,179900000.0,393800000.0,1408400000.0,1408400000.0,-2200000.0,1410600000.0,219000000.0,219000000.0,,2022-12-31
13070260.0,226135558.0,239205818.0,11722900000.0,12205800000.0,-87900000.0,14485400000.0,-827800000.0,-87900000.0,271100000.0,2550700000.0,13781400000.0,4412200000.0,1861500000.0,2550700000.0,84800000.0,84800000.0,550500000.0,-129800000.0,3146000000.0,200000.0,200000.0,0.0,14613300000.0,12146700000.0,15000000.0,0.0,62400000.0,502800000.0,204500000.0,298300000.0,11466800000.0,236100000.0,11230700000.0,99700000.0,2466600000.0,156600000.0,739000000.0,35000000.0,704000000.0,704000000.0,1571000000.0,315700000.0,127100000.0,1255300000.0,,1255300000.0,19025500000.0,17386700000.0,107200000.0,36200000.0,134700000.0,134700000.0,,2638600000.0,14470000000.0,-9912400000.0,24382400000.0,1085100000.0,23297300000.0,1638800000.0,100900000.0,146500000.0,156200000.0,1023400000.0,1023400000.0,-2500000.0,1025900000.0,211800000.0,211800000.0,,2023-03-31
15159865.0,224052233.0,239212098.0,11966500000.0,12438400000.0,132600000.0,14811100000.0,-591800000.0,132600000.0,302500000.0,2675200000.0,14263200000.0,4540200000.0,1865000000.0,2675200000.0,130800000.0,130800000.0,701100000.0,199500000.0,3045800000.0,200000.0,200000.0,0.0,14921600000.0,12601000000.0,15000000.0,0.0,24100000.0,605200000.0,200100000.0,405100000.0,11852400000.0,264400000.0,11588000000.0,104300000.0,2320600000.0,51100000.0,586000000.0,38100000.0,547900000.0,547900000.0,1683500000.0,510200000.0,227200000.0,1173300000.0,,1173300000.0,19461800000.0,17733000000.0,119700000.0,48500000.0,131800000.0,131800000.0,,2542600000.0,14890400000.0,-10115200000.0,25005600000.0,1266900000.0,23738700000.0,1728800000.0,64800000.0,194200000.0,312300000.0,988100000.0,988100000.0,-2500000.0,990600000.0,169400000.0,169400000.0,,2023-06-30
17007277.0,223080697.0,240087974.0,12500500000.0,12955900000.0,59500000.0,15146100000.0,-542800000.0,59500000.0,315900000.0,2506100000.0,14586100000.0,4377800000.0,1871700000.0,2506100000.0,-5300000.0,-5300000.0,855800000.0,305500000.0,3061500000.0,200000.0,200000.0,0.0,15811800000.0,13129700000.0,15900000.0,0.0,34800000.0,620400000.0,202100000.0,418300000.0,12353900000.0,273900000.0,12080000000.0,104700000.0,2682100000.0,105800000.0,602000000.0,42000000.0,560000000.0,560000000.0,1974300000.0,393000000.0,101000000.0,1581300000.0,,1581300000.0,20189600000.0,18050300000.0,114200000.0,17700000.0,138300000.0,138300000.0,,2446600000.0,15333500000.0,-10240700000.0,25574200000.0,1566300000.0,24007900000.0,2139300000.0,138300000.0,84200000.0,536200000.0,1241100000.0,1241100000.0,-2600000.0,1243700000.0,139500000.0,139500000.0,139500000.0,2023-09-30
17484440.0,222611259.0,240095699.0,12522400000.0,13010400000.0,389100000.0,15403800000.0,-566300000.0,389100000.0,346300000.0,2739700000.0,14828800000.0,4610000000.0,1870300000.0,2739700000.0,85600000.0,85600000.0,896900000.0,492000000.0,3058800000.0,200000.0,200000.0,0.0,16061800000.0,13300900000.0,6800000.0,,16800000.0,784600000.0,248800000.0,535800000.0,12389700000.0,300600000.0,12089100000.0,103000000.0,2760900000.0,54000000.0,620700000.0,45700000.0,575000000.0,575000000.0,2086200000.0,511300000.0,229600000.0,1574900000.0,,1574900000.0,20671800000.0,18477200000.0,140600000.0,33300000.0,146300000.0,146300000.0,,2350600000.0,15806400000.0,-10458800000.0,26265200000.0,1456100000.0,24809100000.0,2194600000.0,98500000.0,111900000.0,371500000.0,1471000000.0,1471000000.0,-2500000.0,1473500000.0,141700000.0,141700000.0,,2023-12-31
