free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,other_cash_adjustment_inside_changein_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-622000000.0,-375000000.0,-3000000.0,305000000.0,17299000000.0,20152000000.0,287000000.0,-3140000000.0,0.0,858000000.0,858000000.0,2710000000.0,35000000.0,-446000000.0,-446000000.0,-375000000.0,-375000000.0,333000000.0,31000000.0,302000000.0,-3000000.0,305000000.0,-3376000000.0,-3376000000.0,-33000000.0,-3080000000.0,24128000000.0,-27208000000.0,0.0,0.0,-622000000.0,-622000000.0,-2613000000.0,-2738000000.0,-617000000.0,62000000.0,502000000.0,101000000.0,401000000.0,-556000000.0,2022-12-31
1343000000.0,-251000000.0,-45000000.0,554000000.0,17473000000.0,17299000000.0,5000000.0,169000000.0,0.0,2129000000.0,2129000000.0,2375000000.0,28000000.0,-473000000.0,-473000000.0,-251000000.0,-251000000.0,547000000.0,38000000.0,509000000.0,-45000000.0,554000000.0,-3303000000.0,-3303000000.0,-68000000.0,-3442000000.0,19356000000.0,-22798000000.0,,,1343000000.0,1343000000.0,-190000000.0,-1873000000.0,-540000000.0,41000000.0,7000000.0,16000000.0,-9000000.0,1477000000.0,2023-03-31
1224000000.0,-253000000.0,-1577000000.0,8000000.0,14694000000.0,17473000000.0,-148000000.0,-2631000000.0,0.0,-1015000000.0,-1015000000.0,2554000000.0,35000000.0,-460000000.0,-460000000.0,-253000000.0,-253000000.0,-1604000000.0,-35000000.0,-1569000000.0,-1577000000.0,8000000.0,-2840000000.0,-2840000000.0,-62000000.0,-1899000000.0,21284000000.0,-23183000000.0,,,1224000000.0,1224000000.0,-527000000.0,-1197000000.0,-533000000.0,5000000.0,-13000000.0,1000000.0,-14000000.0,496000000.0,2023-06-30
2840000000.0,-250000000.0,-365000000.0,584000000.0,16929000000.0,14694000000.0,-77000000.0,2312000000.0,0.0,2353000000.0,2353000000.0,2585000000.0,28000000.0,-458000000.0,-458000000.0,-250000000.0,-250000000.0,139000000.0,-80000000.0,219000000.0,-365000000.0,584000000.0,-2881000000.0,-2881000000.0,-150000000.0,-2355000000.0,22911000000.0,-25266000000.0,0.0,0.0,2840000000.0,2840000000.0,708000000.0,-1068000000.0,-553000000.0,-45000000.0,426000000.0,4000000.0,422000000.0,-791000000.0,2023-09-30
1103000000.0,-258000000.0,-331000000.0,930000000.0,19463000000.0,16929000000.0,257000000.0,2277000000.0,0.0,4272000000.0,4272000000.0,3345000000.0,35000000.0,-455000000.0,-455000000.0,-258000000.0,-258000000.0,686000000.0,87000000.0,599000000.0,-331000000.0,930000000.0,-3098000000.0,-3098000000.0,-396000000.0,-1638000000.0,22705000000.0,-24343000000.0,0.0,0.0,1103000000.0,1103000000.0,-949000000.0,-1440000000.0,-560000000.0,-71000000.0,458000000.0,-93000000.0,551000000.0,1326000000.0,2023-12-31
