treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,current_notes_payable,payables_and_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,receivables,taxes_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,accounts_payable,accounts_receivable
300342458.0,365962731.0,666305189.0,3806000000.0,21057000000.0,14261000000.0,37307000000.0,14261000000.0,16250000000.0,36232000000.0,17208000000.0,958000000.0,16250000000.0,-19827000000.0,-19827000000.0,23068000000.0,33392000000.0,25747000000.0,6000000.0,6000000.0,0.0,672709000000.0,19982000000.0,19982000000.0,1075000000.0,1075000000.0,155000000.0,309000000.0,438000000.0,173000000.0,694000000.0,694000000.0,694000000.0,0.0,0.0,689917000000.0,326707000000.0,1989000000.0,1113000000.0,876000000.0,4214000000.0,4214000000.0,329561000000.0,312310000000.0,17251000000.0,2022-12-31,,
300443223.0,365861966.0,666305189.0,4146000000.0,21571000000.0,30784000000.0,52956000000.0,30784000000.0,31385000000.0,51951000000.0,32447000000.0,1062000000.0,31385000000.0,-3825000000.0,-3825000000.0,23147000000.0,32708000000.0,25643000000.0,6000000.0,6000000.0,0.0,676822000000.0,20566000000.0,20566000000.0,1005000000.0,1005000000.0,82000000.0,316000000.0,434000000.0,173000000.0,2004000000.0,2004000000.0,1487000000.0,517000000.0,517000000.0,709269000000.0,340808000000.0,601000000.0,601000000.0,,,,343114000000.0,325689000000.0,17425000000.0,2023-03-31,,
302857740.0,363447449.0,666305189.0,5389000000.0,20041000000.0,27892000000.0,48475000000.0,27892000000.0,28434000000.0,47482000000.0,29455000000.0,1021000000.0,28434000000.0,-6649000000.0,-6649000000.0,23355000000.0,32756000000.0,25676000000.0,6000000.0,6000000.0,0.0,667849000000.0,19048000000.0,19048000000.0,993000000.0,993000000.0,83000000.0,243000000.0,494000000.0,173000000.0,1058000000.0,1058000000.0,1058000000.0,0.0,0.0,697304000000.0,333168000000.0,542000000.0,542000000.0,,803000000.0,803000000.0,331941000000.0,317289000000.0,14652000000.0,2023-06-30,,
304991645.0,361313544.0,666305189.0,3391000000.0,20283000000.0,25300000000.0,46097000000.0,25300000000.0,25814000000.0,45252000000.0,26947000000.0,1133000000.0,25814000000.0,-7831000000.0,-7831000000.0,23568000000.0,31493000000.0,25714000000.0,6000000.0,6000000.0,0.0,654307000000.0,19438000000.0,19438000000.0,845000000.0,845000000.0,82000000.0,230000000.0,533000000.0,0.0,657000000.0,657000000.0,657000000.0,0.0,0.0,681254000000.0,314558000000.0,514000000.0,514000000.0,,1108000000.0,1108000000.0,317282000000.0,300390000000.0,16892000000.0,2023-09-30,,
307089216.0,359215973.0,666305189.0,1455000000.0,20874000000.0,25713000000.0,48694000000.0,25713000000.0,27820000000.0,47821000000.0,29787000000.0,1967000000.0,27820000000.0,-6504000000.0,-6504000000.0,23780000000.0,32352000000.0,25746000000.0,6000000.0,6000000.0,0.0,691336000000.0,20001000000.0,20001000000.0,873000000.0,873000000.0,83000000.0,255000000.0,535000000.0,0.0,17204000000.0,17204000000.0,1475000000.0,0.0,0.0,721123000000.0,339358000000.0,2107000000.0,1036000000.0,1071000000.0,28250000000.0,939000000.0,340745000000.0,321326000000.0,19419000000.0,2023-12-31,15729000000.0,27311000000.0
