treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,defined_pension_benefit,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
2680000.0,102600000.0,1385591247.0,1388271247.0,239658000000.0,425176000000.0,82381000000.0,520807000000.0,89704000000.0,5110000000.0,100741000000.0,7323000000.0,385832000000.0,108175000000.0,111000000.0,108064000000.0,5725000000.0,339000000.0,78037000000.0,24641000000.0,17318000000.0,7323000000.0,1809044000000.0,153491000000.0,1668000000.0,4099000000.0,3660000000.0,439000000.0,282224000000.0,4456000000.0,277768000000.0,627000000.0,142952000000.0,654000000.0,142298000000.0,9609000000.0,102959000000.0,29730000000.0,30268000000.0,8991000000.0,21277000000.0,1856000000.0,2136000000.0,2136000000.0,17285000000.0,1917219000000.0,3331000000.0,318934000000.0,151075000000.0,106960000000.0,711000000.0,18360000000.0,6083000000.0,12277000000.0,7214000000.0,-5205000000.0,12419000000.0,2845000000.0,120000000.0,299000000.0,2005000000.0,7009000000.0,141000000.0,26239000000.0,17286000000.0,8953000000.0,60188000000.0,180408000000.0,72397000000.0,2022-10-31
3042000.0,102600000.0,1382818000.0,1385860000.0,248920000000.0,428692000000.0,82212000000.0,529065000000.0,89535000000.0,,100373000000.0,7323000000.0,412794000000.0,107799000000.0,103000000.0,107696000000.0,5041000000.0,379000000.0,78369000000.0,24665000000.0,17342000000.0,7323000000.0,1825220000000.0,131082000000.0,,,,,305098000000.0,,305098000000.0,,123594000000.0,,123594000000.0,,92194000000.0,31400000000.0,,,,,,,,1933019000000.0,,320553000000.0,77056000000.0,65821000000.0,,18161000000.0,5957000000.0,12204000000.0,7019000000.0,,,,,,,,,,,,177676000000.0,179772000000.0,86277000000.0,2023-01-31
969000.0,102015000.0,1389730000.0,1390699000.0,267470000000.0,448549000000.0,85438000000.0,552482000000.0,92761000000.0,,103933000000.0,7323000000.0,447662000000.0,111354000000.0,98000000.0,111256000000.0,5754000000.0,131000000.0,80326000000.0,25307000000.0,17984000000.0,7323000000.0,1828948000000.0,123898000000.0,,,,,336406000000.0,,336406000000.0,,112143000000.0,,112143000000.0,,82099000000.0,30044000000.0,,,,,,,,1940302000000.0,,319828000000.0,78357000000.0,64819000000.0,,18495000000.0,6026000000.0,12469000000.0,7023000000.0,,,,,,,,,,,,176652000000.0,181079000000.0,99199000000.0,2023-04-30
1231000.0,102015000.0,1394997000.0,1396228000.0,269129000000.0,437137000000.0,86820000000.0,542148000000.0,94143000000.0,,105011000000.0,7323000000.0,433341000000.0,112429000000.0,95000000.0,112334000000.0,4481000000.0,151000000.0,82011000000.0,25993000000.0,18670000000.0,7323000000.0,1845305000000.0,117244000000.0,,,,,321007000000.0,,321007000000.0,,116130000000.0,,116130000000.0,,77605000000.0,38525000000.0,,,,,,,,1957734000000.0,,372625000000.0,78698000000.0,70720000000.0,,18191000000.0,5892000000.0,12299000000.0,6793000000.0,,,,,,,,,,,,223207000000.0,168008000000.0,80358000000.0,2023-07-31
1862000.0,102000000.0,1400510572.0,1402372572.0,301443000000.0,439282000000.0,91837000000.0,544856000000.0,99160000000.0,4764000000.0,110338000000.0,7323000000.0,440784000000.0,117760000000.0,99000000.0,117661000000.0,6852000000.0,240000000.0,84328000000.0,26721000000.0,19398000000.0,7323000000.0,1887232000000.0,142629000000.0,1611000000.0,4256000000.0,3830000000.0,426000000.0,327234000000.0,4111000000.0,323123000000.0,644000000.0,112048000000.0,653000000.0,111395000000.0,4507000000.0,72908000000.0,33980000000.0,34622000000.0,9088000000.0,25534000000.0,1975000000.0,2959000000.0,2959000000.0,20600000000.0,2004992000000.0,2826000000.0,410231000000.0,197259000000.0,133542000000.0,501000000.0,18501000000.0,5907000000.0,12594000000.0,6749000000.0,-6085000000.0,12834000000.0,3007000000.0,108000000.0,317000000.0,2118000000.0,7144000000.0,140000000.0,29869000000.0,17721000000.0,12148000000.0,78929000000.0,133075000000.0,61989000000.0,2023-10-31
,,1406516221.0,1406516221.0,306832000000.0,442259000000.0,90121000000.0,550600000000.0,98171000000.0,,108341000000.0,8050000000.0,433307000000.0,116488000000.0,97000000.0,116391000000.0,6239000000.0,103000000.0,82049000000.0,28206000000.0,20156000000.0,8050000000.0,1857917000000.0,106974000000.0,,,,,316916000000.0,,316916000000.0,,125343000000.0,,125343000000.0,,86099000000.0,39244000000.0,,,,,,,,1974405000000.0,,405813000000.0,90696000000.0,76507000000.0,,18220000000.0,5790000000.0,12430000000.0,6633000000.0,,,,,,,,,,,,238610000000.0,135427000000.0,74347000000.0,2024-01-31
