tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,general_and_administrative_expense,insurance_and_claims,salaries_and_wages,total_revenue,operating_revenue,date
-3625180.004114,0.201399,-18000000.0,-18000000.0,3876000000.0,689000000.0,6282000000.0,8616000000.0,14898000000.0,3890374819.995886,3876000000.0,,,,,3809000000.0,3809000000.0,67000000.0,3876000000.0,-6000000.0,3882000000.0,3882000000.0,979000000.0,4861000000.0,-18000000.0,0.0,,-23000000.0,354000000.0,354000000.0,354000000.0,354000000.0,4499000000.0,4499000000.0,116000000.0,4383000000.0,12543000000.0,12543000000.0,2022-10-31
0.0,0.398,,,3212000000.0,694000000.0,6202000000.0,13135000000.0,19337000000.0,3212000000.0,3212000000.0,1384536000.0,1382754000.0,2.29,2.29,3168000000.0,3168000000.0,44000000.0,3212000000.0,-2000000.0,3214000000.0,3214000000.0,2128000000.0,5342000000.0,,,,53000000.0,369000000.0,369000000.0,369000000.0,369000000.0,6421000000.0,6421000000.0,1545000000.0,4876000000.0,15065000000.0,15065000000.0,2023-01-31
-9744000.0,0.174,-56000000.0,-56000000.0,3648000000.0,706000000.0,6099000000.0,14219000000.0,20318000000.0,3694256000.0,3648000000.0,1390149000.0,1388388000.0,2.58,2.58,3581000000.0,3581000000.0,67000000.0,3648000000.0,-1000000.0,3649000000.0,3649000000.0,771000000.0,4420000000.0,-56000000.0,,56000000.0,111000000.0,380000000.0,380000000.0,380000000.0,380000000.0,5606000000.0,5606000000.0,1006000000.0,4600000000.0,13508000000.0,13508000000.0,2023-04-30
-2952000.0,0.164,-18000000.0,-18000000.0,3870000000.0,707000000.0,6286000000.0,16548000000.0,22834000000.0,3885048000.0,3870000000.0,1394939000.0,1393515000.0,2.73,2.74,3812000000.0,3812000000.0,58000000.0,3870000000.0,-2000000.0,3872000000.0,3872000000.0,761000000.0,4633000000.0,-18000000.0,92000000.0,110000000.0,27000000.0,369000000.0,369000000.0,369000000.0,369000000.0,6173000000.0,6173000000.0,1379000000.0,4794000000.0,14434000000.0,14434000000.0,2023-07-31
-123600000.0,0.4,-309000000.0,-309000000.0,4129000000.0,763000000.0,6542000000.0,17960000000.0,24502000000.0,4314400000.0,4129000000.0,,,,,4062000000.0,4062000000.0,67000000.0,4129000000.0,-2000000.0,4131000000.0,4131000000.0,-60000000.0,4071000000.0,-309000000.0,0.0,203000000.0,2000000.0,369000000.0,369000000.0,369000000.0,369000000.0,4793000000.0,4793000000.0,92000000.0,4701000000.0,13249000000.0,13249000000.0,2023-10-31
-46640000.0,0.176,-265000000.0,-265000000.0,3580000000.0,674000000.0,6332000000.0,19277000000.0,25609000000.0,3798360000.0,3580000000.0,1407641000.0,1406324000.0,2.5,2.5,3522000000.0,3522000000.0,58000000.0,3580000000.0,-2000000.0,3582000000.0,3582000000.0,766000000.0,4348000000.0,-265000000.0,,265000000.0,70000000.0,352000000.0,352000000.0,352000000.0,352000000.0,5163000000.0,5163000000.0,,5163000000.0,13473000000.0,13473000000.0,2024-01-31
