ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,taxes_receivable
134715094.0,134715094.0,2963000000.0,3179000000.0,9124000000.0,12217000000.0,-6000000.0,9124000000.0,86000000.0,9124000000.0,12217000000.0,9124000000.0,9124000000.0,3399000000.0,5724000000.0,1000000.0,1000000.0,6344000000.0,3640000000.0,50000000.0,174000000.0,3093000000.0,3093000000.0,323000000.0,2704000000.0,1421000000.0,34000000.0,34000000.0,86000000.0,86000000.0,72000000.0,1091000000.0,404000000.0,42000000.0,687000000.0,84000000.0,603000000.0,15468000000.0,12770000000.0,185000000.0,1351000000.0,1351000000.0,47000000.0,11187000000.0,-2431000000.0,13618000000.0,51000000.0,92000000.0,325000000.0,32000000.0,2698000000.0,215000000.0,34000000.0,819000000.0,62000000.0,1438000000.0,-3000000.0,24000000.0,246000000.0,1171000000.0,130000000.0,130000000.0,,2022-12-31,
134019253.0,134019253.0,1910000000.0,2125000000.0,10283000000.0,12323000000.0,731000000.0,10283000000.0,85000000.0,10283000000.0,12323000000.0,10283000000.0,10283000000.0,4553000000.0,5729000000.0,1000000.0,1000000.0,4308000000.0,2410000000.0,49000000.0,42000000.0,2040000000.0,2040000000.0,279000000.0,1898000000.0,747000000.0,37000000.0,37000000.0,85000000.0,85000000.0,34000000.0,995000000.0,294000000.0,40000000.0,701000000.0,70000000.0,631000000.0,14591000000.0,11962000000.0,344000000.0,973000000.0,973000000.0,122000000.0,10523000000.0,-2770000000.0,13293000000.0,498000000.0,,,,2629000000.0,242000000.0,464000000.0,862000000.0,67000000.0,864000000.0,-3000000.0,15000000.0,260000000.0,592000000.0,130000000.0,130000000.0,,2023-03-31,
132684741.0,132684741.0,1133000000.0,2121000000.0,10396000000.0,12432000000.0,569000000.0,10396000000.0,85000000.0,10396000000.0,12432000000.0,10396000000.0,10396000000.0,4669000000.0,5726000000.0,1000000.0,1000000.0,4033000000.0,2382000000.0,40000000.0,29000000.0,2036000000.0,2036000000.0,277000000.0,1651000000.0,454000000.0,13000000.0,13000000.0,85000000.0,85000000.0,43000000.0,1056000000.0,282000000.0,39000000.0,774000000.0,132000000.0,642000000.0,14429000000.0,12209000000.0,526000000.0,952000000.0,952000000.0,78000000.0,10653000000.0,-3049000000.0,13702000000.0,501000000.0,,,,2220000000.0,157000000.0,417000000.0,0.0,72000000.0,671000000.0,-3000000.0,16000000.0,233000000.0,425000000.0,903000000.0,903000000.0,,2023-06-30,
131182918.0,131182918.0,1319000000.0,2107000000.0,10268000000.0,12300000000.0,901000000.0,10268000000.0,75000000.0,10268000000.0,12300000000.0,10268000000.0,10268000000.0,4532000000.0,5735000000.0,1000000.0,1000000.0,3980000000.0,2366000000.0,21000000.0,40000000.0,2032000000.0,2032000000.0,273000000.0,1614000000.0,502000000.0,22000000.0,22000000.0,75000000.0,75000000.0,51000000.0,964000000.0,235000000.0,41000000.0,729000000.0,189000000.0,540000000.0,14248000000.0,11733000000.0,565000000.0,1032000000.0,1032000000.0,30000000.0,10106000000.0,-3299000000.0,13405000000.0,496000000.0,,,,2515000000.0,163000000.0,361000000.0,520000000.0,73000000.0,685000000.0,0.0,6000000.0,196000000.0,483000000.0,713000000.0,713000000.0,713000000.0,2023-09-30,
130789936.0,130789936.0,949000000.0,2112000000.0,10729000000.0,12757000000.0,1295000000.0,10729000000.0,84000000.0,10729000000.0,12757000000.0,10729000000.0,10729000000.0,4974000000.0,5754000000.0,1000000.0,1000000.0,3647000000.0,2333000000.0,31000000.0,9000000.0,2028000000.0,2028000000.0,265000000.0,1314000000.0,399000000.0,8000000.0,8000000.0,84000000.0,84000000.0,64000000.0,759000000.0,250000000.0,39000000.0,509000000.0,84000000.0,425000000.0,14376000000.0,11767000000.0,663000000.0,933000000.0,933000000.0,74000000.0,10097000000.0,-3674000000.0,13771000000.0,59000000.0,94000000.0,316000000.0,28000000.0,2609000000.0,193000000.0,637000000.0,0.0,74000000.0,626000000.0,-1000000.0,8000000.0,180000000.0,406000000.0,1079000000.0,1079000000.0,,2023-12-31,33000000.0
