tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-5729166.666667,0.173611,381000000.0,-33000000.0,-33000000.0,89000000.0,114000000.0,2509000000.0,348000000.0,234000000.0,-84000000.0,90000000.0,6000000.0,116270833.333333,89000000.0,2757000000.0,229000000.0,119498979.0,119160922.0,0.74,0.75,89000000.0,89000000.0,89000000.0,-33000000.0,122000000.0,0.0,122000000.0,3000000.0,25000000.0,144000000.0,-27000000.0,9000000.0,-29000000.0,,0.0,-86000000.0,-4000000.0,-84000000.0,90000000.0,6000000.0,255000000.0,248000000.0,114000000.0,114000000.0,134000000.0,134000000.0,137000000.0,-3000000.0,503000000.0,2509000000.0,3012000000.0,3012000000.0,2022-12-31
-3913043.478261,0.26087,401000000.0,-15000000.0,-15000000.0,102000000.0,123000000.0,2411000000.0,386000000.0,263000000.0,-93000000.0,102000000.0,9000000.0,113086956.521739,102000000.0,2705000000.0,269000000.0,119643244.0,119238117.0,0.85,0.86,102000000.0,102000000.0,102000000.0,-20000000.0,122000000.0,,122000000.0,3000000.0,42000000.0,161000000.0,-15000000.0,,-11000000.0,-2000000.0,,9000000.0,-4000000.0,-93000000.0,102000000.0,9000000.0,269000000.0,294000000.0,123000000.0,123000000.0,171000000.0,171000000.0,160000000.0,11000000.0,563000000.0,2411000000.0,2974000000.0,2974000000.0,2023-03-31
-4937238.493724,0.246862,494000000.0,-20000000.0,-20000000.0,157000000.0,125000000.0,2463000000.0,474000000.0,349000000.0,-98000000.0,110000000.0,12000000.0,172062761.506276,157000000.0,2752000000.0,367000000.0,119641646.0,119385138.0,1.31,1.31,157000000.0,157000000.0,157000000.0,-30000000.0,187000000.0,,187000000.0,7000000.0,59000000.0,239000000.0,-20000000.0,,-6000000.0,-1000000.0,,5000000.0,-14000000.0,-98000000.0,110000000.0,12000000.0,357000000.0,289000000.0,125000000.0,125000000.0,164000000.0,164000000.0,148000000.0,16000000.0,646000000.0,2463000000.0,3109000000.0,3109000000.0,2023-06-30
-6642857.142857,0.246032,514000000.0,-27000000.0,-27000000.0,159000000.0,124000000.0,2427000000.0,487000000.0,363000000.0,-98000000.0,111000000.0,13000000.0,179357142.857143,159000000.0,2691000000.0,374000000.0,119740429.0,119495455.0,1.33,1.33,159000000.0,159000000.0,159000000.0,-41000000.0,200000000.0,,200000000.0,10000000.0,62000000.0,252000000.0,-28000000.0,-1000000.0,-14000000.0,-13000000.0,,1000000.0,-13000000.0,-98000000.0,111000000.0,13000000.0,378000000.0,264000000.0,124000000.0,124000000.0,140000000.0,140000000.0,129000000.0,11000000.0,642000000.0,2427000000.0,3069000000.0,3069000000.0,2023-09-30
-19740000.0,0.21,477000000.0,-94000000.0,-94000000.0,32000000.0,127000000.0,2245000000.0,383000000.0,256000000.0,-94000000.0,113000000.0,19000000.0,106260000.0,32000000.0,2528000000.0,259000000.0,119743953.0,119507491.0,0.27,0.27,32000000.0,32000000.0,32000000.0,-46000000.0,78000000.0,,78000000.0,-6000000.0,59000000.0,143000000.0,-93000000.0,,-84000000.0,,,99000000.0,-10000000.0,-94000000.0,113000000.0,19000000.0,330000000.0,283000000.0,127000000.0,127000000.0,156000000.0,156000000.0,145000000.0,11000000.0,613000000.0,2245000000.0,2858000000.0,2858000000.0,2023-12-31
