free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
437000000.0,0.0,-13000000.0,-1000000.0,,-232000000.0,639000000.0,452000000.0,5000000.0,182000000.0,-257000000.0,-257000000.0,-69000000.0,-26000000.0,-26000000.0,-1000000.0,0.0,,-161000000.0,-147000000.0,-14000000.0,-13000000.0,-1000000.0,-230000000.0,-230000000.0,2000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,-232000000.0,669000000.0,669000000.0,418000000.0,2000000.0,6000000.0,114000000.0,114000000.0,-21000000.0,-11000000.0,,122000000.0,2022-12-31
-468000000.0,-6000000.0,-25000000.0,331000000.0,,-233000000.0,502000000.0,639000000.0,-3000000.0,-134000000.0,262000000.0,262000000.0,-9000000.0,-29000000.0,-29000000.0,-6000000.0,-6000000.0,,306000000.0,,306000000.0,-25000000.0,331000000.0,-161000000.0,-161000000.0,2000000.0,56000000.0,13000000.0,0.0,0.0,0.0,1000000.0,1000000.0,-233000000.0,-235000000.0,-235000000.0,-545000000.0,11000000.0,11000000.0,123000000.0,123000000.0,43000000.0,16000000.0,27000000.0,122000000.0,2023-03-31
307000000.0,-5000000.0,-16000000.0,207000000.0,,-221000000.0,643000000.0,502000000.0,-9000000.0,150000000.0,-161000000.0,-161000000.0,-8000000.0,-28000000.0,-28000000.0,-5000000.0,-5000000.0,,-120000000.0,,191000000.0,-16000000.0,207000000.0,-217000000.0,-217000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,-221000000.0,528000000.0,528000000.0,196000000.0,6000000.0,6000000.0,125000000.0,125000000.0,8000000.0,15000000.0,-7000000.0,187000000.0,2023-06-30
379000000.0,-1000000.0,-41000000.0,20000000.0,1000000.0,-160000000.0,902000000.0,643000000.0,-2000000.0,261000000.0,-136000000.0,-136000000.0,-35000000.0,-29000000.0,-29000000.0,0.0,-1000000.0,1000000.0,-72000000.0,-51000000.0,-21000000.0,-41000000.0,20000000.0,-142000000.0,-142000000.0,3000000.0,0.0,12000000.0,0.0,0.0,0.0,3000000.0,3000000.0,-160000000.0,539000000.0,539000000.0,192000000.0,15000000.0,10000000.0,124000000.0,124000000.0,-2000000.0,9000000.0,-11000000.0,200000000.0,2023-09-30
442000000.0,0.0,-230000000.0,538000000.0,,-179000000.0,1400000000.0,902000000.0,10000000.0,488000000.0,151000000.0,151000000.0,-91000000.0,-29000000.0,-29000000.0,-1000000.0,0.0,,272000000.0,-36000000.0,308000000.0,-230000000.0,538000000.0,-284000000.0,-284000000.0,-3000000.0,12000000.0,0.0,-126000000.0,0.0,-126000000.0,12000000.0,12000000.0,-179000000.0,621000000.0,621000000.0,397000000.0,65000000.0,4000000.0,127000000.0,127000000.0,3000000.0,11000000.0,,78000000.0,2023-12-31
