tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
8130051.717869,0.06344,1234185000.0,128153000.0,128153000.0,674620000.0,336346000.0,247256000.0,1362338000.0,1025992000.0,-200900000.0,200900000.0,554597051.717869,674620000.0,715692000.0,684205000.0,326954000.0,326954000.0,2.06,2.06,673786000.0,673786000.0,834000.0,674620000.0,-98128000.0,772748000.0,772748000.0,52344000.0,825092000.0,341787000.0,125945000.0,121177000.0,-4768000.0,213634000.0,2208000.0,-200900000.0,200900000.0,684205000.0,449271000.0,86732000.0,317181000.0,317181000.0,45358000.0,35364000.0,9994000.0,9994000.0,1133476000.0,266421000.0,1399897000.0,1318993000.0,2022-12-31
4327680.0,0.21,1007015000.0,20608000.0,20608000.0,452661000.0,322392000.0,229748000.0,1027623000.0,705231000.0,-199429000.0,199429000.0,436380680.0,452661000.0,688126000.0,662723000.0,326954000.0,326954000.0,1.38,1.38,451827000.0,451827000.0,834000.0,452661000.0,-66594000.0,519255000.0,519255000.0,-13453000.0,505802000.0,42508000.0,0.0,,0.0,21900000.0,20608000.0,-199429000.0,199429000.0,662723000.0,443045000.0,102720000.0,307059000.0,307059000.0,33266000.0,24159000.0,9107000.0,9107000.0,1105768000.0,245081000.0,1350849000.0,1277134000.0,2023-03-31
696029.039141,0.018463,1087436000.0,37698000.0,37698000.0,487177000.0,339056000.0,233580000.0,1125134000.0,786078000.0,-218086000.0,218086000.0,450175029.039141,487177000.0,711676000.0,657925000.0,374423000.0,374423000.0,1.49,1.49,486343000.0,486343000.0,834000.0,487177000.0,-70328000.0,557505000.0,557505000.0,10487000.0,567992000.0,128153000.0,-4356000.0,,4356000.0,90455000.0,42054000.0,-218086000.0,218086000.0,657925000.0,458574000.0,95237000.0,319534000.0,319534000.0,43803000.0,33745000.0,10058000.0,10058000.0,1116499000.0,253102000.0,1369601000.0,1288465000.0,2023-06-30
8743887.632255,0.059695,1123072000.0,146476000.0,146476000.0,594973000.0,333358000.0,256558000.0,1269548000.0,936190000.0,-212210000.0,212210000.0,457240887.632255,594973000.0,716714000.0,694234000.0,327159000.0,327159000.0,1.82,1.82,594139000.0,594139000.0,834000.0,594973000.0,-85789000.0,680762000.0,680762000.0,43218000.0,723980000.0,241956000.0,152651000.0,158192000.0,5541000.0,95480000.0,-6175000.0,-212210000.0,212210000.0,694234000.0,442057000.0,88919000.0,315259000.0,315259000.0,37879000.0,28809000.0,9070000.0,9070000.0,1136291000.0,274657000.0,1410948000.0,1328792000.0,2023-09-30
7670840.032049,0.046189,1298745000.0,166074000.0,166074000.0,748314000.0,338778000.0,237022000.0,1464819000.0,1126041000.0,-224923000.0,224923000.0,589910840.032049,748314000.0,735299000.0,792139000.0,325934000.0,325934000.0,2.29,2.29,747480000.0,747480000.0,834000.0,748314000.0,-111182000.0,859496000.0,859496000.0,41622000.0,901118000.0,333902000.0,174231000.0,167390000.0,-6841000.0,167828000.0,-8157000.0,-224923000.0,224923000.0,792139000.0,479755000.0,108588000.0,320256000.0,320256000.0,50911000.0,40633000.0,10278000.0,10278000.0,1271894000.0,255544000.0,1527438000.0,1395939000.0,2023-12-31
