free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
259100000.0,-93200000.0,-405000000.0,405000000.0,-42800000.0,4100000.0,96800000.0,230100000.0,231500000.0,6800000.0,-8200000.0,-268700000.0,-268700000.0,1400000.0,-176900000.0,-176900000.0,-93200000.0,-93200000.0,0.0,0.0,-405000000.0,405000000.0,-41400000.0,-41400000.0,100000.0,-41500000.0,1300000.0,-42800000.0,301900000.0,301900000.0,19000000.0,-6300000.0,6800000.0,-63500000.0,-41300000.0,-22200000.0,-22200000.0,-21100000.0,103100000.0,103100000.0,2800000.0,-900000.0,-9200000.0,-9200000.0,44700000.0,44700000.0,2600000.0,2600000.0,42100000.0,-100000.0,-100000.0,245600000.0,2022-12-31
354800000.0,,-385000000.0,230000000.0,-33700000.0,5100000.0,9700000.0,239800000.0,230100000.0,1100000.0,8600000.0,-348900000.0,-348900000.0,5900000.0,-199800000.0,-199800000.0,,,-155000000.0,-155000000.0,-385000000.0,230000000.0,-31000000.0,-31000000.0,-100000.0,-30900000.0,2800000.0,-33700000.0,388500000.0,388500000.0,48700000.0,82700000.0,45400000.0,-3400000.0,-11900000.0,8500000.0,8500000.0,57700000.0,-133700000.0,-133700000.0,1900000.0,-1400000.0,300000.0,300000.0,44500000.0,44500000.0,2700000.0,2700000.0,41800000.0,-600000.0,-600000.0,295100000.0,2023-03-31
246200000.0,0.0,-455000000.0,405000000.0,-55900000.0,3100000.0,184000000.0,243600000.0,239800000.0,-800000.0,4600000.0,-243300000.0,-243300000.0,6600000.0,-199900000.0,-199900000.0,0.0,0.0,-50000000.0,-50000000.0,-455000000.0,405000000.0,-54200000.0,-54200000.0,-300000.0,-53900000.0,2000000.0,-55900000.0,302100000.0,302100000.0,-44000000.0,-90900000.0,-21700000.0,2000000.0,600000.0,1400000.0,1400000.0,87900000.0,-21300000.0,-21300000.0,1900000.0,1600000.0,300000.0,300000.0,44900000.0,44900000.0,2700000.0,2700000.0,42200000.0,-600000.0,-600000.0,298000000.0,2023-06-30
341200000.0,0.0,-245000000.0,155000000.0,-46900000.0,2100000.0,94300000.0,297500000.0,243600000.0,-4300000.0,58200000.0,-286900000.0,-286900000.0,2900000.0,-199800000.0,-199800000.0,0.0,0.0,-90000000.0,-90000000.0,-245000000.0,155000000.0,-43000000.0,-43000000.0,-100000.0,-42900000.0,4000000.0,-46900000.0,388100000.0,388100000.0,51400000.0,-300000.0,-8300000.0,18400000.0,6600000.0,11800000.0,11800000.0,46100000.0,-4500000.0,-4500000.0,1800000.0,1200000.0,-5000000.0,-5000000.0,44700000.0,44700000.0,2600000.0,2600000.0,42100000.0,-1500000.0,-1500000.0,295500000.0,2023-09-30
317700000.0,0.0,-90000000.0,90000000.0,-36300000.0,1900000.0,95000000.0,221300000.0,297500000.0,5400000.0,-81600000.0,-402600000.0,-402600000.0,14700000.0,-417300000.0,-417300000.0,0.0,0.0,0.0,0.0,-90000000.0,90000000.0,-33000000.0,-33000000.0,-100000.0,-32900000.0,3400000.0,-36300000.0,354000000.0,354000000.0,49800000.0,-3800000.0,-21800000.0,-9200000.0,4100000.0,-13300000.0,-13300000.0,-2600000.0,87200000.0,87200000.0,1700000.0,800000.0,-6300000.0,-6300000.0,43200000.0,43200000.0,2700000.0,2700000.0,40500000.0,-1600000.0,-1600000.0,266400000.0,2023-12-31
284800000.0,,-220000000.0,160000000.0,-50800000.0,2400000.0,15900000.0,237100000.0,221300000.0,-4000000.0,19800000.0,-267400000.0,-267400000.0,15800000.0,-223200000.0,-223200000.0,,,-60000000.0,-60000000.0,-220000000.0,160000000.0,-48400000.0,-48400000.0,-100000.0,-48300000.0,2500000.0,-50800000.0,335600000.0,335600000.0,-6300000.0,80800000.0,34900000.0,-16300000.0,-31900000.0,15600000.0,15600000.0,21900000.0,-127600000.0,-127600000.0,2000000.0,-900000.0,800000.0,800000.0,42900000.0,42900000.0,2700000.0,2700000.0,40200000.0,-600000.0,-600000.0,297700000.0,2024-03-31
