treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
8684000.0,11549000.0,20233000.0,2335179000.0,2446358000.0,-2223148000.0,1995894000.0,-52837000.0,-2223148000.0,67344000.0,-383120000.0,1995440000.0,-383120000.0,-383120000.0,-13801000.0,-13801000.0,782104000.0,-1428355000.0,1841120000.0,20000.0,20000.0,0.0,2793392000.0,2475989000.0,17124000.0,,12961000.0,12763000.0,198000.0,2445904000.0,67344000.0,2378560000.0,317403000.0,217428000.0,217428000.0,454000.0,454000.0,53716000.0,45805000.0,2829000.0,2829000.0,42976000.0,42976000.0,2410272000.0,2145706000.0,23916000.0,,188152000.0,188152000.0,,1840028000.0,1840028000.0,93610000.0,-125317000.0,218927000.0,28755000.0,61299000.0,128873000.0,0.0,264566000.0,24418000.0,7033000.0,189280000.0,189280000.0,-2564000.0,191844000.0,43835000.0,43835000.0,2022-12-31
8684000.0,12959000.0,21643000.0,2082067000.0,2241733000.0,-1557181000.0,2619589000.0,-52723000.0,-1557181000.0,65355000.0,443211000.0,2619129000.0,443211000.0,443211000.0,-13063000.0,-13063000.0,782104000.0,-967162000.0,2205518000.0,22000.0,22000.0,0.0,2583191000.0,2270792000.0,17675000.0,,11844000.0,11646000.0,198000.0,2241273000.0,65355000.0,2175918000.0,312399000.0,211768000.0,211768000.0,460000.0,460000.0,39199000.0,60972000.0,10368000.0,10368000.0,50604000.0,50604000.0,3026402000.0,2766726000.0,,23825000.0,651516000.0,651516000.0,,2000392000.0,2000392000.0,90993000.0,,90993000.0,,90993000.0,,,259676000.0,24034000.0,2153000.0,139178000.0,139178000.0,-2524000.0,141702000.0,94311000.0,94311000.0,2023-03-31
8684000.0,14083000.0,22767000.0,2112474000.0,2242256000.0,-1504134000.0,2997560000.0,-63296000.0,-1504134000.0,63814000.0,819118000.0,2997092000.0,819118000.0,819118000.0,-13150000.0,-13150000.0,782104000.0,-944919000.0,2559268000.0,23000.0,23000.0,0.0,2543986000.0,2271056000.0,11726000.0,6100000.0,11442000.0,11244000.0,198000.0,2241788000.0,63814000.0,2177974000.0,272930000.0,195817000.0,195817000.0,468000.0,468000.0,41492000.0,35153000.0,1493000.0,1493000.0,33660000.0,33660000.0,3363104000.0,3153470000.0,21321000.0,,719026000.0,719026000.0,1100000.0,2323252000.0,2323252000.0,88771000.0,,88771000.0,,88771000.0,,,209634000.0,19680000.0,2085000.0,121901000.0,121901000.0,-2694000.0,124595000.0,65968000.0,65968000.0,2023-06-30
8684000.0,14507000.0,23191000.0,2135504000.0,2240233000.0,-1610979000.0,3020908000.0,-68156000.0,-1610979000.0,59720000.0,840395000.0,3020433000.0,840395000.0,840395000.0,-15355000.0,-15355000.0,782104000.0,-1088360000.0,2726191000.0,23000.0,23000.0,0.0,2533546000.0,2265825000.0,18231000.0,,7836000.0,7638000.0,198000.0,2239758000.0,59720000.0,2180038000.0,267721000.0,179167000.0,179167000.0,475000.0,475000.0,43405000.0,44674000.0,10368000.0,10368000.0,34306000.0,34306000.0,3373941000.0,3174376000.0,24156000.0,,614112000.0,614112000.0,,2451374000.0,2451374000.0,84734000.0,,84734000.0,,84734000.0,,,199565000.0,24041000.0,1865000.0,128650000.0,128650000.0,-2844000.0,131494000.0,45009000.0,45009000.0,2023-09-30
8684000.0,16868000.0,25552000.0,2135774000.0,2243677000.0,-1461504000.0,4347563000.0,-55378000.0,-1461504000.0,61086000.0,2164972000.0,4347080000.0,2164972000.0,2164972000.0,-11444000.0,-11444000.0,782104000.0,-999234000.0,3957728000.0,26000.0,26000.0,0.0,2597556000.0,2274283000.0,22208000.0,,8881000.0,8524000.0,357000.0,2243194000.0,61086000.0,2182108000.0,323273000.0,228162000.0,228162000.0,483000.0,483000.0,50045000.0,44583000.0,1493000.0,1493000.0,43090000.0,43090000.0,4762528000.0,4494633000.0,24300000.0,,757573000.0,757573000.0,,3626476000.0,3626476000.0,86284000.0,-130464000.0,216748000.0,29944000.0,57343000.0,129461000.0,0.0,267895000.0,35407000.0,1856000.0,183815000.0,183815000.0,-3069000.0,186884000.0,46817000.0,46817000.0,2023-12-31
