tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-41502300.0,0.21,1281914000.0,-197630000.0,-197630000.0,-249669000.0,3957000.0,26723000.0,1084284000.0,1080327000.0,-14837000.0,,-93541300.0,-249669000.0,128641000.0,-193717000.0,11386000.0,11386000.0,-21.93,-21.93,-249669000.0,,-249669000.0,-249669000.0,-249669000.0,-249669000.0,35286000.0,-214383000.0,-203459000.0,-5829000.0,-197630000.0,,197630000.0,-14837000.0,,3913000.0,101918000.0,31617000.0,70301000.0,41371000.0,28930000.0,28930000.0,105831000.0,26723000.0,132554000.0,111879000.0,2022-12-31
5412750.0,0.21,592000.0,25775000.0,25775000.0,461193000.0,3431000.0,27941000.0,26367000.0,22936000.0,-14930000.0,14930000.0,440830750.0,461193000.0,123311000.0,-20307000.0,14575000.0,11834000.0,31.79,38.97,463327000.0,2134000.0,461193000.0,461193000.0,461193000.0,461193000.0,-453187000.0,8006000.0,24332000.0,-1443000.0,25775000.0,-44686000.0,18911000.0,-14930000.0,14930000.0,-1396000.0,95370000.0,31358000.0,64012000.0,36106000.0,27906000.0,27906000.0,93974000.0,27941000.0,121915000.0,101703000.0,2023-03-31
-5070030.0,0.21,415000.0,-24143000.0,-24143000.0,22243000.0,3230000.0,27121000.0,-23728000.0,-26958000.0,-11095000.0,11095000.0,41315970.0,22243000.0,122965000.0,-26708000.0,16095000.0,13247000.0,1.52,1.68,24392000.0,2149000.0,22243000.0,22243000.0,22243000.0,22243000.0,-60296000.0,-38053000.0,-24393000.0,-250000.0,-24143000.0,,24143000.0,-11095000.0,11095000.0,-2565000.0,95844000.0,29354000.0,66490000.0,37660000.0,28830000.0,28830000.0,93279000.0,27121000.0,120400000.0,101481000.0,2023-06-30
-7047390.0,0.21,13475000.0,-33559000.0,-33559000.0,-143441000.0,2744000.0,26661000.0,-20084000.0,-22828000.0,-11006000.0,11006000.0,-116929390.0,-143441000.0,121150000.0,-25247000.0,14221000.0,14221000.0,-10.09,-10.09,-143441000.0,0.0,-143441000.0,-143441000.0,-143441000.0,-143441000.0,109607000.0,-33834000.0,-31140000.0,2419000.0,-33559000.0,,33559000.0,-11006000.0,11006000.0,8312000.0,94489000.0,29660000.0,64829000.0,35606000.0,29223000.0,29223000.0,102801000.0,26661000.0,129462000.0,111879000.0,2023-09-30
-8239980.0,0.21,-4355000.0,-39238000.0,-39238000.0,89126000.0,5122000.0,28221000.0,-43593000.0,-48715000.0,-11929000.0,11929000.0,120124020.0,89126000.0,128031000.0,-42785000.0,,,,,91228000.0,2102000.0,89126000.0,89126000.0,89126000.0,89126000.0,-149770000.0,-60644000.0,-45168000.0,-5930000.0,-39238000.0,0.0,39238000.0,-11929000.0,11929000.0,-3547000.0,99810000.0,30158000.0,69652000.0,40299000.0,29353000.0,29353000.0,96263000.0,28221000.0,124484000.0,105355000.0,2023-12-31
