free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
3786000000.0,-664000000.0,0.0,,,-176000000.0,114000000.0,1150000000.0,8792000000.0,8579000000.0,-95000000.0,308000000.0,-2855000000.0,-2855000000.0,-29000000.0,-1560000000.0,-1560000000.0,-664000000.0,-664000000.0,,-602000000.0,-602000000.0,0.0,0.0,,-799000000.0,-799000000.0,-20000000.0,-603000000.0,1388000000.0,-1991000000.0,0.0,0.0,-176000000.0,0.0,-176000000.0,3962000000.0,3962000000.0,609000000.0,-442000000.0,-242000000.0,-316000000.0,42000000.0,42000000.0,42000000.0,-108000000.0,1675000000.0,1119000000.0,496000000.0,7000000.0,-366000000.0,-366000000.0,415000000.0,415000000.0,415000000.0,131000000.0,131000000.0,2670000000.0,2022-10-31
4569000000.0,-1096000000.0,0.0,,,-170000000.0,64000000.0,1022000000.0,10509000000.0,8792000000.0,98000000.0,1619000000.0,-2626000000.0,-2626000000.0,-286000000.0,-1560000000.0,-1560000000.0,-780000000.0,-1096000000.0,,0.0,0.0,0.0,0.0,,-494000000.0,-494000000.0,0.0,-322000000.0,1554000000.0,-1876000000.0,-3000000.0,-3000000.0,-169000000.0,1000000.0,-170000000.0,4739000000.0,4739000000.0,1429000000.0,1047000000.0,185000000.0,106000000.0,0.0,0.0,0.0,-461000000.0,552000000.0,274000000.0,601000000.0,-1000000.0,-479000000.0,-479000000.0,438000000.0,438000000.0,438000000.0,-22000000.0,-22000000.0,2773000000.0,2023-01-31
4949000000.0,-1713000000.0,-500000000.0,0.0,0.0,-270000000.0,128000000.0,242000000.0,9546000000.0,10509000000.0,-93000000.0,-870000000.0,-3495000000.0,-3495000000.0,311000000.0,-1593000000.0,-1593000000.0,-1713000000.0,-1713000000.0,0.0,-500000000.0,0.0,-500000000.0,-500000000.0,0.0,-2594000000.0,-2594000000.0,-6000000.0,-2226000000.0,1721000000.0,-3947000000.0,-93000000.0,-93000000.0,-269000000.0,1000000.0,-270000000.0,5219000000.0,5219000000.0,1292000000.0,1595000000.0,-267000000.0,-218000000.0,114000000.0,114000000.0,114000000.0,-325000000.0,393000000.0,101000000.0,623000000.0,5000000.0,-498000000.0,-498000000.0,451000000.0,451000000.0,451000000.0,134000000.0,134000000.0,3212000000.0,2023-04-30
5733000000.0,-1417000000.0,0.0,0.0,384000000.0,-233000000.0,70000000.0,1157000000.0,11627000000.0,9546000000.0,-15000000.0,2096000000.0,-2650000000.0,-2650000000.0,-28000000.0,-1589000000.0,-1589000000.0,-1033000000.0,-1417000000.0,384000000.0,0.0,0.0,0.0,0.0,0.0,-1220000000.0,-1220000000.0,0.0,-783000000.0,2459000000.0,-3242000000.0,-205000000.0,-205000000.0,-232000000.0,1000000.0,-233000000.0,5966000000.0,5966000000.0,1712000000.0,1995000000.0,372000000.0,433000000.0,-129000000.0,-129000000.0,-129000000.0,-175000000.0,-784000000.0,-760000000.0,633000000.0,20000000.0,-742000000.0,-742000000.0,422000000.0,422000000.0,422000000.0,-37000000.0,-37000000.0,3958000000.0,2023-07-31
2237000000.0,-1453000000.0,-750000000.0,,,-134000000.0,128000000.0,3090000000.0,11105000000.0,11627000000.0,-45000000.0,-477000000.0,-3800000000.0,-3800000000.0,-17000000.0,-1580000000.0,-1580000000.0,-1453000000.0,-1453000000.0,,-750000000.0,0.0,-750000000.0,-750000000.0,,952000000.0,952000000.0,1000000.0,1961000000.0,3824000000.0,-1863000000.0,-876000000.0,-876000000.0,-134000000.0,,-134000000.0,2371000000.0,2371000000.0,-1909000000.0,-2422000000.0,-273000000.0,-290000000.0,-235000000.0,-235000000.0,-235000000.0,307000000.0,1004000000.0,979000000.0,661000000.0,4000000.0,-513000000.0,-513000000.0,401000000.0,401000000.0,,89000000.0,89000000.0,3638000000.0,2023-10-31
638000000.0,-1051000000.0,0.0,,,-170000000.0,75000000.0,3714000000.0,15218000000.0,11105000000.0,13000000.0,4100000000.0,1079000000.0,1079000000.0,-571000000.0,-1583000000.0,-1583000000.0,-702000000.0,-1051000000.0,,3935000000.0,1398000000.0,2537000000.0,0.0,,2213000000.0,2213000000.0,-2000000.0,2387000000.0,2827000000.0,-440000000.0,-2000000.0,-2000000.0,-170000000.0,,-170000000.0,808000000.0,808000000.0,-2871000000.0,-2704000000.0,148000000.0,-113000000.0,-241000000.0,-241000000.0,-241000000.0,135000000.0,-96000000.0,-38000000.0,802000000.0,8000000.0,-303000000.0,-303000000.0,422000000.0,422000000.0,,116000000.0,116000000.0,2634000000.0,2024-01-31
