ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,other_receivables,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
4103000000.0,4103000000.0,1586000000.0,8878000000.0,-248000000.0,49150000000.0,11245000000.0,-248000000.0,40272000000.0,47901000000.0,40272000000.0,40272000000.0,-2118000000.0,-2118000000.0,-594000000.0,42984000000.0,42984000000.0,0.0,52782000000.0,27886000000.0,1981000000.0,7835000000.0,10441000000.0,10441000000.0,7629000000.0,7629000000.0,24896000000.0,4956000000.0,12578000000.0,12578000000.0,1249000000.0,1249000000.0,1249000000.0,0.0,2907000000.0,3206000000.0,3206000000.0,890000000.0,890000000.0,2316000000.0,93054000000.0,56913000000.0,5912000000.0,4891000000.0,4891000000.0,3032000000.0,586000000.0,40520000000.0,2360000000.0,38160000000.0,1972000000.0,-8055000000.0,10027000000.0,4749000000.0,1085000000.0,4193000000.0,36141000000.0,4571000000.0,2664000000.0,13000000.0,929000000.0,165000000.0,1557000000.0,9122000000.0,539000000.0,3144000000.0,5439000000.0,-88000000.0,5527000000.0,19784000000.0,12492000000.0,7292000000.0,2022-10-31
4095000000.0,4095000000.0,,8887000000.0,952000000.0,50361000000.0,11263000000.0,952000000.0,41474000000.0,49111000000.0,41474000000.0,41474000000.0,-1586000000.0,-1586000000.0,-364000000.0,43424000000.0,43424000000.0,0.0,54366000000.0,27114000000.0,2050000000.0,6609000000.0,10818000000.0,10818000000.0,7637000000.0,7637000000.0,27252000000.0,5177000000.0,13109000000.0,13109000000.0,1250000000.0,1250000000.0,1250000000.0,0.0,3187000000.0,4529000000.0,4529000000.0,2200000000.0,2200000000.0,2329000000.0,95840000000.0,57325000000.0,5964000000.0,5321000000.0,5321000000.0,2985000000.0,569000000.0,40522000000.0,2134000000.0,38388000000.0,1964000000.0,-8128000000.0,10092000000.0,4740000000.0,1089000000.0,4263000000.0,38515000000.0,4520000000.0,3140000000.0,13000000.0,1292000000.0,230000000.0,1605000000.0,8794000000.0,500000000.0,3057000000.0,5237000000.0,-86000000.0,5323000000.0,22061000000.0,13052000000.0,9009000000.0,2023-01-31
4075000000.0,4075000000.0,350000000.0,8394000000.0,1960000000.0,50689000000.0,11231000000.0,1960000000.0,42295000000.0,48958000000.0,42295000000.0,42295000000.0,-1606000000.0,-1606000000.0,262000000.0,43639000000.0,43639000000.0,0.0,55234000000.0,26515000000.0,2116000000.0,6725000000.0,11011000000.0,11011000000.0,6663000000.0,6663000000.0,28719000000.0,4813000000.0,13249000000.0,13249000000.0,1731000000.0,1731000000.0,1731000000.0,0.0,3352000000.0,5574000000.0,5574000000.0,3132000000.0,3132000000.0,2442000000.0,97529000000.0,57579000000.0,5987000000.0,5817000000.0,5817000000.0,2877000000.0,516000000.0,40335000000.0,1966000000.0,38369000000.0,2047000000.0,-8037000000.0,10084000000.0,4739000000.0,1087000000.0,4258000000.0,39950000000.0,4682000000.0,3474000000.0,15000000.0,1483000000.0,310000000.0,1666000000.0,8506000000.0,453000000.0,2949000000.0,5104000000.0,-83000000.0,5187000000.0,23288000000.0,15244000000.0,8044000000.0,2023-04-30
4066000000.0,4066000000.0,,8391000000.0,4000000000.0,52744000000.0,12039000000.0,4000000000.0,44353000000.0,51011000000.0,44353000000.0,44353000000.0,-1575000000.0,-1575000000.0,1639000000.0,44289000000.0,44289000000.0,0.0,57499000000.0,26190000000.0,2134000000.0,5756000000.0,11642000000.0,11642000000.0,6658000000.0,6658000000.0,31309000000.0,5136000000.0,13908000000.0,13908000000.0,1733000000.0,1733000000.0,1733000000.0,0.0,3984000000.0,6548000000.0,6548000000.0,4235000000.0,4235000000.0,2313000000.0,101852000000.0,58504000000.0,6007000000.0,6576000000.0,6576000000.0,,3483000000.0,40353000000.0,1818000000.0,38535000000.0,2085000000.0,-7973000000.0,10058000000.0,4746000000.0,1083000000.0,4229000000.0,43348000000.0,4352000000.0,3644000000.0,16000000.0,1493000000.0,264000000.0,1871000000.0,9206000000.0,3352000000.0,,5854000000.0,-85000000.0,5939000000.0,26146000000.0,16023000000.0,10123000000.0,2023-07-31
4049000000.0,4049000000.0,,7650000000.0,4396000000.0,52860000000.0,12624000000.0,4396000000.0,45210000000.0,51870000000.0,45210000000.0,45210000000.0,-2025000000.0,-2025000000.0,2689000000.0,44546000000.0,44546000000.0,0.0,53572000000.0,26537000000.0,2240000000.0,5790000000.0,11847000000.0,11847000000.0,6660000000.0,6660000000.0,27035000000.0,4730000000.0,13812000000.0,13812000000.0,990000000.0,990000000.0,990000000.0,,3039000000.0,4464000000.0,4464000000.0,2380000000.0,2380000000.0,2084000000.0,98782000000.0,59123000000.0,5879000000.0,7102000000.0,7102000000.0,2685000000.0,639000000.0,40814000000.0,1914000000.0,38900000000.0,2004000000.0,-7798000000.0,9802000000.0,4588000000.0,1020000000.0,4194000000.0,39659000000.0,4547000000.0,3342000000.0,13000000.0,1093000000.0,194000000.0,2042000000.0,8247000000.0,428000000.0,2986000000.0,4833000000.0,-82000000.0,4915000000.0,23523000000.0,13921000000.0,9602000000.0,2023-10-31
4050000000.0,4050000000.0,,11605000000.0,5486000000.0,57856000000.0,11276000000.0,5486000000.0,46251000000.0,52920000000.0,46251000000.0,46251000000.0,-1512000000.0,-1512000000.0,2761000000.0,45002000000.0,45002000000.0,0.0,54923000000.0,24072000000.0,2253000000.0,3390000000.0,11760000000.0,11760000000.0,6669000000.0,6669000000.0,30851000000.0,4964000000.0,14011000000.0,14011000000.0,4936000000.0,4936000000.0,997000000.0,3939000000.0,3216000000.0,3724000000.0,3724000000.0,1876000000.0,1876000000.0,1848000000.0,101174000000.0,59047000000.0,5575000000.0,7338000000.0,7338000000.0,2731000000.0,633000000.0,40765000000.0,1678000000.0,39087000000.0,2005000000.0,-7830000000.0,9835000000.0,4591000000.0,1030000000.0,4214000000.0,42127000000.0,4887000000.0,3209000000.0,13000000.0,1047000000.0,165000000.0,1984000000.0,8360000000.0,410000000.0,3066000000.0,4884000000.0,-79000000.0,4963000000.0,25671000000.0,11956000000.0,13715000000.0,2024-01-31
