ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_provisions,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,held_to_maturity_securities,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number,treasury_stock,derivative_product_liabilities,loans_receivable
1180536830.0,1180536830.0,840939000.0,12573201000.0,13952236000.0,5680173000.0,12573201000.0,112177000.0,13905709000.0,13952142000.0,14034437000.0,128728000.0,13905709000.0,-1346199000.0,-207518000.0,-1138681000.0,13461638000.0,609733000.0,1180537000.0,1180537000.0,3515809000.0,727386000.0,49760000.0,180382000.0,108936000.0,269069000.0,269069000.0,130049000.0,83616000.0,46433000.0,98126000.0,2788423000.0,43111000.0,242910000.0,242910000.0,710890000.0,28561000.0,94000.0,,94000.0,11185000.0,1780327000.0,1780327000.0,224630000.0,376240000.0,280469000.0,1179457000.0,17550246000.0,9081650000.0,50081000.0,208870000.0,208870000.0,116580000.0,161639000.0,0.0,1660548000.0,6328000.0,113574000.0,113574000.0,1540646000.0,1540646000.0,1332508000.0,247456000.0,1085052000.0,5668004000.0,-8916363000.0,14584367000.0,43570000.0,252379000.0,212676000.0,402485000.0,12857494000.0,815763000.0,8468596000.0,30805000.0,99984000.0,3986929000.0,-222666000.0,2123427000.0,936555000.0,1149613000.0,2820903000.0,-3479000.0,59539000.0,19184000.0,251719000.0,2493940000.0,-45495000.0,2539435000.0,1529975000.0,438448000.0,1091527000.0,942103000.0,149424000.0,2022-12-31,,,,
1180536830.0,1180536830.0,708245000.0,13733853000.0,15658720000.0,6558840000.0,13733853000.0,114599000.0,15065074000.0,15121813000.0,15194528000.0,129454000.0,15065074000.0,-1315461000.0,-199028000.0,-1116433000.0,14590265000.0,609733000.0,1180537000.0,1180537000.0,3444773000.0,805432000.0,233499000.0,,,329861000.0,329861000.0,138857000.0,82118000.0,56739000.0,103215000.0,2639341000.0,342666000.0,136172000.0,136172000.0,569388000.0,32481000.0,536907000.0,536907000.0,,14053000.0,1577062000.0,1577062000.0,,509460000.0,,1067602000.0,18639301000.0,9441120000.0,,228501000.0,228501000.0,,231458000.0,,1979436000.0,6317000.0,375677000.0,375677000.0,1597442000.0,1597442000.0,1331221000.0,,,5670504000.0,,5670504000.0,23791000.0,,5646713000.0,14509000.0,,,9198181000.0,30433000.0,,3991501000.0,,,,,3233612000.0,,,,224397000.0,3009215000.0,,,1942635000.0,1081141000.0,861494000.0,706646000.0,154848000.0,2023-03-31,,,,
1180536830.0,1180536830.0,811329000.0,14291549000.0,16318876000.0,7029969000.0,14291549000.0,118038000.0,15625585000.0,15676582000.0,15786479000.0,160894000.0,15625585000.0,-1475940000.0,-370820000.0,-1105120000.0,15311255000.0,609733000.0,1180537000.0,1180537000.0,3472847000.0,877315000.0,253021000.0,,,376676000.0,376676000.0,139310000.0,88313000.0,50997000.0,108308000.0,2595532000.0,379678000.0,100596000.0,100596000.0,672019000.0,29725000.0,642294000.0,642294000.0,,40936000.0,1402303000.0,1402303000.0,,382147000.0,,1020156000.0,19259326000.0,9633825000.0,,219704000.0,219704000.0,,208480000.0,,1976918000.0,6204000.0,367105000.0,367105000.0,1603609000.0,1603609000.0,1334036000.0,,,5894687000.0,,5894687000.0,,,5894687000.0,,,,9625501000.0,21638000.0,,3884364000.0,,,,,3114216000.0,,,,321152000.0,2793064000.0,,,2605283000.0,1849978000.0,755305000.0,545356000.0,209949000.0,2023-06-30,,,,
1180536830.0,1180536830.0,741920000.0,14892922000.0,16852272000.0,7427907000.0,14892922000.0,119179000.0,16229531000.0,16254779000.0,16400123000.0,170592000.0,16229531000.0,-1409305000.0,-370407000.0,-1038898000.0,15848566000.0,609733000.0,1180537000.0,1180537000.0,3439210000.0,910516000.0,249774000.0,,,447053000.0,447053000.0,111649000.0,86401000.0,25248000.0,102040000.0,2528694000.0,329751000.0,160533000.0,160533000.0,630271000.0,32778000.0,597493000.0,597493000.0,,29206000.0,1378933000.0,1378933000.0,,379724000.0,,999209000.0,19839333000.0,9882732000.0,,195332000.0,195332000.0,,154291000.0,,2168969000.0,5986000.0,560489000.0,560489000.0,1602494000.0,1602494000.0,1336609000.0,,,6027531000.0,,6027531000.0,21251000.0,,6006280000.0,,,,9956601000.0,11113000.0,,3884882000.0,,,,,2699816000.0,,,,283096000.0,2416720000.0,,,3360790000.0,2496747000.0,864043000.0,687136000.0,176907000.0,2023-09-30,,,,
1167888739.0,1180536830.0,717870000.0,15465862000.0,16912500000.0,7602484000.0,15465862000.0,134433000.0,16842972000.0,16891276000.0,17030437000.0,187465000.0,16842972000.0,-1476095000.0,-485924000.0,-990171000.0,16742536000.0,609733000.0,1180537000.0,1180537000.0,4051458000.0,1149483000.0,62327000.0,208941000.0,117506000.0,631605000.0,631605000.0,144902000.0,96598000.0,48304000.0,101453000.0,2901975000.0,132327000.0,263664000.0,263664000.0,572968000.0,37835000.0,21224000.0,,21224000.0,35959000.0,1897057000.0,1897057000.0,301213000.0,488277000.0,344565000.0,1107567000.0,21081895000.0,10577436000.0,43793000.0,789615000.0,789615000.0,69820000.0,142166000.0,,2014435000.0,7411000.0,398220000.0,398220000.0,1608804000.0,1608804000.0,1377110000.0,273403000.0,1103707000.0,6210317000.0,-9364492000.0,15574809000.0,66464000.0,396103000.0,267099000.0,416913000.0,13538273000.0,889957000.0,10504459000.0,9801000.0,49627000.0,3921097000.0,-209110000.0,1842971000.0,1068956000.0,1218280000.0,2916482000.0,,152079000.0,5759000.0,263439000.0,2480889000.0,-49046000.0,2529935000.0,3607452000.0,1969631000.0,1637821000.0,1267334000.0,370487000.0,2023-12-31,12648091.0,213739000.0,255000.0,14316000.0
