tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off,restructuring_and_mergern_acquisition
3325754.731025,0.243289,1247100000.0,13670000.0,13670000.0,807318000.0,179135000.0,1912385000.0,1260770000.0,1081635000.0,9683000.0,20237000.0,29982000.0,796973754.731025,807318000.0,2596128000.0,1013051000.0,593616176.0,593616176.0,1.36,1.36,807318000.0,807318000.0,807318000.0,4146000.0,803172000.0,803172000.0,258226000.0,1061398000.0,27633000.0,1262000.0,-12293000.0,-64432000.0,12701000.0,25963000.0,9683000.0,62000.0,20237000.0,29982000.0,1024082000.0,532159000.0,87202000.0,40285000.0,-227000.0,27551000.0,27551000.0,17423000.0,17423000.0,10128000.0,377348000.0,175725000.0,201623000.0,67038000.0,134585000.0,1556241000.0,2063969000.0,3620210000.0,3620210000.0,2022-12-31,,
0.0,0.207674,1456724000.0,8019000.0,8019000.0,1128627000.0,125453000.0,2307779000.0,1456724000.0,1456724000.0,20819000.0,31545000.0,47887000.0,1128627000.0,1128627000.0,2789827000.0,1351354000.0,587826562.0,587826562.0,1.92,1.92,1128627000.0,1128627000.0,1128627000.0,-580000.0,1129207000.0,1129207000.0,295972000.0,1425179000.0,53006000.0,,,,53006000.0,8019000.0,20819000.0,-4477000.0,31545000.0,47887000.0,1351354000.0,482048000.0,-5299000.0,51008000.0,-213000.0,17415000.0,17415000.0,7863000.0,7863000.0,9552000.0,487347000.0,198106000.0,213670000.0,63373000.0,150297000.0,1833402000.0,2307779000.0,4141181000.0,4141181000.0,2023-03-31,,
0.0,0.196391,1450051000.0,,,1123029000.0,130581000.0,2267164000.0,1450051000.0,1450051000.0,39561000.0,36379000.0,45866000.0,1123029000.0,1123029000.0,2796723000.0,1278190000.0,590268500.0,590268500.0,1.9,1.9,1123029000.0,1123029000.0,1123029000.0,-13011000.0,1136040000.0,1136040000.0,277632000.0,1413672000.0,95921000.0,,,,95921000.0,,39561000.0,-30074000.0,36379000.0,45866000.0,1278190000.0,529559000.0,823000.0,,,,,,,,528736000.0,,,,,1807749000.0,2267164000.0,4074913000.0,4074913000.0,2023-06-30,,
0.0,0.33721,980313000.0,,,537311000.0,136129000.0,1973381000.0,980313000.0,844184000.0,67486000.0,19179000.0,56100000.0,537311000.0,537311000.0,2369935000.0,867901000.0,590268500.0,590268500.0,0.92,0.92,537311000.0,537311000.0,537311000.0,-9494000.0,546805000.0,546805000.0,278200000.0,825005000.0,-110382000.0,,,,-110382000.0,,67486000.0,-30565000.0,19179000.0,56100000.0,867901000.0,396554000.0,-36128000.0,,,,,,,,432682000.0,,,,,1264455000.0,1973381000.0,3237836000.0,3237836000.0,2023-09-30,,
35993280.0,0.24,995067000.0,149972000.0,149972000.0,1129098000.0,156347000.0,1991533000.0,1145039000.0,988692000.0,-55983000.0,19759000.0,58565000.0,1015119280.0,1129098000.0,2597845000.0,818963000.0,,,,,1129098000.0,1129098000.0,1129098000.0,-16683000.0,1145781000.0,1145781000.0,-176848000.0,968933000.0,207831000.0,1000000.0,0.0,,56859000.0,149972000.0,-55983000.0,94789000.0,19759000.0,58565000.0,817085000.0,477254000.0,5680000.0,33419000.0,200000.0,27289000.0,27289000.0,16343000.0,16343000.0,10946000.0,410666000.0,153730000.0,256936000.0,76765000.0,180171000.0,1294339000.0,2120591000.0,3414930000.0,3414930000.0,2023-12-31,0.0,0.0
