ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_non_current_liabilities,duefrom_related_parties_current
207679798.0,207679798.0,27943000.0,958881000.0,4953791000.0,922706000.0,958881000.0,27943000.0,4953791000.0,4953791000.0,5546316000.0,592525000.0,4953791000.0,-10113000.0,-10113000.0,386632000.0,4577270000.0,2000.0,2000.0,0.0,713815000.0,200078000.0,150884000.0,21251000.0,21251000.0,27943000.0,27943000.0,513737000.0,22827000.0,22827000.0,490910000.0,490910000.0,,1414000.0,425724000.0,63772000.0,6260131000.0,4823688000.0,76984000.0,689442000.0,689442000.0,6000.0,6000.0,3994910000.0,1214651000.0,2780259000.0,62346000.0,,62346000.0,24933000.0,37413000.0,1436443000.0,1000000.0,23906000.0,154308000.0,,154308000.0,-129000.0,154437000.0,1257229000.0,1257229000.0,2022-12-31,,
208361310.0,208361310.0,25806000.0,1038140000.0,5002895000.0,929032000.0,1038140000.0,25806000.0,5002895000.0,5002895000.0,5600865000.0,597970000.0,5002895000.0,-7765000.0,-7765000.0,433049000.0,4577609000.0,2000.0,2000.0,0.0,639201000.0,111045000.0,65035000.0,20204000.0,20204000.0,25806000.0,25806000.0,528156000.0,30577000.0,30577000.0,497579000.0,497579000.0,9933000.0,,420070000.0,67576000.0,6240066000.0,4782878000.0,79177000.0,679458000.0,679458000.0,,,3964755000.0,1184496000.0,2780259000.0,59488000.0,,59488000.0,22603000.0,36885000.0,1457188000.0,1000000.0,34190000.0,189323000.0,3863000.0,185460000.0,-152000.0,185612000.0,1232675000.0,1232675000.0,2023-03-31,,
211601209.0,211601209.0,23287000.0,1247215000.0,5182460000.0,1066522000.0,1247215000.0,23287000.0,5182460000.0,5182460000.0,5717368000.0,534908000.0,5182460000.0,-6818000.0,-6818000.0,495481000.0,4693795000.0,2000.0,2000.0,0.0,773133000.0,127078000.0,84878000.0,18913000.0,18913000.0,23287000.0,23287000.0,646055000.0,27412000.0,27412000.0,618643000.0,618643000.0,,1744000.0,447976000.0,168923000.0,6490501000.0,4777924000.0,73041000.0,708947000.0,708947000.0,4441000.0,4441000.0,3935245000.0,1154986000.0,2780259000.0,56250000.0,,56250000.0,20427000.0,35823000.0,1712577000.0,1500000.0,23942000.0,291234000.0,,291234000.0,-177000.0,291411000.0,1395901000.0,1395901000.0,2023-06-30,,
211644675.0,211644675.0,22040000.0,1283868000.0,5265814000.0,1161307000.0,1283868000.0,22040000.0,5265814000.0,5265814000.0,5811741000.0,545927000.0,5265814000.0,-10836000.0,-10836000.0,570149000.0,4706499000.0,2000.0,2000.0,0.0,692812000.0,161271000.0,121227000.0,18004000.0,18004000.0,22040000.0,22040000.0,531541000.0,31404000.0,31404000.0,500137000.0,500137000.0,,527000.0,447976000.0,51634000.0,6504553000.0,4811705000.0,77866000.0,693171000.0,693171000.0,3165000.0,3165000.0,3981946000.0,1166629000.0,2815317000.0,55557000.0,-894000000.0,949557000.0,19406000.0,930151000.0,1692848000.0,1000000.0,26433000.0,172005000.0,,172005000.0,-187000.0,172192000.0,1493410000.0,1493410000.0,2023-09-30,,
212023979.0,212023979.0,27463000.0,1422102000.0,5373755000.0,1400090000.0,1422102000.0,27463000.0,5373755000.0,5373755000.0,5931406000.0,557651000.0,5373755000.0,-5389000.0,-5389000.0,640384000.0,4738758000.0,2000.0,2000.0,0.0,1128132000.0,234171000.0,164329000.0,20767000.0,20767000.0,27463000.0,27463000.0,893961000.0,25746000.0,25746000.0,868215000.0,868215000.0,,1327000.0,457523000.0,409365000.0,7059538000.0,4765487000.0,70819000.0,684250000.0,684250000.0,192000.0,192000.0,3951653000.0,1136129000.0,2815524000.0,58765000.0,,58765000.0,25206000.0,33559000.0,2294051000.0,1000000.0,36806000.0,549777000.0,,549585000.0,-284000.0,549869000.0,1706468000.0,1706468000.0,2023-12-31,21612000.0,192000.0
213098420.0,213098420.0,24703000.0,1463276000.0,5508793000.0,1337993000.0,1463276000.0,24703000.0,5508793000.0,5508793000.0,6076027000.0,567234000.0,5508793000.0,-7524000.0,-7524000.0,745240000.0,4771075000.0,2000.0,2000.0,0.0,1319922000.0,126181000.0,81765000.0,19713000.0,19713000.0,24703000.0,24703000.0,1193741000.0,27488000.0,27488000.0,1166253000.0,1166253000.0,334000.0,,431980000.0,733939000.0,7395949000.0,4864215000.0,69935000.0,693240000.0,693240000.0,,,4045517000.0,1187804000.0,2857713000.0,55523000.0,-100700000.0,156223000.0,22113000.0,134110000.0,2531734000.0,1000000.0,114601000.0,871252000.0,,868712000.0,-287000.0,868999000.0,1544881000.0,1544881000.0,2024-03-31,,2540000.0
