tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1054545.454545,0.263636,605000000.0,4000000.0,4000000.0,243000000.0,162000000.0,2018000000.0,609000000.0,447000000.0,-117000000.0,117000000.0,240054545.454545,243000000.0,2256000000.0,443000000.0,,,,,214000000.0,214000000.0,29000000.0,243000000.0,243000000.0,243000000.0,87000000.0,330000000.0,4000000.0,0.0,0.0,0.0,0.0,4000000.0,-117000000.0,117000000.0,443000000.0,238000000.0,112000000.0,126000000.0,126000000.0,126000000.0,681000000.0,2018000000.0,2699000000.0,2699000000.0,2022-12-31
1115789.473684,0.223158,741000000.0,5000000.0,5000000.0,369000000.0,155000000.0,1707000000.0,746000000.0,591000000.0,-116000000.0,116000000.0,365115789.473684,369000000.0,1793000000.0,586000000.0,551000000.0,550000000.0,0.61,0.61,369000000.0,369000000.0,,369000000.0,369000000.0,369000000.0,106000000.0,475000000.0,5000000.0,,,,,5000000.0,-116000000.0,116000000.0,586000000.0,86000000.0,-6000000.0,92000000.0,92000000.0,92000000.0,672000000.0,1707000000.0,2379000000.0,2297000000.0,2023-03-31
1851203.501094,0.205689,732000000.0,9000000.0,9000000.0,363000000.0,166000000.0,1411000000.0,741000000.0,575000000.0,-118000000.0,118000000.0,355851203.501094,363000000.0,1504000000.0,566000000.0,551000000.0,550000000.0,0.6,0.6,328000000.0,328000000.0,35000000.0,363000000.0,363000000.0,363000000.0,94000000.0,457000000.0,9000000.0,,,,,9000000.0,-118000000.0,118000000.0,566000000.0,93000000.0,9000000.0,84000000.0,84000000.0,84000000.0,659000000.0,1411000000.0,2070000000.0,2070000000.0,2023-06-30
-2389140.271493,0.217195,736000000.0,-11000000.0,-11000000.0,346000000.0,164000000.0,1633000000.0,725000000.0,561000000.0,-119000000.0,119000000.0,354610859.728507,346000000.0,1720000000.0,572000000.0,550000000.0,549000000.0,0.57,0.58,316000000.0,316000000.0,30000000.0,346000000.0,346000000.0,346000000.0,96000000.0,442000000.0,-11000000.0,0.0,,0.0,,-11000000.0,-119000000.0,119000000.0,572000000.0,87000000.0,-17000000.0,104000000.0,104000000.0,104000000.0,659000000.0,1633000000.0,2292000000.0,2292000000.0,2023-09-30
33305521.472393,0.143558,878000000.0,232000000.0,232000000.0,698000000.0,178000000.0,1616000000.0,1110000000.0,932000000.0,-117000000.0,117000000.0,499305521.472393,698000000.0,1766000000.0,931000000.0,,,,,666000000.0,666000000.0,32000000.0,698000000.0,698000000.0,698000000.0,117000000.0,815000000.0,232000000.0,231000000.0,,0.0,,1000000.0,-117000000.0,117000000.0,700000000.0,150000000.0,8000000.0,142000000.0,142000000.0,142000000.0,850000000.0,1616000000.0,2466000000.0,2466000000.0,2023-12-31
