ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,current_provisions,payables_and_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,machinery_furniture_equipment,land_and_improvements,current_assets,restricted_cash,inventory,other_inventories,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number,other_current_borrowings,investmentin_financial_assets,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost
432518470.0,432518470.0,92326000.0,997000000.0,5788937000.0,6833054000.0,2760795000.0,5788937000.0,5836054000.0,6833054000.0,5836065000.0,11000.0,5836054000.0,34652000.0,2696379000.0,224687000.0,2880336000.0,2880336000.0,2796728000.0,2235887000.0,216162000.0,997000000.0,997000000.0,1022725000.0,560841000.0,131324000.0,,,48305000.0,381212000.0,381212000.0,65182000.0,59570000.0,6498000.0,249962000.0,8632793000.0,5311157000.0,984071000.0,984071000.0,595507000.0,210972000.0,210972000.0,47117000.0,47117000.0,3473490000.0,-5952313000.0,9425803000.0,5959000.0,234590000.0,2899882000.0,5197138000.0,3321636000.0,239000000.0,822608000.0,425000.0,664273000.0,157910000.0,217180000.0,42580000.0,6912000.0,167688000.0,2042848000.0,1138174000.0,904674000.0,,,2022-12-31,,,,,
433032187.0,433032187.0,,997194000.0,5910246000.0,6953642000.0,2949636000.0,5910246000.0,5956448000.0,6953642000.0,5956454000.0,6000.0,5956448000.0,32021000.0,2815351000.0,216940000.0,2892136000.0,2892136000.0,2647557000.0,2210254000.0,209165000.0,997194000.0,997194000.0,1003895000.0,437303000.0,153506000.0,,,48412000.0,235385000.0,235385000.0,,,15348000.0,220037000.0,8604011000.0,5217072000.0,962475000.0,962475000.0,523927000.0,271527000.0,271527000.0,46202000.0,,3412941000.0,,,,,,,3386939000.0,241918000.0,652530000.0,424000.0,483302000.0,168804000.0,260623000.0,108483000.0,3089000.0,149051000.0,2231868000.0,826903000.0,1404965000.0,,,2023-03-31,,,,,
433308237.0,433308237.0,,997388000.0,5929107000.0,6971607000.0,2606234000.0,5929107000.0,5974219000.0,6471993000.0,5974225000.0,6000.0,5974219000.0,30751000.0,2829044000.0,216884000.0,2897540000.0,2897540000.0,2688546000.0,1701166000.0,199965000.0,497774000.0,497774000.0,1003427000.0,987380000.0,165470000.0,499614000.0,499614000.0,43044000.0,279252000.0,279252000.0,,,14190000.0,265062000.0,8662771000.0,5069157000.0,944375000.0,944375000.0,545997000.0,162752000.0,162752000.0,45112000.0,,3370921000.0,,,,,,,3593614000.0,244983000.0,817725000.0,418000.0,632979000.0,184328000.0,302485000.0,23098000.0,3759000.0,275628000.0,2228421000.0,19444000.0,2208977000.0,1560242000.0,648735000.0,2023-06-30,,,,,
433865437.0,433865437.0,997582000.0,997582000.0,6066483000.0,7108462000.0,2722608000.0,6066483000.0,6110880000.0,6608745000.0,6110897000.0,17000.0,6110880000.0,9472000.0,2977123000.0,215874000.0,2908411000.0,2908411000.0,2609313000.0,1652943000.0,249015000.0,497865000.0,497865000.0,906063000.0,956370000.0,130745000.0,499717000.0,499717000.0,46376000.0,279532000.0,279532000.0,,,17727000.0,261805000.0,8720210000.0,5041232000.0,909429000.0,909429000.0,570244000.0,194785000.0,194785000.0,44397000.0,,3322377000.0,,,,,,,3678978000.0,248372000.0,709135000.0,425000.0,508253000.0,200457000.0,302128000.0,1685000.0,2760000.0,297683000.0,2419343000.0,0.0,2419343000.0,,,2023-09-30,,,,,
434175752.0,434175752.0,1217365000.0,1784174000.0,6050728000.0,7878479000.0,652786000.0,6050728000.0,6094305000.0,7378658000.0,6094309000.0,4000.0,6094305000.0,-15282000.0,2979743000.0,215679000.0,2914165000.0,2914165000.0,3839748000.0,2650644000.0,343420000.0,1284353000.0,1284353000.0,1022871000.0,1189104000.0,48544000.0,499821000.0,499821000.0,39113000.0,601626000.0,601626000.0,108856000.0,79792000.0,24076000.0,388902000.0,9934057000.0,8092167000.0,892860000.0,892860000.0,,3786958000.0,3173185000.0,43577000.0,43577000.0,3368772000.0,-6149397000.0,9518169000.0,8326000.0,237280000.0,2990797000.0,5213324000.0,1841890000.0,,841613000.0,433000.0,691828000.0,149352000.0,433468000.0,11930000.0,7746000.0,413792000.0,566809000.0,0.0,566809000.0,,,2023-12-31,0.0,499821000.0,613773000.0,2899379000.0,273806000.0
