free_cash_flow,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,dividend_received_cfo,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
43313000.0,-812000.0,944010000.0,-34144000.0,1143674000.0,942108000.0,3712000.0,197854000.0,881876000.0,881876000.0,,-19054000.0,-51895000.0,944010000.0,944010000.0,-812000.0,-812000.0,-812000.0,-761479000.0,-761479000.0,0.0,-727377000.0,-727377000.0,-12000.0,-12000.0,-34090000.0,54000.0,-34144000.0,77457000.0,77457000.0,-1286000.0,22057000.0,12755000.0,-7409000.0,102927000.0,-135037000.0,24701000.0,24701000.0,82085000.0,893000.0,-4510000.0,-4510000.0,28004000.0,28004000.0,-39709000.0,-15775000.0,-18963000.0,-6145000.0,-15423000.0,2022-12-31
188247000.0,-585000.0,9612000.0,-26909000.0,1646883000.0,1143674000.0,-1231000.0,504440000.0,8241000.0,8241000.0,4000.0,-790000.0,0.0,9612000.0,9612000.0,-585000.0,-585000.0,-585000.0,281043000.0,281043000.0,,307952000.0,,,,-26909000.0,0.0,-26909000.0,215156000.0,215156000.0,-7460000.0,27444000.0,,56772000.0,-168043000.0,189778000.0,35037000.0,35037000.0,-33458000.0,849000.0,35904000.0,35904000.0,76373000.0,76373000.0,-60232000.0,-56536000.0,-6282000.0,2586000.0,118964000.0,2023-03-31
46928000.0,-319000.0,4437000.0,-39986000.0,2453960000.0,1646883000.0,-35225000.0,842302000.0,-14890000.0,-14890000.0,,-19008000.0,0.0,4437000.0,4437000.0,-319000.0,-319000.0,-319000.0,770278000.0,770278000.0,1000000.0,809228000.0,,0.0,0.0,-39950000.0,36000.0,-39986000.0,86914000.0,86915000.0,79065000.0,33322000.0,113642000.0,-201181000.0,50473000.0,-145209000.0,-106445000.0,-106445000.0,-19276000.0,912000.0,23358000.0,23358000.0,41852000.0,41852000.0,1527000.0,-7726000.0,-34601000.0,43578000.0,13693000.0,2023-06-30
141645000.0,-721000.0,8912000.0,-43142000.0,2667715000.0,2453960000.0,45877000.0,167878000.0,6726000.0,6726000.0,,-1465000.0,0.0,8912000.0,8912000.0,-721000.0,-721000.0,-721000.0,-23635000.0,-23635000.0,,19507000.0,,0.0,0.0,-43142000.0,0.0,-43142000.0,184787000.0,184787000.0,-1155000.0,33986000.0,0.0,23450000.0,-15864000.0,84700000.0,-45386000.0,-45386000.0,-70999000.0,949000.0,40563000.0,40563000.0,55987000.0,55987000.0,-46061000.0,-35466000.0,43007000.0,-53694000.0,148067000.0,2023-09-30
157685000.0,-805000.0,4576000.0,-43594000.0,566809000.0,2667715000.0,21618000.0,-2122524000.0,748735000.0,748735000.0,,-19535000.0,-52079000.0,4576000.0,4576000.0,815777000.0,815777000.0,-805000.0,-3072538000.0,-3072538000.0,0.0,0.0,,-3028977000.0,-3028977000.0,-43561000.0,33000.0,-43594000.0,201279000.0,201279000.0,-78000.0,19045000.0,0.0,94391000.0,302478000.0,-82465000.0,-125622000.0,-125622000.0,59082000.0,982000.0,26512000.0,26512000.0,46112000.0,46112000.0,-124860000.0,-54734000.0,-63782000.0,-8164000.0,80093000.0,2023-12-31
