tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.11,488397000.0,271860000.0,146020000.0,923265000.0,488397000.0,342377000.0,-36760000.0,36760000.0,271860000.0,271860000.0,1162823000.0,321186000.0,141937000.0,141820000.0,1.91,1.92,271693000.0,0.0,271693000.0,167000.0,271860000.0,271860000.0,271860000.0,33757000.0,305617000.0,21191000.0,21191000.0,-36760000.0,36760000.0,321186000.0,239558000.0,93538000.0,146020000.0,146020000.0,560744000.0,923265000.0,1484009000.0,1484009000.0,2022-12-31
0.0,0.112,588361000.0,357671000.0,148317000.0,860927000.0,588361000.0,440044000.0,-37370000.0,37370000.0,357671000.0,357671000.0,1118335000.0,422638000.0,143987000.0,143941000.0,2.48,2.48,357459000.0,0.0,357459000.0,212000.0,357671000.0,357671000.0,357671000.0,45003000.0,402674000.0,17406000.0,17406000.0,-37370000.0,37370000.0,422638000.0,257408000.0,109091000.0,148317000.0,148317000.0,680046000.0,860927000.0,1540973000.0,1540973000.0,2023-03-31
0.0,0.106,336149000.0,137807000.0,150726000.0,239599000.0,336149000.0,185423000.0,-31334000.0,31334000.0,137807000.0,137807000.0,493480000.0,169253000.0,146067000.0,146051000.0,0.94,0.94,137724000.0,0.0,137724000.0,83000.0,137807000.0,137807000.0,137807000.0,16282000.0,154089000.0,16170000.0,16170000.0,-31334000.0,31334000.0,169253000.0,253881000.0,103155000.0,150726000.0,150726000.0,423134000.0,239599000.0,662733000.0,662733000.0,2023-06-30
0.0,0.136506,328342000.0,118524000.0,159264000.0,193288000.0,328342000.0,169078000.0,-24610000.0,31817000.0,118524000.0,118524000.0,433572000.0,154070000.0,148672000.0,148671000.0,0.8,0.8,118464000.0,0.0,118464000.0,60000.0,118524000.0,118524000.0,118524000.0,18737000.0,137261000.0,7801000.0,-57624000.0,-24610000.0,31817000.0,154070000.0,240284000.0,81020000.0,159264000.0,159264000.0,394354000.0,193288000.0,587642000.0,587642000.0,2023-09-30
0.0,0.147,581599000.0,311292000.0,164608000.0,505214000.0,581599000.0,416991000.0,-51875000.0,51875000.0,311292000.0,311292000.0,759362000.0,399105000.0,149796000.0,149796000.0,2.08,2.08,311106000.0,0.0,311106000.0,186000.0,311292000.0,311292000.0,311292000.0,53824000.0,365116000.0,17886000.0,17886000.0,-51875000.0,51875000.0,399105000.0,254148000.0,89540000.0,164608000.0,164608000.0,653253000.0,505214000.0,1158467000.0,1158467000.0,2023-12-31
