free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-606760000.0,-184967000.0,797258000.0,223779000.0,-795660000.0,171597000.0,51554000.0,120043000.0,723654000.0,723654000.0,-7864000.0,-104552000.0,-104552000.0,223779000.0,223779000.0,612291000.0,-184967000.0,-184967000.0,797258000.0,,797258000.0,-792511000.0,-792511000.0,5621000.0,-2472000.0,-795660000.0,188900000.0,188900000.0,-241383000.0,-241383000.0,,-17508000.0,29693000.0,29693000.0,146020000.0,146020000.0,218000.0,218000.0,271860000.0,2022-12-31
2084127000.0,-4035033000.0,2020000000.0,143814000.0,-619689000.0,95175000.0,171597000.0,-76422000.0,-2162359000.0,-2162359000.0,0.0,-106173000.0,-106173000.0,143814000.0,143814000.0,-2200000000.0,0.0,,-2200000000.0,,2020000000.0,-617879000.0,-617879000.0,3898000.0,-2088000.0,-619689000.0,2703816000.0,2703816000.0,2180149000.0,158260000.0,,-9988000.0,29367000.0,29367000.0,148317000.0,148317000.0,-1700000.0,-1700000.0,357671000.0,2023-03-31
-339345000.0,-184967000.0,95000000.0,315697000.0,-668137000.0,58113000.0,95175000.0,-37062000.0,301075000.0,301075000.0,-1273000.0,-108349000.0,-108349000.0,315697000.0,315697000.0,95000000.0,0.0,,95000000.0,0.0,95000000.0,-666929000.0,-666929000.0,3950000.0,-2742000.0,-668137000.0,328792000.0,328792000.0,34839000.0,34839000.0,0.0,-10864000.0,16347000.0,16347000.0,150726000.0,150726000.0,-63000.0,-63000.0,137807000.0,2023-06-30
-484252000.0,184967000.0,0.0,123659000.0,-722487000.0,19248000.0,58113000.0,-38865000.0,440861000.0,440861000.0,171145000.0,-111271000.0,-111271000.0,123659000.0,123659000.0,241933000.0,241933000.0,,0.0,0.0,0.0,-717961000.0,-717961000.0,5539000.0,-1013000.0,-722487000.0,238235000.0,238235000.0,-61473000.0,-82514000.0,-36041000.0,-22611000.0,32808000.0,32808000.0,159264000.0,159264000.0,,,118524000.0,2023-09-30
-524370000.0,-241933000.0,898275000.0,257768000.0,-769650000.0,285445000.0,19248000.0,266197000.0,785292000.0,785292000.0,-8920000.0,-119898000.0,-119898000.0,257768000.0,257768000.0,656342000.0,-241933000.0,-241933000.0,898275000.0,,898275000.0,-764375000.0,-764375000.0,5353000.0,-78000.0,-769650000.0,245280000.0,245280000.0,-263478000.0,-263478000.0,,-16839000.0,44108000.0,44108000.0,164608000.0,164608000.0,5589000.0,5589000.0,311292000.0,2023-12-31
