ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,financial_assets,investments_and_advances,investmentin_financial_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,hedging_assets_current,current_deferred_assets,restricted_cash,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_assets
143155761.0,143155761.0,8581682000.0,8753279000.0,9105017000.0,18589553000.0,95869000.0,9105017000.0,,9836274000.0,16388069000.0,9836274000.0,9836274000.0,391330000.0,391330000.0,3378465000.0,6065763000.0,716000.0,716000.0,13529887000.0,9997993000.0,530177000.0,,,,2421395000.0,,2421395000.0,6551795000.0,,6551795000.0,,3531894000.0,755687000.0,,,2201484000.0,,2201484000.0,,,574723000.0,,,,,,,23366161000.0,19738398000.0,1035473000.0,,,,,731257000.0,,731257000.0,17971668000.0,-3015645000.0,20987313000.0,,,3627763000.0,2306072000.0,,,,,323678000.0,826416000.0,,,,826416000.0,-47613000.0,874029000.0,171597000.0,171597000.0,2022-12-31,
144484650.0,144484650.0,6459434000.0,6554609000.0,9473948000.0,16759814000.0,-39891000.0,9473948000.0,,10205205000.0,16758302000.0,10205205000.0,10205205000.0,360997000.0,360997000.0,3629963000.0,6213523000.0,722000.0,722000.0,11106656000.0,9993659000.0,508030000.0,,,,2450809000.0,,2450809000.0,6553097000.0,,6553097000.0,,1112997000.0,746512000.0,,,1512000.0,,1512000.0,,,364973000.0,,,,,,,21311861000.0,20238755000.0,1061612000.0,,,,,731257000.0,,731257000.0,18445886000.0,-3136441000.0,21582327000.0,,,1073106000.0,270723000.0,,,,,183467000.0,523741000.0,,,,523741000.0,-52751000.0,576492000.0,95175000.0,95175000.0,2023-03-31,
147304538.0,147304538.0,6593921000.0,6650158000.0,9777524000.0,17252539000.0,-145395000.0,9777524000.0,,10602381000.0,17245026000.0,10602381000.0,10602381000.0,404403000.0,404403000.0,3659421000.0,6537820000.0,737000.0,737000.0,11169148000.0,10134827000.0,521389000.0,,,,2482797000.0,,2482797000.0,6642645000.0,,6642645000.0,,1034321000.0,698918000.0,,,7513000.0,,7513000.0,,,327890000.0,,,,,,,21771529000.0,20882603000.0,1039405000.0,,,,,824857000.0,93600000.0,731257000.0,19018341000.0,-3206019000.0,22224360000.0,,,888926000.0,288945000.0,,,1876000.0,,211041000.0,330827000.0,,,,330827000.0,-48901000.0,379728000.0,56237000.0,56237000.0,2023-06-30,
148492783.0,148492783.0,6743327000.0,7037828000.0,10046605000.0,17628795000.0,-466824000.0,10046605000.0,279097000.0,10870064000.0,17375372000.0,10870064000.0,10870064000.0,518528000.0,518528000.0,3666674000.0,6684120000.0,742000.0,742000.0,11646904000.0,10294312000.0,81718000.0,85902000.0,66523000.0,66523000.0,2567344000.0,9158000.0,2558186000.0,6748585000.0,243277000.0,6505308000.0,5174000.0,1352592000.0,305083000.0,88359000.0,65266000.0,289243000.0,35820000.0,253423000.0,253423000.0,9375000.0,660532000.0,203195000.0,78939000.0,457337000.0,43688000.0,195468000.0,218181000.0,22516968000.0,21631200000.0,23306000.0,92648000.0,381593000.0,104602000.0,104602000.0,823459000.0,92202000.0,731257000.0,19829949000.0,-3291791000.0,23121740000.0,939927000.0,223366000.0,885768000.0,33424000.0,4071000.0,148297000.0,3844000.0,58029000.0,280127000.0,342572000.0,-40840000.0,64775000.0,13918000.0,198976000.0,,,15404000.0,15404000.0,2023-09-30,
150834397.0,150834397.0,7262441000.0,7540756000.0,10451916000.0,18813965000.0,509236000.0,10451916000.0,,11273209000.0,18802482000.0,11273209000.0,11273209000.0,468592000.0,468592000.0,3858068000.0,6945795000.0,754000.0,754000.0,12411034000.0,11240553000.0,601743000.0,,,,2611402000.0,,2611402000.0,7529273000.0,,7529273000.0,,1170481000.0,742304000.0,,,11483000.0,,11483000.0,11483000.0,,416694000.0,,,416694000.0,,,416694000.0,23684243000.0,22004526000.0,863752000.0,,,,,821293000.0,90036000.0,731257000.0,20319481000.0,-3364456000.0,23683937000.0,,,1679717000.0,526927000.0,,,7130000.0,,220944000.0,646401000.0,,,,646401000.0,-35406000.0,681807000.0,278315000.0,278315000.0,2023-12-31,863752000.0
