tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-328440000.0,0.21,3423000000.0,-1564000000.0,-1564000000.0,518000000.0,1080000000.0,13420000000.0,1859000000.0,779000000.0,-273000000.0,273000000.0,1753560000.0,518000000.0,25617000000.0,815000000.0,1385000000.0,1377000000.0,0.37,0.37618,518000000.0,,518000000.0,518000000.0,-17000000.0,535000000.0,535000000.0,-29000000.0,506000000.0,-1600000000.0,-36000000.0,-1564000000.0,1564000000.0,0.0,-273000000.0,273000000.0,2379000000.0,12197000000.0,12197000000.0,14576000000.0,13420000000.0,27996000000.0,27996000000.0,2022-12-31
0.0,0.219,3396000000.0,0.0,0.0,1932000000.0,706000000.0,7988000000.0,3396000000.0,2690000000.0,-200000000.0,200000000.0,1932000000.0,1932000000.0,15217000000.0,2629000000.0,1384000000.0,1378000000.0,1.4,1.4,1932000000.0,0.0,1932000000.0,1932000000.0,-12000000.0,1944000000.0,1944000000.0,546000000.0,2490000000.0,61000000.0,61000000.0,0.0,0.0,0.0,-200000000.0,200000000.0,2629000000.0,7229000000.0,7229000000.0,9858000000.0,7988000000.0,17846000000.0,17846000000.0,2023-03-31
0.0,0.213,4529000000.0,0.0,0.0,2748000000.0,810000000.0,10121000000.0,4529000000.0,3719000000.0,-201000000.0,201000000.0,2748000000.0,2748000000.0,18663000000.0,3659000000.0,1384000000.0,1378000000.0,1.99,1.99,2748000000.0,0.0,2748000000.0,2748000000.0,-23000000.0,2771000000.0,2771000000.0,747000000.0,3518000000.0,60000000.0,60000000.0,0.0,0.0,0.0,-201000000.0,201000000.0,3659000000.0,8542000000.0,8542000000.0,12201000000.0,10121000000.0,22322000000.0,22322000000.0,2023-06-30
-1176000.0,0.196,4924000000.0,-6000000.0,-6000000.0,3092000000.0,841000000.0,10675000000.0,4918000000.0,4077000000.0,-201000000.0,201000000.0,3096824000.0,3092000000.0,19432000000.0,4015000000.0,1383000000.0,1375000000.0,2.24,2.248727,3092000000.0,0.0,3092000000.0,3092000000.0,-24000000.0,3116000000.0,3116000000.0,760000000.0,3876000000.0,56000000.0,62000000.0,-6000000.0,6000000.0,0.0,-201000000.0,201000000.0,4021000000.0,8757000000.0,8757000000.0,12778000000.0,10675000000.0,23453000000.0,23453000000.0,2023-09-30
-125563600.782779,0.136334,3832000000.0,-921000000.0,-921000000.0,1302000000.0,1161000000.0,13097000000.0,2911000000.0,1750000000.0,-217000000.0,217000000.0,2097436399.217221,1302000000.0,25246000000.0,1683000000.0,1381000000.0,1374000000.0,0.94,0.947598,1302000000.0,,1302000000.0,1302000000.0,-22000000.0,1324000000.0,1324000000.0,209000000.0,1533000000.0,-854000000.0,67000000.0,-921000000.0,921000000.0,0.0,-217000000.0,217000000.0,2604000000.0,12149000000.0,12149000000.0,14753000000.0,13097000000.0,27850000000.0,27850000000.0,2023-12-31
0.0,0.202,3543000000.0,,,2042000000.0,768000000.0,8248000000.0,3543000000.0,2775000000.0,-202000000.0,202000000.0,2042000000.0,2042000000.0,15533000000.0,2717000000.0,1380000000.0,1375000000.0,1.48,1.49,2042000000.0,0.0,2042000000.0,2042000000.0,-11000000.0,2053000000.0,2053000000.0,520000000.0,2573000000.0,58000000.0,58000000.0,,,,-202000000.0,202000000.0,2717000000.0,7285000000.0,7285000000.0,10002000000.0,8248000000.0,18250000000.0,18250000000.0,2024-03-31
