tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.158,39542000000.0,29998000000.0,2916000000.0,66822000000.0,39542000000.0,36626000000.0,-135000000.0,1003000000.0,868000000.0,29998000000.0,29998000000.0,81138000000.0,36016000000.0,15955718000.0,15892723000.0,1.88,1.89,29998000000.0,29998000000.0,29998000000.0,29998000000.0,29998000000.0,5625000000.0,35623000000.0,-258000000.0,-258000000.0,-135000000.0,1003000000.0,868000000.0,36016000000.0,14316000000.0,7709000000.0,6607000000.0,50332000000.0,66822000000.0,117154000000.0,117154000000.0,2022-12-31
0.0,0.149,32210000000.0,24160000000.0,2898000000.0,52860000000.0,32210000000.0,29312000000.0,-12000000.0,930000000.0,918000000.0,24160000000.0,24160000000.0,66518000000.0,28318000000.0,15847050000.0,15787154000.0,1.52,1.53,24160000000.0,24160000000.0,24160000000.0,24160000000.0,24160000000.0,4222000000.0,28382000000.0,76000000.0,76000000.0,-12000000.0,930000000.0,918000000.0,28318000000.0,13658000000.0,7457000000.0,6201000000.0,41976000000.0,52860000000.0,94836000000.0,94836000000.0,2023-03-31
0.0,0.125,26783000000.0,19881000000.0,3052000000.0,45384000000.0,26783000000.0,23731000000.0,-18000000.0,998000000.0,980000000.0,19881000000.0,19881000000.0,58799000000.0,22998000000.0,15775021000.0,15697614000.0,1.26,1.27,19881000000.0,19881000000.0,19881000000.0,19881000000.0,19881000000.0,2852000000.0,22733000000.0,-247000000.0,-247000000.0,-18000000.0,998000000.0,980000000.0,22998000000.0,13415000000.0,7442000000.0,5973000000.0,36413000000.0,45384000000.0,81797000000.0,81797000000.0,2023-06-30
0.0,0.149715,30653000000.0,22956000000.0,2653000000.0,49071000000.0,30653000000.0,28000000000.0,-18000000.0,1002000000.0,984000000.0,22956000000.0,22956000000.0,62529000000.0,26969000000.0,15672400000.0,15599434000.0,1.46,1.47,22956000000.0,22956000000.0,22956000000.0,22956000000.0,22956000000.0,4042000000.0,26998000000.0,47000000.0,47000000.0,-18000000.0,1002000000.0,984000000.0,26969000000.0,13458000000.0,7307000000.0,6151000000.0,40427000000.0,49071000000.0,89498000000.0,89498000000.0,2023-09-30
0.0,0.159,43221000000.0,33916000000.0,2848000000.0,64720000000.0,43221000000.0,40373000000.0,,,,33916000000.0,33916000000.0,79202000000.0,40373000000.0,15576641000.0,15509763000.0,2.18,2.19,33916000000.0,33916000000.0,33916000000.0,33916000000.0,33916000000.0,6407000000.0,40323000000.0,-50000000.0,-50000000.0,,,,40373000000.0,14482000000.0,7696000000.0,6786000000.0,54855000000.0,64720000000.0,119575000000.0,119575000000.0,2023-12-31
