free_cash_flow,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_prepaid_assets,stock_based_compensation,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
-59285000.0,107856000.0,-3264000.0,0.0,141857000.0,198023000.0,-56166000.0,108440000.0,108440000.0,,107809000.0,107856000.0,-108585000.0,-108585000.0,-148047000.0,50820000.0,-198867000.0,-3264000.0,-3264000.0,-56021000.0,-56021000.0,170000.0,0.0,2485000.0,-2315000.0,9693000.0,59000.0,-998000.0,3383000.0,3383000.0,3383000.0,-66723000.0,2022-12-31
-60582000.0,18336000.0,-3022000.0,,65919000.0,141857000.0,-75938000.0,18343000.0,18343000.0,7000.0,18336000.0,18336000.0,-36721000.0,-36721000.0,-33699000.0,62335000.0,-96034000.0,-3022000.0,-3022000.0,-57560000.0,-57560000.0,-7470000.0,-586000.0,-7750000.0,866000.0,8915000.0,0.0,-2343000.0,1673000.0,1673000.0,1673000.0,-58335000.0,2023-03-31
-55017000.0,182000.0,-4148000.0,,46438000.0,65919000.0,-19481000.0,182000.0,182000.0,0.0,182000.0,182000.0,31206000.0,31206000.0,35354000.0,108250000.0,-72896000.0,-4148000.0,-4148000.0,-50869000.0,-50869000.0,5344000.0,239000.0,3273000.0,1832000.0,10245000.0,0.0,-2488000.0,1731000.0,1731000.0,1731000.0,-65701000.0,2023-06-30
-61803000.0,189485000.0,-4655000.0,,227029000.0,46438000.0,180591000.0,189485000.0,189485000.0,0.0,189485000.0,189485000.0,48254000.0,48254000.0,52909000.0,66397000.0,-13488000.0,-4655000.0,-4655000.0,-57148000.0,-57148000.0,-5944000.0,-150000.0,-1134000.0,-4660000.0,10316000.0,865000.0,-2245000.0,1759000.0,1759000.0,1759000.0,-61899000.0,2023-09-30
-33986000.0,391000.0,-4647000.0,,57276000.0,227029000.0,-169753000.0,391000.0,391000.0,0.0,391000.0,391000.0,-140805000.0,-140805000.0,-136158000.0,72344000.0,-208502000.0,-4647000.0,-4647000.0,-29339000.0,-29339000.0,21528000.0,1114000.0,15758000.0,4656000.0,9930000.0,20000.0,-3092000.0,1935000.0,1935000.0,1935000.0,-59660000.0,2023-12-31
