tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-27090000.0,0.21,4803000000.0,-129000000.0,-129000000.0,2022000000.0,2521000000.0,2415000000.0,4674000000.0,2153000000.0,-294000000.0,294000000.0,2123910000.0,2022000000.0,9712000000.0,2124000000.0,2108000000.0,0.95,0.96,2022000000.0,2022000000.0,2022000000.0,-3000000.0,2025000000.0,2025000000.0,-166000000.0,1859000000.0,459000000.0,423000000.0,-300000000.0,0.0,146000000.0,154000000.0,165000000.0,,-294000000.0,294000000.0,1694000000.0,7119000000.0,2343000000.0,2343000000.0,2343000000.0,2343000000.0,2510000000.0,2266000000.0,2266000000.0,8813000000.0,2593000000.0,11406000000.0,11247000000.0,2022-12-31
39676000.0,0.182,5269000000.0,218000000.0,218000000.0,2262000000.0,2429000000.0,2393000000.0,5487000000.0,3058000000.0,-288000000.0,288000000.0,2083676000.0,2262000000.0,8905000000.0,2113000000.0,2099000000.0,1.07,1.08,2262000000.0,2262000000.0,2262000000.0,-5000000.0,2267000000.0,2267000000.0,503000000.0,2770000000.0,626000000.0,563000000.0,116000000.0,0.0,-325000000.0,209000000.0,-155000000.0,102000000.0,-288000000.0,288000000.0,2432000000.0,6339000000.0,2256000000.0,2256000000.0,2256000000.0,2256000000.0,2321000000.0,1762000000.0,1762000000.0,8771000000.0,2566000000.0,11337000000.0,11192000000.0,2023-03-31
-47880000.0,0.21,4801000000.0,-228000000.0,-228000000.0,2073000000.0,2432000000.0,2701000000.0,4573000000.0,2141000000.0,-282000000.0,282000000.0,2253120000.0,2073000000.0,9325000000.0,2102000000.0,2093000000.0,0.99,0.99,2073000000.0,2073000000.0,2073000000.0,-4000000.0,2077000000.0,2077000000.0,-218000000.0,1859000000.0,240000000.0,526000000.0,-323000000.0,0.0,-7000000.0,330000000.0,-58000000.0,95000000.0,-282000000.0,282000000.0,1901000000.0,6449000000.0,2257000000.0,2257000000.0,2257000000.0,2257000000.0,2258000000.0,1934000000.0,,8350000000.0,2876000000.0,11226000000.0,11096000000.0,2023-06-30
-10165000.0,0.095,4959000000.0,-107000000.0,-107000000.0,1928000000.0,2435000000.0,2327000000.0,4852000000.0,2417000000.0,-280000000.0,280000000.0,2024835000.0,1928000000.0,9007000000.0,2064000000.0,2057000000.0,0.93,0.94,1928000000.0,1928000000.0,1928000000.0,-6000000.0,1934000000.0,1934000000.0,203000000.0,2137000000.0,458000000.0,565000000.0,-214000000.0,0.0,-61000000.0,275000000.0,0.0,107000000.0,-280000000.0,280000000.0,1959000000.0,6501000000.0,2256000000.0,2256000000.0,2256000000.0,2256000000.0,2242000000.0,2003000000.0,2003000000.0,8460000000.0,2506000000.0,10966000000.0,10783000000.0,2023-09-30
75390000.0,0.21,4095000000.0,359000000.0,359000000.0,1762000000.0,2464000000.0,2559000000.0,4454000000.0,1990000000.0,-316000000.0,316000000.0,1478390000.0,1762000000.0,9574000000.0,2033000000.0,2027000000.0,0.87,0.87,1762000000.0,1762000000.0,1762000000.0,0.0,1762000000.0,1762000000.0,-88000000.0,1674000000.0,87000000.0,-272000000.0,161000000.0,862000000.0,3000000.0,698000000.0,53000000.0,198000000.0,-316000000.0,316000000.0,1903000000.0,6829000000.0,2278000000.0,2278000000.0,2278000000.0,2278000000.0,2478000000.0,2073000000.0,,8732000000.0,2745000000.0,11477000000.0,11315000000.0,2023-12-31
-5202400000.0,0.4,4447000000.0,-13006000000.0,-13006000000.0,-11911000000.0,2532000000.0,2757000000.0,-8559000000.0,-11091000000.0,-425000000.0,425000000.0,-4107400000.0,-11911000000.0,10351000000.0,2023000000.0,2023000000.0,-5.89,-5.89,-11911000000.0,-11911000000.0,-11911000000.0,-3000000.0,-11908000000.0,-11908000000.0,392000000.0,-11516000000.0,-12605000000.0,401000000.0,-13291000000.0,,2000000.0,13289000000.0,,285000000.0,-425000000.0,425000000.0,1514000000.0,7419000000.0,2357000000.0,2357000000.0,2357000000.0,2357000000.0,2695000000.0,2367000000.0,2367000000.0,8933000000.0,2932000000.0,11865000000.0,11693000000.0,2024-03-31
