treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,commercial_paper,held_to_maturity_securities
825000000.0,3484.0,2075000000.0,2900000000.0,30197000000.0,40717000000.0,-26443000000.0,70381000000.0,5383000000.0,-26443000000.0,1397000000.0,31061000000.0,66117000000.0,31118000000.0,57000000.0,31061000000.0,-1281000000.0,232000000.0,-890000000.0,-623000000.0,38618000000.0,25503000000.0,45165000000.0,292000000.0,292000000.0,0.0,65702000000.0,43812000000.0,303000000.0,402000000.0,402000000.0,3992000000.0,2798000000.0,283000000.0,2166000000.0,36317000000.0,1261000000.0,35056000000.0,21890000000.0,10566000000.0,4400000000.0,136000000.0,4264000000.0,4264000000.0,1425000000.0,5499000000.0,321000000.0,321000000.0,5178000000.0,1196000000.0,942000000.0,942000000.0,3040000000.0,96820000000.0,69547000000.0,752000000.0,285000000.0,1344000000.0,1344000000.0,,2187000000.0,,,2187000000.0,57504000000.0,36355000000.0,21149000000.0,7475000000.0,-4164000000.0,11639000000.0,1053000000.0,1220000000.0,3284000000.0,5920000000.0,162000000.0,0.0,27273000000.0,1596000000.0,148000000.0,2339000000.0,-484000000.0,509000000.0,1850000000.0,464000000.0,13937000000.0,2239000000.0,3547000000.0,8151000000.0,-697000000.0,8848000000.0,9253000000.0,130000000.0,9123000000.0,2022-12-31,,
823000000.0,3484.0,2100000000.0,2923000000.0,28835000000.0,39371000000.0,-23392000000.0,69654000000.0,8001000000.0,-23392000000.0,1541000000.0,31824000000.0,66902000000.0,31886000000.0,62000000.0,31824000000.0,-1368000000.0,108000000.0,-853000000.0,-623000000.0,38808000000.0,26568000000.0,45140000000.0,292000000.0,292000000.0,0.0,62395000000.0,43310000000.0,293000000.0,399000000.0,399000000.0,3907000000.0,2263000000.0,308000000.0,1568000000.0,36448000000.0,1370000000.0,35078000000.0,19085000000.0,9654000000.0,2923000000.0,171000000.0,2752000000.0,2752000000.0,589000000.0,5919000000.0,319000000.0,319000000.0,5600000000.0,1197000000.0,1209000000.0,1209000000.0,3194000000.0,94281000000.0,67195000000.0,753000000.0,299000000.0,1317000000.0,1317000000.0,,2005000000.0,,,2005000000.0,55216000000.0,34054000000.0,21162000000.0,7605000000.0,-4242000000.0,11847000000.0,1074000000.0,1326000000.0,3295000000.0,5990000000.0,162000000.0,0.0,27086000000.0,1754000000.0,53000000.0,2605000000.0,,,,,13405000000.0,2705000000.0,2846000000.0,7854000000.0,-632000000.0,8486000000.0,9269000000.0,274000000.0,8995000000.0,2023-03-31,,
834000000.0,3484.0,2089000000.0,2923000000.0,29304000000.0,39186000000.0,-20963000000.0,69649000000.0,7924000000.0,-20963000000.0,1510000000.0,31973000000.0,66629000000.0,32030000000.0,57000000.0,31973000000.0,-1387000000.0,-1387000000.0,,,39680000000.0,27449000000.0,45299000000.0,292000000.0,292000000.0,0.0,61459000000.0,41309000000.0,293000000.0,398000000.0,398000000.0,3166000000.0,1454000000.0,305000000.0,751000000.0,35998000000.0,1342000000.0,34656000000.0,20150000000.0,10102000000.0,3188000000.0,168000000.0,3020000000.0,3020000000.0,770000000.0,6090000000.0,304000000.0,304000000.0,5786000000.0,1191000000.0,1526000000.0,1526000000.0,3069000000.0,93489000000.0,65415000000.0,989000000.0,298000000.0,1572000000.0,1572000000.0,,1991000000.0,,,1991000000.0,52936000000.0,31773000000.0,21163000000.0,7629000000.0,-4477000000.0,12106000000.0,1197000000.0,1274000000.0,3434000000.0,6039000000.0,162000000.0,0.0,28074000000.0,1868000000.0,53000000.0,2364000000.0,,,,,15059000000.0,2392000000.0,4542000000.0,8125000000.0,-702000000.0,8827000000.0,8730000000.0,358000000.0,8372000000.0,2023-06-30,,
889000000.0,3484.0,2034000000.0,2923000000.0,30090000000.0,39267000000.0,-21526000000.0,66602000000.0,4170000000.0,-21526000000.0,1663000000.0,28998000000.0,61135000000.0,29062000000.0,64000000.0,28998000000.0,-1286000000.0,-1286000000.0,,,43075000000.0,28218000000.0,44849000000.0,292000000.0,292000000.0,0.0,62201000000.0,38739000000.0,389000000.0,386000000.0,386000000.0,3215000000.0,1099000000.0,316000000.0,399000000.0,33650000000.0,1513000000.0,32137000000.0,23462000000.0,11167000000.0,5617000000.0,150000000.0,5467000000.0,5467000000.0,876000000.0,5802000000.0,371000000.0,371000000.0,5431000000.0,1160000000.0,1458000000.0,1458000000.0,2813000000.0,91263000000.0,63631000000.0,1135000000.0,296000000.0,1514000000.0,1514000000.0,432000000.0,1882000000.0,325000000.0,325000000.0,1557000000.0,50524000000.0,29377000000.0,21147000000.0,7848000000.0,-4651000000.0,12499000000.0,1114000000.0,1367000000.0,3576000000.0,6280000000.0,162000000.0,0.0,27632000000.0,1810000000.0,54000000.0,2436000000.0,,,,,15647000000.0,2307000000.0,4933000000.0,8407000000.0,-688000000.0,9095000000.0,7685000000.0,171000000.0,7514000000.0,2023-09-30,,
902000000.0,3484.0,2021000000.0,2923000000.0,28308000000.0,41464000000.0,-19224000000.0,69202000000.0,9508000000.0,-19224000000.0,1692000000.0,29430000000.0,66083000000.0,29485000000.0,55000000.0,29430000000.0,-1546000000.0,4000000.0,-812000000.0,-738000000.0,43766000000.0,28766000000.0,45684000000.0,292000000.0,292000000.0,0.0,65674000000.0,43412000000.0,396000000.0,480000000.0,480000000.0,3288000000.0,1065000000.0,300000000.0,338000000.0,38183000000.0,1530000000.0,36653000000.0,22262000000.0,11498000000.0,3281000000.0,162000000.0,3119000000.0,3119000000.0,1291000000.0,6192000000.0,349000000.0,349000000.0,5843000000.0,1213000000.0,1371000000.0,1371000000.0,3259000000.0,95159000000.0,63389000000.0,1148000000.0,284000000.0,2768000000.0,2768000000.0,436000000.0,2063000000.0,364000000.0,364000000.0,1699000000.0,48654000000.0,27485000000.0,21169000000.0,8036000000.0,-4803000000.0,12839000000.0,1075000000.0,1390000000.0,3717000000.0,6495000000.0,162000000.0,0.0,31770000000.0,1509000000.0,55000000.0,2662000000.0,,,,,15264000000.0,2455000000.0,3927000000.0,8882000000.0,-669000000.0,9551000000.0,12280000000.0,816000000.0,11464000000.0,2023-12-31,,
,3484.0,2021000000.0,2021000000.0,46347000000.0,57409000000.0,-38415000000.0,72167000000.0,2847000000.0,-38415000000.0,1732000000.0,16490000000.0,65977000000.0,16548000000.0,58000000.0,16490000000.0,-1400000000.0,-1400000000.0,,,43697000000.0,15640000000.0,45655000000.0,292000000.0,292000000.0,0.0,82483000000.0,56661000000.0,582000000.0,477000000.0,477000000.0,3360000000.0,1192000000.0,282000000.0,442000000.0,51050000000.0,1563000000.0,49487000000.0,25822000000.0,12064000000.0,6359000000.0,169000000.0,6190000000.0,3199000000.0,611000000.0,6788000000.0,546000000.0,546000000.0,6242000000.0,1216000000.0,1487000000.0,1487000000.0,3539000000.0,99031000000.0,70362000000.0,1373000000.0,290000000.0,2723000000.0,2723000000.0,659000000.0,2226000000.0,367000000.0,,1859000000.0,54905000000.0,33167000000.0,21738000000.0,8186000000.0,-4943000000.0,13129000000.0,1213000000.0,1436000000.0,3772000000.0,6546000000.0,162000000.0,0.0,28669000000.0,1952000000.0,2000000.0,2985000000.0,,,,,14060000000.0,2029000000.0,3205000000.0,8826000000.0,-622000000.0,9448000000.0,9670000000.0,340000000.0,9330000000.0,2024-03-31,2991000000.0,367000000.0
