free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,other_cash_adjustment_inside_changein_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance,purchase_of_ppe
212000000.0,-106000000.0,-694000000.0,0.0,-59000000.0,43000000.0,14000000.0,1067000000.0,1617000000.0,-8000000.0,-542000000.0,,-801000000.0,-801000000.0,-1000000.0,,-106000000.0,-106000000.0,0.0,-694000000.0,-694000000.0,-694000000.0,-14000000.0,-14000000.0,-7000000.0,2000000.0,174000000.0,-172000000.0,15000000.0,16000000.0,-1000000.0,35000000.0,35000000.0,-59000000.0,271000000.0,271000000.0,5000000.0,199000000.0,-88000000.0,14000000.0,-13000000.0,19000000.0,-252000000.0,-252000000.0,116000000.0,116000000.0,116000000.0,-23000000.0,-11000000.0,,-13000000.0,294000000.0,2022-12-31,,,
195000000.0,-106000000.0,-14000000.0,,-30000000.0,,,1006000000.0,1067000000.0,-4000000.0,-57000000.0,0.0,-133000000.0,-133000000.0,-13000000.0,,-106000000.0,-106000000.0,,-14000000.0,-14000000.0,-14000000.0,-149000000.0,-149000000.0,-14000000.0,51000000.0,86000000.0,-35000000.0,-156000000.0,,-156000000.0,,,-30000000.0,225000000.0,225000000.0,,77000000.0,10000000.0,31000000.0,-43000000.0,2000000.0,-19000000.0,-19000000.0,107000000.0,107000000.0,107000000.0,2000000.0,2000000.0,-43000000.0,,58000000.0,2023-03-31,,,
96000000.0,-108000000.0,-6000000.0,,-50000000.0,,,931000000.0,1006000000.0,-2000000.0,-73000000.0,,-130000000.0,-130000000.0,0.0,,-108000000.0,-108000000.0,,-6000000.0,-6000000.0,-6000000.0,-89000000.0,-89000000.0,-12000000.0,27000000.0,222000000.0,-195000000.0,-54000000.0,,-54000000.0,,,-50000000.0,146000000.0,146000000.0,,-74000000.0,12000000.0,15000000.0,18000000.0,5000000.0,-8000000.0,-8000000.0,109000000.0,109000000.0,109000000.0,1000000.0,1000000.0,,,68000000.0,2023-06-30,,,
-9000000.0,-144000000.0,-639000000.0,,-64000000.0,,,718000000.0,931000000.0,1000000.0,-214000000.0,,-203000000.0,-203000000.0,0.0,-16000000.0,-144000000.0,-144000000.0,,-43000000.0,-43000000.0,-639000000.0,-66000000.0,-66000000.0,-11000000.0,3000000.0,151000000.0,-148000000.0,6000000.0,7000000.0,-1000000.0,-10000000.0,,-54000000.0,55000000.0,55000000.0,,-116000000.0,12000000.0,14000000.0,16000000.0,6000000.0,-37000000.0,-37000000.0,109000000.0,109000000.0,109000000.0,-25000000.0,-7000000.0,,,68000000.0,2023-09-30,,,
310000000.0,-95000000.0,-1000000.0,,-64000000.0,,,919000000.0,718000000.0,3000000.0,198000000.0,-3000000.0,-112000000.0,-112000000.0,-1000000.0,-15000000.0,-95000000.0,-95000000.0,,-1000000.0,-1000000.0,-1000000.0,-61000000.0,-61000000.0,-2000000.0,12000000.0,117000000.0,-105000000.0,-7000000.0,0.0,-7000000.0,0.0,,-64000000.0,374000000.0,374000000.0,1000000.0,316000000.0,-32000000.0,15000000.0,-27000000.0,17000000.0,-61000000.0,-61000000.0,114000000.0,114000000.0,114000000.0,5000000.0,5000000.0,0.0,,26000000.0,2023-12-31,0.0,0.0,0.0
