ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number,other_current_liabilities,assets_held_for_sale_current
106400536.0,106400536.0,2122000000.0,3450000000.0,-1070000000.0,6812000000.0,-1037000000.0,-1070000000.0,337000000.0,3699000000.0,6152000000.0,3702000000.0,3000000.0,3699000000.0,-242000000.0,-242000000.0,3622000000.0,318000000.0,1000000.0,1000000.0,0.0,8610000000.0,5323000000.0,178000000.0,68000000.0,339000000.0,1987000000.0,1495000000.0,72000000.0,2751000000.0,298000000.0,2453000000.0,3287000000.0,1438000000.0,1438000000.0,699000000.0,39000000.0,660000000.0,660000000.0,235000000.0,915000000.0,415000000.0,500000000.0,500000000.0,12312000000.0,10062000000.0,1268000000.0,363000000.0,257000000.0,60000000.0,833000000.0,77000000.0,578000000.0,578000000.0,178000000.0,4769000000.0,1668000000.0,3101000000.0,2769000000.0,-2181000000.0,4950000000.0,184000000.0,30000000.0,385000000.0,1136000000.0,2658000000.0,557000000.0,0.0,2250000000.0,180000000.0,39000000.0,39000000.0,9000000.0,834000000.0,834000000.0,-63000000.0,897000000.0,1149000000.0,158000000.0,991000000.0,,,2022-12-31,,,
105762447.0,105762447.0,2154000000.0,3435000000.0,-1263000000.0,6795000000.0,-1197000000.0,-1263000000.0,333000000.0,3693000000.0,6147000000.0,3696000000.0,3000000.0,3693000000.0,-223000000.0,-223000000.0,3680000000.0,235000000.0,1000000.0,1000000.0,0.0,8922000000.0,5575000000.0,291000000.0,68000000.0,373000000.0,2095000000.0,1572000000.0,73000000.0,2748000000.0,294000000.0,2454000000.0,3347000000.0,1495000000.0,1495000000.0,687000000.0,39000000.0,648000000.0,648000000.0,146000000.0,1019000000.0,475000000.0,544000000.0,544000000.0,12618000000.0,10468000000.0,1379000000.0,405000000.0,276000000.0,58000000.0,915000000.0,108000000.0,627000000.0,627000000.0,180000000.0,4956000000.0,1813000000.0,3143000000.0,2755000000.0,,2755000000.0,,,2755000000.0,,,,,2150000000.0,205000000.0,20000000.0,36000000.0,10000000.0,828000000.0,828000000.0,-63000000.0,891000000.0,1051000000.0,103000000.0,948000000.0,534000000.0,414000000.0,2023-03-31,,,
104820348.0,104820348.0,2217000000.0,3429000000.0,-1308000000.0,6781000000.0,-631000000.0,-1308000000.0,330000000.0,3682000000.0,6735000000.0,3685000000.0,3000000.0,3682000000.0,-206000000.0,-206000000.0,3732000000.0,155000000.0,1000000.0,1000000.0,0.0,8904000000.0,6283000000.0,289000000.0,71000000.0,389000000.0,2192000000.0,1637000000.0,85000000.0,3342000000.0,289000000.0,3053000000.0,2621000000.0,1442000000.0,1442000000.0,87000000.0,41000000.0,46000000.0,46000000.0,162000000.0,930000000.0,444000000.0,486000000.0,486000000.0,12589000000.0,10599000000.0,1377000000.0,443000000.0,293000000.0,64000000.0,958000000.0,113000000.0,663000000.0,663000000.0,182000000.0,4990000000.0,1785000000.0,3205000000.0,2767000000.0,,2767000000.0,,,2767000000.0,,,,,1990000000.0,192000000.0,45000000.0,50000000.0,10000000.0,787000000.0,787000000.0,-55000000.0,842000000.0,906000000.0,24000000.0,882000000.0,,,2023-06-30,,,
103595267.0,103595267.0,2354000000.0,3371000000.0,-1344000000.0,6641000000.0,-657000000.0,-1344000000.0,316000000.0,3586000000.0,6635000000.0,3589000000.0,3000000.0,3586000000.0,-224000000.0,-224000000.0,3784000000.0,25000000.0,1000000.0,1000000.0,0.0,8728000000.0,6320000000.0,289000000.0,72000000.0,403000000.0,2231000000.0,1700000000.0,82000000.0,3325000000.0,276000000.0,3049000000.0,2408000000.0,1350000000.0,1350000000.0,46000000.0,40000000.0,6000000.0,6000000.0,182000000.0,830000000.0,461000000.0,369000000.0,369000000.0,12317000000.0,10566000000.0,1389000000.0,484000000.0,312000000.0,71000000.0,953000000.0,93000000.0,648000000.0,648000000.0,212000000.0,4930000000.0,1728000000.0,3202000000.0,2739000000.0,,2739000000.0,,,2739000000.0,,,,,1751000000.0,183000000.0,13000000.0,56000000.0,10000000.0,762000000.0,762000000.0,-54000000.0,816000000.0,727000000.0,26000000.0,701000000.0,,,2023-09-30,,,
103032941.0,103032941.0,2175000000.0,3370000000.0,-1311000000.0,6620000000.0,-1448000000.0,-1311000000.0,314000000.0,3564000000.0,5869000000.0,3567000000.0,3000000.0,3564000000.0,-175000000.0,-175000000.0,3738000000.0,0.0,1000000.0,1000000.0,0.0,9266000000.0,5688000000.0,316000000.0,73000000.0,407000000.0,2314000000.0,1759000000.0,66000000.0,2578000000.0,273000000.0,2305000000.0,3578000000.0,1598000000.0,1598000000.0,792000000.0,41000000.0,751000000.0,751000000.0,210000000.0,961000000.0,468000000.0,493000000.0,493000000.0,12833000000.0,10703000000.0,1501000000.0,552000000.0,358000000.0,73000000.0,993000000.0,96000000.0,686000000.0,686000000.0,211000000.0,4875000000.0,1670000000.0,3205000000.0,2709000000.0,-2249000000.0,4958000000.0,191000000.0,23000000.0,369000000.0,1166000000.0,2645000000.0,564000000.0,0.0,2130000000.0,195000000.0,34000000.0,51000000.0,9000000.0,883000000.0,883000000.0,-50000000.0,933000000.0,896000000.0,15000000.0,881000000.0,,,2023-12-31,0.0,17000000.0,62000000.0
