free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
-3642894000.0,12603087000.0,14980394000.0,-59220000.0,-2318087000.0,-1707120000.0,-4380805000.0,3769838000.0,2022-12-31
2737974000.0,10306095000.0,12603087000.0,-8937000.0,-2288055000.0,840572000.0,-5866601000.0,2737974000.0,2023-03-31
3761604000.0,8656716000.0,10306095000.0,104871000.0,-1754250000.0,-1974295000.0,-3541559000.0,3761604000.0,2023-06-30
2938104000.0,10108507000.0,8656716000.0,9459000.0,1442332000.0,2529988000.0,-4025760000.0,2938104000.0,2023-09-30
-2746496000.0,13051310000.0,10108507000.0,4450000.0,2938353000.0,-2166101000.0,1181169000.0,3923285000.0,2023-12-31
