tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
8553918.285332,0.158406,5011000000.0,54000000.0,54000000.0,1927000000.0,1819000000.0,4753000000.0,5065000000.0,3246000000.0,-229000000.0,260000000.0,31000000.0,1881553918.285332,1927000000.0,5851000000.0,990500000.0,905700000.0,1.74,1.9,1714000000.0,,1720000000.0,7000000.0,200000000.0,1927000000.0,1927000000.0,0.0,1927000000.0,473000000.0,2986000000.0,847000000.0,69000000.0,,,0.0,7000000.0,,-15000000.0,-229000000.0,260000000.0,31000000.0,2368000000.0,1098000000.0,480000000.0,360000000.0,258000000.0,3466000000.0,4753000000.0,8219000000.0,8711000000.0,2022-12-31
1080000.0,0.27,3689000000.0,4000000.0,4000000.0,1263000000.0,1721000000.0,4429000000.0,3693000000.0,1972000000.0,-209000000.0,238000000.0,29000000.0,1260080000.0,1263000000.0,5386000000.0,975300000.0,901200000.0,1.0,1.08,983000000.0,,983000000.0,,280000000.0,1263000000.0,1263000000.0,,1263000000.0,471000000.0,1734000000.0,104000000.0,4000000.0,4000000.0,,,0.0,100000000.0,,-209000000.0,238000000.0,29000000.0,1839000000.0,957000000.0,410000000.0,306000000.0,241000000.0,2796000000.0,4429000000.0,7225000000.0,7115000000.0,2023-03-31
-72800000.0,0.35,3474000000.0,-208000000.0,-208000000.0,860000000.0,1709000000.0,4495000000.0,3266000000.0,1557000000.0,-202000000.0,230000000.0,28000000.0,995200000.0,860000000.0,5150000000.0,958800000.0,889300000.0,0.63,0.68,601000000.0,0.0,601000000.0,4000000.0,255000000.0,860000000.0,860000000.0,,860000000.0,467000000.0,1327000000.0,-23000000.0,-208000000.0,,1000000.0,209000000.0,0.0,185000000.0,,-202000000.0,230000000.0,28000000.0,1552000000.0,655000000.0,112000000.0,266000000.0,277000000.0,2207000000.0,4495000000.0,6702000000.0,6601000000.0,2023-06-30
46080000.0,0.24,3559000000.0,192000000.0,192000000.0,1375000000.0,1712000000.0,4466000000.0,3751000000.0,2039000000.0,-180000000.0,230000000.0,50000000.0,1229080000.0,1375000000.0,5467000000.0,958200000.0,884000000.0,1.2,1.3,1150000000.0,1000000.0,1149000000.0,7000000.0,219000000.0,1375000000.0,1375000000.0,,1375000000.0,434000000.0,1809000000.0,298000000.0,192000000.0,192000000.0,,0.0,0.0,106000000.0,,-180000000.0,230000000.0,50000000.0,1691000000.0,1001000000.0,453000000.0,290000000.0,258000000.0,2692000000.0,4466000000.0,7158000000.0,7271000000.0,2023-09-30
69236048.749198,0.231559,3230000000.0,299000000.0,299000000.0,1198000000.0,1723000000.0,4758000000.0,3529000000.0,1806000000.0,-215000000.0,247000000.0,32000000.0,968236048.749198,1198000000.0,5840000000.0,950100000.0,881000000.0,1.08,1.16,1022000000.0,,1023000000.0,6000000.0,169000000.0,1198000000.0,1198000000.0,,1198000000.0,361000000.0,1559000000.0,442000000.0,299000000.0,325000000.0,,0.0,26000000.0,143000000.0,,-215000000.0,247000000.0,32000000.0,1332000000.0,1082000000.0,550000000.0,225000000.0,307000000.0,2414000000.0,4758000000.0,7172000000.0,7338000000.0,2023-12-31
