free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,net_income_from_continuing_operations,date,interest_paid_supplemental_data
2602000000.0,-632000000.0,-1159000000.0,0.0,2000000.0,-1373000000.0,299000000.0,1026000000.0,1279000000.0,-253000000.0,-2330000000.0,0.0,-2330000000.0,-220000000.0,-321000000.0,,,-630000000.0,-632000000.0,2000000.0,-1159000000.0,-1159000000.0,-1159000000.0,0.0,-1898000000.0,0.0,-1898000000.0,20000000.0,-545000000.0,-429000000.0,-1373000000.0,3975000000.0,0.0,3975000000.0,-134000000.0,-80000000.0,-22000000.0,337000000.0,-134000000.0,-235000000.0,537000000.0,0.0,121000000.0,121000000.0,1819000000.0,-295000000.0,1927000000.0,2022-12-31,
1389000000.0,-732000000.0,-22000000.0,,30000000.0,-1481000000.0,,1218000000.0,1026000000.0,192000000.0,-1080000000.0,,-1080000000.0,-36000000.0,-320000000.0,,,-702000000.0,-732000000.0,30000000.0,-22000000.0,-22000000.0,-22000000.0,,-1598000000.0,,-1598000000.0,54000000.0,-171000000.0,-151000000.0,-1481000000.0,2870000000.0,,2870000000.0,-283000000.0,251000000.0,-122000000.0,-1174000000.0,-248000000.0,1010000000.0,156000000.0,,17000000.0,17000000.0,1721000000.0,-4000000.0,1263000000.0,2023-03-31,
1449000000.0,-1427000000.0,0.0,,7000000.0,-1621000000.0,,533000000.0,1218000000.0,-685000000.0,-1816000000.0,,-1816000000.0,-28000000.0,-368000000.0,,,-438000000.0,-445000000.0,7000000.0,0.0,0.0,0.0,,-1939000000.0,,-1939000000.0,26000000.0,-344000000.0,11000000.0,-1621000000.0,3070000000.0,,3070000000.0,419000000.0,-118000000.0,-225000000.0,167000000.0,173000000.0,422000000.0,-207000000.0,,81000000.0,81000000.0,1709000000.0,-1000000.0,860000000.0,2023-06-30,
1505000000.0,-1113000000.0,-900000000.0,900000000.0,55000000.0,-1624000000.0,,649000000.0,533000000.0,116000000.0,-1539000000.0,,-1539000000.0,-134000000.0,-347000000.0,-679000000.0,-679000000.0,-379000000.0,-434000000.0,55000000.0,0.0,0.0,-900000000.0,900000000.0,-1474000000.0,,-1474000000.0,277000000.0,-127000000.0,-80000000.0,-1624000000.0,3129000000.0,,3129000000.0,-210000000.0,178000000.0,-20000000.0,424000000.0,31000000.0,-823000000.0,394000000.0,0.0,50000000.0,50000000.0,1712000000.0,-192000000.0,1375000000.0,2023-09-30,
1720000000.0,-187000000.0,0.0,0.0,43000000.0,-1519000000.0,493000000.0,1464000000.0,649000000.0,815000000.0,-455000000.0,,-455000000.0,19000000.0,-330000000.0,0.0,0.0,-144000000.0,-187000000.0,43000000.0,0.0,0.0,0.0,0.0,-1969000000.0,,-1969000000.0,-622000000.0,172000000.0,,-1519000000.0,3239000000.0,,3239000000.0,734000000.0,-86000000.0,354000000.0,34000000.0,-47000000.0,479000000.0,-144000000.0,0.0,-91000000.0,-91000000.0,1723000000.0,-181000000.0,1198000000.0,2023-12-31,193000000.0
