treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,restricted_cash,inventory,inventories_adjustments_allowances,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,minority_interest
198653682.0,899858944.0,1098512626.0,18162000000.0,20765000000.0,20323000000.0,39469000000.0,1129000000.0,30085000000.0,1619000000.0,20323000000.0,9762000000.0,49209000000.0,30085000000.0,30085000000.0,195000000.0,195000000.0,13772000000.0,16499000000.0,17181000000.0,9982000000.0,220000000.0,9762000000.0,42524000000.0,34767000000.0,3332000000.0,1055000000.0,1055000000.0,5512000000.0,5512000000.0,20327000000.0,1203000000.0,19124000000.0,4541000000.0,7757000000.0,438000000.0,416000000.0,22000000.0,22000000.0,7319000000.0,3290000000.0,4029000000.0,,4029000000.0,72609000000.0,63723000000.0,1260000000.0,1260000000.0,3176000000.0,3176000000.0,59287000000.0,-62350000000.0,121637000000.0,121637000000.0,8886000000.0,1562000000.0,,2059000000.0,-121000000.0,1147000000.0,1033000000.0,4281000000.0,4281000000.0,-37000000.0,4318000000.0,984000000.0,984000000.0,2022-12-31,
211164919.0,891551244.0,1102716163.0,17940000000.0,20666000000.0,20429000000.0,39534000000.0,702000000.0,29559000000.0,1561000000.0,20429000000.0,9130000000.0,48664000000.0,29559000000.0,29559000000.0,255000000.0,255000000.0,14524000000.0,17318000000.0,17159000000.0,9351000000.0,221000000.0,9130000000.0,42041000000.0,34601000000.0,3349000000.0,977000000.0,977000000.0,5527000000.0,5527000000.0,20240000000.0,1135000000.0,19105000000.0,4508000000.0,7440000000.0,426000000.0,426000000.0,,,7014000000.0,2788000000.0,4226000000.0,712000000.0,3514000000.0,71600000000.0,63458000000.0,1276000000.0,1259000000.0,3161000000.0,3161000000.0,59021000000.0,-63957000000.0,122978000000.0,122978000000.0,8142000000.0,1358000000.0,36000000.0,2311000000.0,-121000000.0,1349000000.0,1083000000.0,3272000000.0,3272000000.0,-33000000.0,3305000000.0,1165000000.0,1165000000.0,2023-03-31,
218398379.0,884681888.0,1103080267.0,18596000000.0,20687000000.0,20490000000.0,39572000000.0,-2000000.0,29111000000.0,1605000000.0,20490000000.0,8621000000.0,48193000000.0,29111000000.0,29111000000.0,247000000.0,247000000.0,14958000000.0,17762000000.0,17218000000.0,8842000000.0,221000000.0,8621000000.0,42088000000.0,34632000000.0,3270000000.0,978000000.0,978000000.0,5605000000.0,5605000000.0,20245000000.0,1163000000.0,19082000000.0,4534000000.0,7456000000.0,442000000.0,442000000.0,,,7014000000.0,3153000000.0,3861000000.0,304000000.0,3557000000.0,71199000000.0,63745000000.0,1146000000.0,1128000000.0,3431000000.0,3431000000.0,59168000000.0,-65550000000.0,124718000000.0,124718000000.0,7454000000.0,2068000000.0,29000000.0,2021000000.0,-121000000.0,1172000000.0,970000000.0,2850000000.0,2850000000.0,-24000000.0,2874000000.0,486000000.0,486000000.0,2023-06-30,
227866830.0,880370837.0,1108237667.0,18448000000.0,20710000000.0,21025000000.0,40084000000.0,-675000000.0,29312000000.0,1651000000.0,21025000000.0,8287000000.0,47316000000.0,29312000000.0,29312000000.0,293000000.0,293000000.0,15573000000.0,18758000000.0,17326000000.0,8508000000.0,221000000.0,8287000000.0,42515000000.0,33574000000.0,3328000000.0,910000000.0,910000000.0,5666000000.0,5666000000.0,19174000000.0,1170000000.0,18004000000.0,4496000000.0,8941000000.0,1536000000.0,481000000.0,1055000000.0,1055000000.0,7405000000.0,3497000000.0,3908000000.0,,3908000000.0,71827000000.0,63561000000.0,1117000000.0,,3320000000.0,3320000000.0,59124000000.0,-66671000000.0,125795000000.0,125795000000.0,8266000000.0,1984000000.0,22000000.0,1975000000.0,-121000000.0,1116000000.0,980000000.0,3674000000.0,3674000000.0,-24000000.0,3698000000.0,611000000.0,611000000.0,2023-09-30,
228053397.0,879463103.0,1107516500.0,17575000000.0,20911000000.0,21963000000.0,40964000000.0,-773000000.0,30250000000.0,1910000000.0,21963000000.0,8287000000.0,48195000000.0,30349000000.0,30250000000.0,275000000.0,275000000.0,15582000000.0,19626000000.0,17422000000.0,8509000000.0,222000000.0,8287000000.0,43659000000.0,34511000000.0,3782000000.0,931000000.0,931000000.0,5764000000.0,5764000000.0,19263000000.0,1318000000.0,17945000000.0,4771000000.0,9148000000.0,1648000000.0,592000000.0,1056000000.0,1056000000.0,7500000000.0,3854000000.0,3646000000.0,,3646000000.0,74008000000.0,65633000000.0,2750000000.0,,3224000000.0,3224000000.0,59659000000.0,-68282000000.0,127941000000.0,127941000000.0,8375000000.0,1732000000.0,,2022000000.0,-108000000.0,1027000000.0,1103000000.0,3195000000.0,3195000000.0,-29000000.0,3224000000.0,1426000000.0,1426000000.0,2023-12-31,99000000.0
