tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-4641000.0,0.21,348800000.0,-22100000.0,-22100000.0,7500000.0,242900000.0,812400000.0,326700000.0,83800000.0,-110600000.0,110600000.0,24959000.0,7500000.0,1150500000.0,100200000.0,,,,,7500000.0,7500000.0,7500000.0,-3100000.0,10600000.0,10600000.0,1800000.0,-35600000.0,-26800000.0,-45300000.0,-23200000.0,-28900000.0,28900000.0,6800000.0,-110600000.0,110600000.0,129100000.0,330300000.0,95200000.0,235100000.0,235100000.0,459400000.0,820200000.0,1279600000.0,1228400000.0,2022-12-31
718900.0,0.079,548700000.0,9100000.0,9100000.0,142600000.0,278500000.0,636600000.0,557800000.0,279300000.0,-123100000.0,123100000.0,134218900.0,142600000.0,1017500000.0,279300000.0,230300000.0,230000000.0,0.62,0.62,142600000.0,142600000.0,142600000.0,-3100000.0,145700000.0,145700000.0,1900000.0,12400000.0,156200000.0,,-9100000.0,,,9100000.0,-123100000.0,123100000.0,279300000.0,365800000.0,102400000.0,263400000.0,263400000.0,645100000.0,651700000.0,1296800000.0,1246900000.0,2023-03-31
375200.0,0.056,603100000.0,6700000.0,6700000.0,179100000.0,284900000.0,632300000.0,609800000.0,324900000.0,-133700000.0,133700000.0,172775200.0,179100000.0,1017600000.0,336600000.0,230500000.0,230100000.0,0.78,0.78,179100000.0,179100000.0,179100000.0,-3100000.0,182200000.0,182200000.0,1800000.0,10800000.0,191200000.0,-11700000.0,-18400000.0,,,6700000.0,-133700000.0,133700000.0,336600000.0,369800000.0,100400000.0,269400000.0,269400000.0,706400000.0,647800000.0,1354200000.0,1309000000.0,2023-06-30
148800.0,0.024,781900000.0,6200000.0,6200000.0,351600000.0,289500000.0,790800000.0,788100000.0,498600000.0,-136800000.0,136800000.0,345548800.0,351600000.0,1183400000.0,485900000.0,230500000.0,230100000.0,1.53,1.53,351600000.0,351600000.0,351600000.0,-3000000.0,354600000.0,354600000.0,1600000.0,8800000.0,361800000.0,12700000.0,6500000.0,0.0,0.0,6200000.0,-136800000.0,136800000.0,485900000.0,376400000.0,103100000.0,273300000.0,273300000.0,862300000.0,807000000.0,1669300000.0,1631500000.0,2023-09-30
1617000.0,0.21,453100000.0,7700000.0,7700000.0,58000000.0,286000000.0,620600000.0,460800000.0,174800000.0,-132200000.0,132200000.0,51917000.0,58000000.0,1007300000.0,180600000.0,,,,,58000000.0,58000000.0,58000000.0,-3100000.0,61100000.0,61100000.0,2100000.0,-16400000.0,42600000.0,-5800000.0,-13500000.0,0.0,0.0,7700000.0,-132200000.0,132200000.0,180600000.0,371100000.0,100700000.0,270400000.0,270400000.0,551700000.0,636200000.0,1187900000.0,1157700000.0,2023-12-31
