free_cash_flow,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
791000000.0,-290900000.0,2069700000.0,2184500000.0,-13200000.0,-101600000.0,-687700000.0,-687700000.0,-1200000.0,-386500000.0,-386500000.0,-495800000.0,-495800000.0,,-208100000.0,-290900000.0,1081900000.0,1081900000.0,-58600000.0,168900000.0,50600000.0,50200000.0,-328300000.0,-328300000.0,7800000.0,34100000.0,34100000.0,198700000.0,-5200000.0,4900000.0,-10100000.0,905100000.0,2022-12-31
947100000.0,-238100000.0,2299800000.0,2069700000.0,-10000000.0,240100000.0,-774700000.0,-774700000.0,-1600000.0,-773100000.0,-773100000.0,-170400000.0,-170400000.0,,67700000.0,-238100000.0,1185200000.0,1185200000.0,163600000.0,-10200000.0,12700000.0,29600000.0,131500000.0,131500000.0,7500000.0,-18400000.0,-18400000.0,203700000.0,12900000.0,6400000.0,6500000.0,815900000.0,2023-03-31
544600000.0,-252500000.0,2199000000.0,2299800000.0,-10000000.0,-90800000.0,-775800000.0,-775800000.0,-2700000.0,-773100000.0,-773100000.0,-112100000.0,-112100000.0,100000.0,140300000.0,-252500000.0,797100000.0,797100000.0,-2200000.0,2600000.0,-185500000.0,-14000000.0,194700000.0,194700000.0,7000000.0,24700000.0,24700000.0,209200000.0,8800000.0,4200000.0,4600000.0,549600000.0,2023-06-30
787100000.0,-262700000.0,1967100000.0,2199000000.0,2400000.0,-234300000.0,-775100000.0,-775100000.0,-2000000.0,-773100000.0,-773100000.0,-509000000.0,-509000000.0,500000.0,-246800000.0,-262700000.0,1049800000.0,1049800000.0,265000000.0,104000000.0,226500000.0,-2400000.0,-63100000.0,-63100000.0,7200000.0,-49600000.0,-49600000.0,212500000.0,-7300000.0,100000.0,-7400000.0,622000000.0,2023-09-30
285600000.0,-255400000.0,1151500000.0,1967100000.0,25900000.0,-841500000.0,-775500000.0,-775500000.0,-2400000.0,-773100000.0,-773100000.0,-607000000.0,-607000000.0,600000.0,-352200000.0,-255400000.0,541000000.0,541000000.0,-116400000.0,-131000000.0,98300000.0,-73600000.0,-10100000.0,-10100000.0,19200000.0,-15800000.0,-15800000.0,208200000.0,-1400000.0,-8100000.0,6700000.0,447200000.0,2023-12-31
