tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.33555,1649800000.0,902400000.0,198700000.0,1405500000.0,1649800000.0,1451100000.0,-64600000.0,82900000.0,18300000.0,902400000.0,902400000.0,1450200000.0,1370100000.0,773100000.0,773100000.0,1.17,1.17,902400000.0,902400000.0,902400000.0,-2700000.0,905100000.0,905100000.0,-4000000.0,459100000.0,1368200000.0,62700000.0,62700000.0,-64600000.0,82900000.0,18300000.0,1370100000.0,44700000.0,11100000.0,33600000.0,1414800000.0,1405500000.0,2820300000.0,2820300000.0,2022-12-31
0.0,0.369,1589200000.0,813200000.0,203700000.0,1397900000.0,1589200000.0,1385500000.0,-61400000.0,82700000.0,21300000.0,813200000.0,813200000.0,1440200000.0,1353700000.0,773100000.0,773100000.0,1.05,1.05,813200000.0,813200000.0,813200000.0,-2700000.0,815900000.0,815900000.0,-6400000.0,480500000.0,1302800000.0,10500000.0,10500000.0,-61400000.0,82700000.0,21300000.0,1353700000.0,42300000.0,11900000.0,30400000.0,1396000000.0,1397900000.0,2793900000.0,2793900000.0,2023-03-31
0.0,0.347329,1138700000.0,547500000.0,209200000.0,1356900000.0,1138700000.0,929500000.0,-58400000.0,81600000.0,23200000.0,547500000.0,547500000.0,1400000000.0,900700000.0,773100000.0,773100000.0,0.71,0.71,547500000.0,547500000.0,547500000.0,-2100000.0,549600000.0,549600000.0,-3800000.0,294500000.0,847900000.0,5600000.0,5600000.0,-58400000.0,81600000.0,23200000.0,900700000.0,43100000.0,12100000.0,31000000.0,943800000.0,1356900000.0,2300700000.0,2300700000.0,2023-06-30
0.0,0.388539,1311400000.0,619500000.0,212500000.0,1388200000.0,1311400000.0,1098900000.0,-60700000.0,81500000.0,20800000.0,619500000.0,619500000.0,1436400000.0,1069200000.0,773100000.0,773100000.0,0.8,0.8,619500000.0,619500000.0,619500000.0,-2500000.0,622000000.0,622000000.0,-100000.0,395300000.0,1017400000.0,8900000.0,8900000.0,-60700000.0,81500000.0,20800000.0,1069200000.0,48200000.0,15500000.0,32700000.0,1117400000.0,1388200000.0,2505600000.0,2505600000.0,2023-09-30
0.0,0.21,1076900000.0,445000000.0,208200000.0,1378300000.0,1076900000.0,868700000.0,-59600000.0,80900000.0,21300000.0,445000000.0,445000000.0,1426900000.0,868700000.0,773100000.0,773100000.0,0.58,0.58,445000000.0,445000000.0,445000000.0,-2200000.0,447200000.0,447200000.0,8100000.0,348700000.0,787800000.0,-21300000.0,-21300000.0,-59600000.0,80900000.0,21300000.0,868700000.0,48600000.0,15500000.0,33100000.0,917300000.0,1378300000.0,2295600000.0,2295600000.0,2023-12-31
