treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,prepaid_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
111497617.0,773102383.0,884600000.0,4181500000.0,7102600000.0,8029100000.0,14335400000.0,3952000000.0,8029100000.0,851400000.0,8084200000.0,14335400000.0,8146900000.0,62700000.0,8084200000.0,-9000000.0,-9000000.0,3107600000.0,7702300000.0,3489700000.0,8800000.0,8800000.0,9130500000.0,7894800000.0,82400000.0,40600000.0,161200000.0,161200000.0,7025300000.0,774100000.0,6251200000.0,585300000.0,1235700000.0,77300000.0,77300000.0,1158400000.0,362700000.0,97100000.0,795700000.0,138100000.0,138100000.0,657600000.0,17277400000.0,12089700000.0,1158900000.0,237300000.0,237300000.0,110800000.0,110800000.0,55100000.0,13200000.0,41900000.0,10527600000.0,-9561900000.0,20089500000.0,1747000000.0,851400000.0,16718300000.0,275400000.0,5187700000.0,44400000.0,377600000.0,1013900000.0,259700000.0,78500000.0,330500000.0,345200000.0,1473800000.0,79700000.0,,1473800000.0,2278000000.0,208300000.0,2069700000.0,2022-12-31
111494417.0,773105583.0,884600000.0,3952200000.0,7084700000.0,7990300000.0,14376800000.0,3950400000.0,7990300000.0,832700000.0,8124800000.0,14376800000.0,8188400000.0,63600000.0,8124800000.0,-9000000.0,-9000000.0,3115100000.0,7742400000.0,3497700000.0,8800000.0,8800000.0,9134900000.0,7887600000.0,66700000.0,49200000.0,171700000.0,171700000.0,7008500000.0,756500000.0,6252000000.0,591500000.0,1247300000.0,76200000.0,76200000.0,1171100000.0,407700000.0,127000000.0,763400000.0,100800000.0,100800000.0,662600000.0,17323300000.0,12125600000.0,1179500000.0,261200000.0,261200000.0,103900000.0,103900000.0,134500000.0,,,10446500000.0,,10446500000.0,,10446500000.0,,,5197700000.0,55900000.0,392900000.0,981800000.0,260200000.0,66500000.0,289800000.0,365300000.0,1326700000.0,64100000.0,,1326700000.0,2440400000.0,140600000.0,2299800000.0,2023-03-31
111491217.0,773108783.0,884600000.0,4053900000.0,7066500000.0,7767200000.0,14152500000.0,3709000000.0,7767200000.0,813600000.0,7899600000.0,14152500000.0,7962600000.0,63000000.0,7899600000.0,-9000000.0,-9000000.0,3131800000.0,7516800000.0,3514800000.0,8800000.0,8800000.0,8976900000.0,7916300000.0,83700000.0,52000000.0,191100000.0,191100000.0,6991600000.0,738700000.0,6252900000.0,597900000.0,1060600000.0,74900000.0,74900000.0,985700000.0,290600000.0,97100000.0,695100000.0,85000000.0,85000000.0,610100000.0,16939500000.0,12169900000.0,1199900000.0,235700000.0,235700000.0,100200000.0,100200000.0,132400000.0,,,10501700000.0,,10501700000.0,,10501700000.0,,,4769600000.0,41500000.0,386200000.0,985300000.0,252300000.0,55600000.0,303900000.0,373500000.0,1157300000.0,68000000.0,21400000.0,1135900000.0,2199300000.0,300000.0,2199000000.0,2023-06-30
111488017.0,773111983.0,884600000.0,4286700000.0,7040700000.0,7744800000.0,13998600000.0,3463900000.0,7744800000.0,786900000.0,7744800000.0,13998600000.0,7808200000.0,63400000.0,7744800000.0,-9000000.0,-9000000.0,3131100000.0,7361500000.0,3514600000.0,8800000.0,8800000.0,9156800000.0,7872700000.0,72500000.0,82000000.0,145000000.0,145000000.0,6968900000.0,715100000.0,6253800000.0,604300000.0,1284100000.0,71800000.0,71800000.0,1212300000.0,380200000.0,127100000.0,832100000.0,213600000.0,213600000.0,618500000.0,16965000000.0,12217000000.0,1211700000.0,257000000.0,257000000.0,100100000.0,100100000.0,,,,10648200000.0,,10648200000.0,,10648200000.0,,,4748000000.0,43500000.0,303700000.0,975500000.0,245100000.0,54600000.0,282600000.0,393200000.0,1211100000.0,,,1211100000.0,2214200000.0,247100000.0,1967100000.0,2023-09-30
111488017.0,773110469.0,884598486.0,5103100000.0,7030000000.0,7364900000.0,13672700000.0,3041000000.0,7364900000.0,775400000.0,7418100000.0,13672700000.0,7481200000.0,63100000.0,7418100000.0,-8000000.0,-8000000.0,3149000000.0,7033500000.0,3532800000.0,8800000.0,8800000.0,9244100000.0,7855600000.0,66200000.0,92700000.0,132200000.0,132200000.0,6952000000.0,697400000.0,6254600000.0,612500000.0,1388500000.0,78000000.0,78000000.0,1310500000.0,379600000.0,97100000.0,930900000.0,278300000.0,278300000.0,652600000.0,16725300000.0,12295800000.0,1243000000.0,256100000.0,256100000.0,108200000.0,108200000.0,53200000.0,11300000.0,41900000.0,10635300000.0,-10066600000.0,20701900000.0,1664800000.0,775400000.0,17439300000.0,277500000.0,4429500000.0,38100000.0,395400000.0,1016900000.0,230900000.0,68800000.0,313000000.0,404200000.0,1228300000.0,,,1228300000.0,1750800000.0,599300000.0,1151500000.0,2023-12-31
