free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
12200000.0,-2100000.0,0.0,-29600000.0,2604900000.0,2767200000.0,0.0,-162300000.0,-156600000.0,-156600000.0,-170300000.0,15800000.0,-2100000.0,-2100000.0,-2100000.0,0.0,-47500000.0,-47500000.0,,-17900000.0,100600000.0,-118500000.0,0.0,0.0,-29600000.0,41800000.0,41800000.0,-6100000.0,11200000.0,3400000.0,500000.0,500000.0,2900000.0,-4700000.0,7600000.0,7600000.0,2600000.0,-23300000.0,2800000.0,31300000.0,0.0,-6800000.0,-6800000.0,24600000.0,24600000.0,1200000.0,1200000.0,-5200000.0,2022-12-31
-17100000.0,-2100000.0,,-28400000.0,4697900000.0,2604900000.0,-7700000.0,2100700000.0,2090800000.0,2090800000.0,2078100000.0,14800000.0,-2100000.0,-2100000.0,-2100000.0,,-1400000.0,-1400000.0,-1000000.0,28000000.0,100500000.0,-72500000.0,,,-28400000.0,11300000.0,11300000.0,-74900000.0,-39400000.0,12000000.0,-500000.0,-500000.0,12500000.0,4200000.0,8300000.0,8300000.0,-20600000.0,-26900000.0,5100000.0,40200000.0,2400000.0,6100000.0,6100000.0,22100000.0,22100000.0,400000.0,400000.0,9900000.0,2023-03-31
53600000.0,-2000000.0,,-28100000.0,2775900000.0,4697900000.0,6700000.0,-1928700000.0,-2026700000.0,-2026700000.0,-2033100000.0,8400000.0,-2000000.0,-2000000.0,-2000000.0,,16300000.0,16300000.0,0.0,44400000.0,73500000.0,-29100000.0,,,-28100000.0,81700000.0,81700000.0,9500000.0,-7400000.0,10500000.0,4700000.0,4700000.0,5800000.0,1000000.0,4800000.0,4800000.0,7100000.0,-700000.0,4500000.0,41500000.0,100000.0,-600000.0,-600000.0,23300000.0,23300000.0,300000.0,300000.0,3100000.0,2023-06-30
4800000.0,-1900000.0,,-31800000.0,3616300000.0,2775900000.0,6100000.0,288000000.0,281200000.0,281200000.0,266000000.0,17100000.0,-1900000.0,-1900000.0,-1900000.0,,-29800000.0,-29800000.0,0.0,2000000.0,152400000.0,-150400000.0,,,-31800000.0,36600000.0,36600000.0,-50700000.0,-6600000.0,-3100000.0,-4300000.0,-4300000.0,1200000.0,3300000.0,-2100000.0,-2100000.0,-6600000.0,-34400000.0,5800000.0,36300000.0,1700000.0,8400000.0,8400000.0,38700000.0,38700000.0,200000.0,200000.0,-3800000.0,2023-09-30
