ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,receivables_adjustments_allowances,other_receivables,accrued_interest_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
153856645.0,153856645.0,789300000.0,1254900000.0,-452200000.0,3330600000.0,360500000.0,-452200000.0,33700000.0,2109400000.0,3322800000.0,2109400000.0,2109400000.0,-485000000.0,-485000000.0,-372600000.0,2965500000.0,1500000.0,1500000.0,5807800000.0,1274300000.0,19500000.0,17700000.0,1237100000.0,23700000.0,1213400000.0,4533500000.0,4298800000.0,41200000.0,41200000.0,17800000.0,10000000.0,7800000.0,7800000.0,97400000.0,78300000.0,24000000.0,54300000.0,54300000.0,7917200000.0,3023200000.0,262400000.0,2561600000.0,281600000.0,2280000000.0,199200000.0,-442700000.0,641900000.0,24300000.0,575800000.0,41800000.0,0.0,4894000000.0,98000000.0,4184000000.0,180100000.0,-9200000.0,33600000.0,12700000.0,143000000.0,431900000.0,431900000.0,2022-12-31
155006926.0,155006926.0,791500000.0,1250000000.0,-361800000.0,3414300000.0,450300000.0,-361800000.0,29900000.0,2194200000.0,3406600000.0,2194200000.0,2194200000.0,-465100000.0,-465100000.0,-362700000.0,3020400000.0,1600000.0,1600000.0,7867300000.0,1275900000.0,25600000.0,15700000.0,1234600000.0,22200000.0,1212400000.0,6591400000.0,6378400000.0,47000000.0,47000000.0,15400000.0,7700000.0,7700000.0,7700000.0,58200000.0,92400000.0,31300000.0,61100000.0,61100000.0,10061500000.0,3019800000.0,258200000.0,2556000000.0,274900000.0,2281100000.0,205600000.0,,205600000.0,205600000.0,,,,7041700000.0,122300000.0,6286200000.0,204600000.0,,,,204600000.0,428600000.0,428600000.0,2023-03-31
155529721.0,155529721.0,732700000.0,1249300000.0,-315600000.0,3459500000.0,463000000.0,-315600000.0,30000000.0,2240200000.0,3451900000.0,2240200000.0,2240200000.0,-472200000.0,-472200000.0,-359600000.0,3070400000.0,1600000.0,1600000.0,5878600000.0,1274400000.0,26000000.0,14000000.0,1234400000.0,22700000.0,1211700000.0,4604200000.0,4373700000.0,43500000.0,43500000.0,14900000.0,7300000.0,7600000.0,7600000.0,71100000.0,101000000.0,35700000.0,65300000.0,65300000.0,8118800000.0,3051600000.0,275900000.0,2555800000.0,267700000.0,2288100000.0,219900000.0,,219900000.0,219900000.0,,,,5067200000.0,112700000.0,4262600000.0,205300000.0,,,,205300000.0,486600000.0,486600000.0,2023-06-30
155978986.0,155978986.0,708100000.0,1245700000.0,-248700000.0,3485300000.0,503100000.0,-248700000.0,27300000.0,2266900000.0,3477800000.0,2266900000.0,2266900000.0,-495100000.0,-495100000.0,-363400000.0,3123800000.0,1600000.0,1600000.0,6676300000.0,1264800000.0,21400000.0,12100000.0,1231300000.0,20400000.0,1210900000.0,5411500000.0,5165800000.0,47800000.0,47800000.0,14400000.0,6900000.0,7500000.0,7500000.0,75500000.0,108000000.0,41500000.0,66500000.0,66500000.0,8943200000.0,3028600000.0,282400000.0,2515600000.0,244900000.0,2270700000.0,230600000.0,,230600000.0,230600000.0,,,,5914600000.0,119100000.0,5048900000.0,236300000.0,,,,236300000.0,510300000.0,510300000.0,2023-09-30
