tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,30800000.0,-5200000.0,24600000.0,201000000.0,30800000.0,6200000.0,-8700000.0,8700000.0,-5200000.0,-5200000.0,332800000.0,3300000.0,153680044.0,153680044.0,-0.03,-0.03,-5200000.0,-5200000.0,-5200000.0,-5200000.0,-5200000.0,2700000.0,-2500000.0,2900000.0,2900000.0,-8700000.0,8700000.0,3300000.0,131800000.0,131800000.0,135100000.0,201000000.0,336100000.0,336100000.0,2022-12-31
0.0,0.21,59700000.0,9900000.0,22100000.0,210300000.0,59700000.0,37600000.0,-9200000.0,9200000.0,9900000.0,9900000.0,332200000.0,38400000.0,157700701.0,154247972.0,0.06,0.06,9900000.0,9900000.0,9900000.0,9900000.0,9900000.0,18500000.0,28400000.0,-800000.0,-800000.0,-9200000.0,9200000.0,38400000.0,121900000.0,121900000.0,160300000.0,210300000.0,370600000.0,370600000.0,2023-03-31
0.0,0.21,52000000.0,3100000.0,23300000.0,210000000.0,52000000.0,28700000.0,-9100000.0,9100000.0,3100000.0,3100000.0,336500000.0,29400000.0,157554160.0,155121846.0,0.02,0.02,3100000.0,3100000.0,3100000.0,3100000.0,3100000.0,16500000.0,19600000.0,-700000.0,-700000.0,-9100000.0,9100000.0,29400000.0,126500000.0,126500000.0,155900000.0,210000000.0,365900000.0,365900000.0,2023-06-30
0.0,0.21,60100000.0,-3800000.0,38700000.0,217000000.0,60100000.0,21400000.0,-8900000.0,8900000.0,-3800000.0,-3800000.0,351000000.0,26500000.0,155693712.0,155693712.0,-0.02,-0.02,-3800000.0,-3800000.0,-3800000.0,-3800000.0,-3800000.0,16300000.0,12500000.0,-5100000.0,-5100000.0,-8900000.0,8900000.0,26500000.0,134000000.0,134000000.0,160500000.0,217000000.0,377500000.0,377500000.0,2023-09-30
