free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,issuance_of_capital_stock,net_common_stock_issuance,common_stock_issuance
189642000.0,-856590000.0,753000.0,-493586000.0,2678457000.0,0.0,4329330000.0,-1650873000.0,-1400229000.0,0.0,-1400229000.0,0.0,-544392000.0,-855837000.0,-855837000.0,-856590000.0,753000.0,-933872000.0,0.0,-933872000.0,-431086000.0,4003000.0,-9199000.0,13202000.0,-13203000.0,-1000.0,-13202000.0,-415485000.0,-415485000.0,-78101000.0,-78101000.0,683228000.0,0.0,683228000.0,180838000.0,-427227000.0,8394000.0,121995000.0,-120278000.0,-60238000.0,12519000.0,425400000.0,10146000.0,415254000.0,-212523000.0,439606000.0,439606000.0,-4395000.0,5993000.0,-137006000.0,252923000.0,-245285000.0,599875000.0,23000.0,-327978000.0,-327978000.0,336599000.0,336599000.0,-187515000.0,72893000.0,-148461000.0,-515570000.0,340396000.0,60364000.0,623509000.0,2022-12-31,,,
502332000.0,-82288000.0,1300000000.0,-37858000.0,2911274000.0,,2678457000.0,232817000.0,1206342000.0,,1206342000.0,-11325000.0,-45000.0,1217712000.0,1217712000.0,-82288000.0,1300000000.0,-1513715000.0,,-1513715000.0,-507193000.0,-56525000.0,,-56525000.0,-912139000.0,0.0,-912139000.0,-2044000.0,-2044000.0,-35814000.0,-35814000.0,540190000.0,,540190000.0,-210839000.0,-314352000.0,5860000.0,4567000.0,-119451000.0,-29894000.0,13796000.0,27628000.0,40770000.0,-13142000.0,-238214000.0,208575000.0,208575000.0,-9712000.0,-24064000.0,146264000.0,107912000.0,-580432000.0,-10723000.0,-4000.0,245611000.0,245611000.0,352650000.0,352650000.0,412362000.0,68482000.0,-104088000.0,-269120000.0,426041000.0,19063000.0,635490000.0,2023-03-31,,,
841892000.0,-107854000.0,1631303000.0,-90464000.0,4447484000.0,,2911274000.0,1536210000.0,1159320000.0,,1159320000.0,-7564000.0,-356565000.0,1523449000.0,1523449000.0,-107854000.0,1631303000.0,-555466000.0,,-555466000.0,-451385000.0,-14306000.0,,-14306000.0,689000.0,0.0,689000.0,-2666000.0,-2666000.0,-87798000.0,-87798000.0,932356000.0,,932356000.0,-135690000.0,-424455000.0,89697000.0,429079000.0,-114990000.0,-67017000.0,53327000.0,253398000.0,82452000.0,170946000.0,38371000.0,118649000.0,118649000.0,3856000.0,6579000.0,293926000.0,301726000.0,-525514000.0,224925000.0,220000.0,199813000.0,199813000.0,357622000.0,357622000.0,408953000.0,64322000.0,-72745000.0,,382675000.0,32274000.0,307706000.0,2023-06-30,,,
949587000.0,-1230516000.0,14022000.0,-25937000.0,5557791000.0,,4447484000.0,1349428000.0,931156000.0,,773094000.0,-63615000.0,21584000.0,-1216494000.0,-1216494000.0,-1230516000.0,14022000.0,-557252000.0,,-533096000.0,-464398000.0,-42761000.0,,-42761000.0,0.0,0.0,0.0,-1397000.0,-1397000.0,-24540000.0,-24540000.0,975524000.0,,857173000.0,74017000.0,-421180000.0,16403000.0,-127959000.0,-145898000.0,-96816000.0,-15088000.0,675300000.0,35286000.0,640014000.0,253811000.0,400812000.0,400812000.0,2037000.0,25055000.0,-572549000.0,-245466000.0,517472000.0,600627000.0,-966000.0,-352365000.0,-352365000.0,316960000.0,316960000.0,-339265000.0,59254000.0,-67842000.0,,625134000.0,10324000.0,573429000.0,2023-09-30,,,
1006472000.0,-103516000.0,0.0,-63934000.0,5634623000.0,115330000.0,5557791000.0,-38498000.0,-600246000.0,-81385000.0,-518861000.0,0.0,-415345000.0,-103516000.0,-103516000.0,-103516000.0,0.0,-508658000.0,-11368000.0,-497290000.0,-550239000.0,116883000.0,,58751000.0,0.0,0.0,0.0,-7281000.0,-7281000.0,-56653000.0,-56653000.0,1070406000.0,7123000.0,1063283000.0,-22164000.0,-513038000.0,62866000.0,104875000.0,-184010000.0,-61568000.0,-15071000.0,383298000.0,138835000.0,244463000.0,-150198000.0,246047000.0,246047000.0,1538000.0,11171000.0,-30483000.0,24265000.0,-158465000.0,-112537000.0,1476000.0,260998000.0,260998000.0,354808000.0,354808000.0,465422000.0,75683000.0,-63134000.0,-100820000.0,517702000.0,27525000.0,619042000.0,2023-12-31,0.0,0.0,0.0
