ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
2737211939.0,2737211939.0,9775761000.0,12727974000.0,10539637000.0,33271582000.0,2170652000.0,10539637000.0,273756000.0,20817364000.0,31646397000.0,21131225000.0,313861000.0,20817364000.0,593382000.0,1512687000.0,1512687000.0,7911295000.0,10800000000.0,10800000000.0,28572475000.0,21415878000.0,293855000.0,996223000.0,996223000.0,3681343000.0,1517682000.0,1517682000.0,11037919000.0,208886000.0,10829033000.0,3888856000.0,7156597000.0,804558000.0,,,1690055000.0,64870000.0,1625185000.0,1625185000.0,188186000.0,47726000.0,4426072000.0,47462000.0,4378610000.0,1198634000.0,482325000.0,502626000.0,156191000.0,2195025000.0,49703700000.0,40376451000.0,632458000.0,10000.0,1644299000.0,1644299000.0,13518097000.0,3972477000.0,25619000.0,621662000.0,430963000.0,190699000.0,3325196000.0,3278103000.0,47093000.0,535000.0,10277727000.0,10277727000.0,10330848000.0,-10221615000.0,20552463000.0,575080000.0,11776639000.0,9327249000.0,,,157000.0,60076000.0,194850000.0,6202917000.0,1035710000.0,1135000.0,1594759000.0,3350653000.0,2869249000.0,190792000.0,2678457000.0,2455816000.0,222641000.0,2022-12-31
2737211939.0,2737211939.0,11815429000.0,14995500000.0,10169107000.0,36170527000.0,2599989000.0,10169107000.0,268797000.0,21443824000.0,34365839000.0,21766529000.0,322705000.0,21443824000.0,585053000.0,1512687000.0,1512687000.0,8546084000.0,10800000000.0,10800000000.0,31297934000.0,23935401000.0,307171000.0,994854000.0,994854000.0,3818962000.0,1799749000.0,1799749000.0,13124558000.0,202543000.0,12922015000.0,3890107000.0,7362533000.0,584791000.0,42338000.0,42338000.0,1870942000.0,66254000.0,1804688000.0,1804688000.0,198027000.0,102664000.0,4606109000.0,35000.0,4606074000.0,1571621000.0,484759000.0,482086000.0,81503000.0,2067608000.0,53064463000.0,43101941000.0,631837000.0,247000.0,1637997000.0,1637997000.0,14039864000.0,4072693000.0,26802000.0,610745000.0,501700000.0,109045000.0,3435146000.0,3387868000.0,47278000.0,534000.0,11274717000.0,11274717000.0,11444052000.0,-10336024000.0,21780076000.0,387378000.0,13191985000.0,9962522000.0,-1000.0,,178000.0,69775000.0,223225000.0,6430843000.0,1135495000.0,1430000.0,1582732000.0,3468927000.0,3238501000.0,327227000.0,2911274000.0,2626680000.0,284594000.0,2023-03-31
2737211939.0,2737211939.0,11860229000.0,16588239000.0,10290145000.0,38068532000.0,3537280000.0,10290145000.0,280526000.0,21760819000.0,35780441000.0,22010932000.0,250113000.0,21760819000.0,575778000.0,1512687000.0,1512687000.0,8872354000.0,10800000000.0,10800000000.0,31996142000.0,24424913000.0,301479000.0,1006133000.0,1006133000.0,3221067000.0,1778207000.0,1778207000.0,14237909000.0,218287000.0,14019622000.0,3880118000.0,7571229000.0,1308006000.0,60966000.0,60966000.0,2350330000.0,62239000.0,2288091000.0,2288091000.0,85814000.0,,3766113000.0,280944000.0,3485169000.0,699747000.0,192836000.0,408573000.0,121947000.0,2184013000.0,54007074000.0,42898565000.0,641506000.0,7446000.0,1617571000.0,1617571000.0,13819775000.0,4123779000.0,3534298000.0,589481000.0,512147000.0,77334000.0,,,,,11470674000.0,,11217814000.0,,11217814000.0,,11217814000.0,11108509000.0,,,221000.0,58720000.0,216646000.0,6385344000.0,1117100000.0,871000.0,1675260000.0,3324803000.0,4447578000.0,94000.0,4447484000.0,,,2023-06-30
2983468781.0,2983468781.0,9582549000.0,15395864000.0,12342216000.0,38393395000.0,4318328000.0,12342216000.0,255524000.0,23253055000.0,36731557000.0,23508134000.0,255079000.0,23253055000.0,565957000.0,1512687000.0,1512687000.0,8357733000.0,12816678000.0,12816678000.0,32193255000.0,23197845000.0,235398000.0,1006066000.0,1006066000.0,2742598000.0,1668534000.0,1668534000.0,13681269000.0,202767000.0,13478502000.0,3863980000.0,8995410000.0,1679007000.0,63359000.0,63359000.0,1714595000.0,52757000.0,1661838000.0,1661838000.0,840645000.0,134192000.0,4626971000.0,73000.0,4626898000.0,1082094000.0,845700000.0,421734000.0,114337000.0,2277370000.0,55701389000.0,42387651000.0,635578000.0,0.0,1797026000.0,1797026000.0,13723207000.0,4268728000.0,31462000.0,671245000.0,554472000.0,116773000.0,3566021000.0,3516422000.0,49599000.0,445000.0,10910839000.0,10910839000.0,11051828000.0,-10115174000.0,21167002000.0,414450000.0,12551404000.0,13313738000.0,,1267925000.0,0.0,64809000.0,185897000.0,6198296000.0,1012406000.0,15344000.0,1245646000.0,3628800000.0,5596811000.0,39020000.0,5557791000.0,5371831000.0,185960000.0,2023-09-30
2982810590.0,2982810590.0,9327700000.0,15232765000.0,12716064000.0,38848476000.0,4406297000.0,12716064000.0,270442000.0,23886153000.0,36946847000.0,24191667000.0,305514000.0,23886153000.0,438261000.0,1625628000.0,1625628000.0,9000506000.0,12821758000.0,12821758000.0,31627407000.0,22317974000.0,261366000.0,1398410000.0,1398410000.0,2287320000.0,1686793000.0,1686793000.0,13281394000.0,220700000.0,13060694000.0,3402691000.0,9309433000.0,1329570000.0,,,1951371000.0,49742000.0,1901629000.0,1901629000.0,792843000.0,509663000.0,4725986000.0,27000.0,4725959000.0,1479513000.0,464147000.0,525893000.0,132979000.0,2256406000.0,55819074000.0,42103344000.0,634712000.0,0.0,1757688000.0,1757688000.0,13413104000.0,4049286000.0,31728000.0,506205000.0,490732000.0,15473000.0,3511353000.0,3462497000.0,48856000.0,444000.0,11170089000.0,11170089000.0,11078021000.0,-10110622000.0,21188643000.0,415597000.0,12571853000.0,13715730000.0,,1462929000.0,9000.0,62869000.0,174726000.0,6360338000.0,1045301000.0,1336000.0,1258561000.0,3770524000.0,5654859000.0,20236000.0,5634623000.0,5411325000.0,223298000.0,2023-12-31
