tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.191209,551000000.0,368000000.0,73000000.0,837000000.0,551000000.0,478000000.0,-18000000.0,23000000.0,5000000.0,368000000.0,368000000.0,1378000000.0,471000000.0,298000000.0,296000000.0,1.23,1.24,368000000.0,368000000.0,368000000.0,368000000.0,368000000.0,87000000.0,455000000.0,2000000.0,2000000.0,-18000000.0,23000000.0,5000000.0,471000000.0,541000000.0,119000000.0,422000000.0,1012000000.0,837000000.0,1849000000.0,1849000000.0,2022-10-31
0.0,0.141,502000000.0,352000000.0,67000000.0,788000000.0,502000000.0,435000000.0,-16000000.0,25000000.0,9000000.0,352000000.0,352000000.0,1330000000.0,426000000.0,297000000.0,296000000.0,1.19,1.19,352000000.0,352000000.0,352000000.0,352000000.0,352000000.0,58000000.0,410000000.0,,,-16000000.0,25000000.0,9000000.0,426000000.0,542000000.0,123000000.0,419000000.0,968000000.0,788000000.0,1756000000.0,1756000000.0,2023-01-31
0.0,0.199,472000000.0,302000000.0,71000000.0,793000000.0,472000000.0,401000000.0,-12000000.0,24000000.0,12000000.0,302000000.0,302000000.0,1334000000.0,383000000.0,297000000.0,296000000.0,1.02,1.02,302000000.0,302000000.0,302000000.0,302000000.0,302000000.0,75000000.0,377000000.0,6000000.0,6000000.0,-12000000.0,24000000.0,12000000.0,383000000.0,541000000.0,126000000.0,415000000.0,924000000.0,793000000.0,1717000000.0,1717000000.0,2023-04-30
0.0,0.159,227000000.0,111000000.0,71000000.0,1014000000.0,227000000.0,156000000.0,-11000000.0,24000000.0,13000000.0,111000000.0,111000000.0,1539000000.0,133000000.0,295000000.0,294000000.0,0.38,0.38,111000000.0,111000000.0,111000000.0,111000000.0,111000000.0,21000000.0,132000000.0,10000000.0,10000000.0,-11000000.0,24000000.0,13000000.0,133000000.0,525000000.0,118000000.0,407000000.0,658000000.0,1014000000.0,1672000000.0,1672000000.0,2023-07-31
0.0,0.21,504000000.0,475000000.0,62000000.0,773000000.0,504000000.0,442000000.0,-5000000.0,22000000.0,17000000.0,475000000.0,475000000.0,1280000000.0,408000000.0,293000000.0,292000000.0,1.62,1.63,475000000.0,475000000.0,475000000.0,475000000.0,475000000.0,-55000000.0,420000000.0,17000000.0,17000000.0,-5000000.0,22000000.0,17000000.0,408000000.0,507000000.0,114000000.0,393000000.0,915000000.0,773000000.0,1688000000.0,1688000000.0,2023-10-31
0.0,0.136,487000000.0,348000000.0,62000000.0,750000000.0,487000000.0,425000000.0,-4000000.0,22000000.0,18000000.0,348000000.0,348000000.0,1274000000.0,384000000.0,294000000.0,293000000.0,1.18,1.19,348000000.0,348000000.0,348000000.0,348000000.0,348000000.0,55000000.0,403000000.0,23000000.0,23000000.0,-4000000.0,22000000.0,18000000.0,384000000.0,524000000.0,128000000.0,396000000.0,908000000.0,750000000.0,1658000000.0,1658000000.0,2024-01-31
