ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
295000000.0,295000000.0,1716000000.0,2769000000.0,532000000.0,8074000000.0,1917000000.0,532000000.0,5305000000.0,8038000000.0,5305000000.0,5305000000.0,-347000000.0,-347000000.0,324000000.0,5325000000.0,3000000.0,3000000.0,0.0,5227000000.0,3366000000.0,536000000.0,97000000.0,97000000.0,2733000000.0,2733000000.0,1861000000.0,461000000.0,461000000.0,36000000.0,36000000.0,,455000000.0,909000000.0,329000000.0,580000000.0,580000000.0,10532000000.0,6754000000.0,686000000.0,195000000.0,4773000000.0,821000000.0,3952000000.0,1100000000.0,-1148000000.0,2248000000.0,934000000.0,1255000000.0,59000000.0,0.0,3778000000.0,282000000.0,,1038000000.0,555000000.0,483000000.0,1405000000.0,1405000000.0,1053000000.0,0.0,1053000000.0,2022-10-31
296000000.0,296000000.0,1721000000.0,2971000000.0,816000000.0,8580000000.0,2142000000.0,816000000.0,5609000000.0,8342000000.0,5609000000.0,5609000000.0,-280000000.0,-280000000.0,541000000.0,5345000000.0,3000000.0,3000000.0,0.0,5310000000.0,3374000000.0,542000000.0,99000000.0,99000000.0,2733000000.0,2733000000.0,1936000000.0,521000000.0,521000000.0,238000000.0,238000000.0,238000000.0,296000000.0,881000000.0,341000000.0,540000000.0,540000000.0,10919000000.0,6841000000.0,713000000.0,188000000.0,4793000000.0,810000000.0,3983000000.0,1147000000.0,,,,,,,4078000000.0,258000000.0,,1111000000.0,589000000.0,522000000.0,1459000000.0,1459000000.0,1250000000.0,,1250000000.0,2023-01-31
295000000.0,295000000.0,1558000000.0,2733000000.0,980000000.0,8514000000.0,2283000000.0,980000000.0,5781000000.0,8514000000.0,5781000000.0,5781000000.0,-282000000.0,-282000000.0,700000000.0,5360000000.0,3000000.0,3000000.0,0.0,5011000000.0,3345000000.0,515000000.0,97000000.0,97000000.0,2733000000.0,2733000000.0,1666000000.0,519000000.0,519000000.0,,,,359000000.0,788000000.0,309000000.0,479000000.0,479000000.0,10792000000.0,6866000000.0,695000000.0,186000000.0,4801000000.0,821000000.0,3980000000.0,1184000000.0,,,,,,,3949000000.0,267000000.0,3000000.0,1103000000.0,584000000.0,519000000.0,1401000000.0,1401000000.0,1175000000.0,,1175000000.0,2023-04-30
292747000.0,292747000.0,1460000000.0,2789000000.0,1072000000.0,8347000000.0,2270000000.0,1072000000.0,5558000000.0,8292000000.0,5558000000.0,5558000000.0,-271000000.0,-271000000.0,444000000.0,5382000000.0,3000000.0,3000000.0,0.0,5117000000.0,3357000000.0,531000000.0,92000000.0,92000000.0,2734000000.0,2734000000.0,1760000000.0,512000000.0,512000000.0,55000000.0,55000000.0,,331000000.0,862000000.0,410000000.0,452000000.0,452000000.0,10675000000.0,6645000000.0,758000000.0,190000000.0,4486000000.0,502000000.0,3984000000.0,1211000000.0,,,,,,,4030000000.0,290000000.0,,1072000000.0,574000000.0,498000000.0,1339000000.0,1339000000.0,1329000000.0,,1329000000.0,2023-07-31
292123241.0,292123241.0,1145000000.0,2735000000.0,1410000000.0,8580000000.0,2583000000.0,1410000000.0,5845000000.0,8580000000.0,5845000000.0,5845000000.0,-327000000.0,-327000000.0,782000000.0,5387000000.0,3000000.0,3000000.0,0.0,4918000000.0,3315000000.0,477000000.0,103000000.0,103000000.0,2735000000.0,2735000000.0,1603000000.0,505000000.0,505000000.0,,,,371000000.0,727000000.0,309000000.0,418000000.0,418000000.0,10763000000.0,6577000000.0,708000000.0,164000000.0,4435000000.0,475000000.0,3960000000.0,1270000000.0,-1223000000.0,2493000000.0,1024000000.0,1409000000.0,60000000.0,0.0,4186000000.0,274000000.0,,1031000000.0,570000000.0,461000000.0,1291000000.0,1291000000.0,1590000000.0,,1590000000.0,2023-10-31
293041817.0,293041817.0,807000000.0,2555000000.0,1778000000.0,8743000000.0,2721000000.0,1778000000.0,6188000000.0,8743000000.0,6188000000.0,6188000000.0,-316000000.0,-316000000.0,1061000000.0,5440000000.0,3000000.0,3000000.0,0.0,4760000000.0,3143000000.0,486000000.0,102000000.0,102000000.0,2555000000.0,2555000000.0,1617000000.0,522000000.0,522000000.0,,,,272000000.0,823000000.0,335000000.0,488000000.0,488000000.0,10948000000.0,6610000000.0,716000000.0,170000000.0,4410000000.0,443000000.0,3967000000.0,1314000000.0,,,,,,,4338000000.0,262000000.0,,1033000000.0,569000000.0,464000000.0,1295000000.0,1295000000.0,1748000000.0,,1748000000.0,2024-01-31
