free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
1308000000.0,0.0,-6115000000.0,7003000000.0,0.0,-49000000.0,358000000.0,,6704000000.0,4376000000.0,2328000000.0,2234000000.0,2234000000.0,-2000000.0,-253000000.0,-29000000.0,-224000000.0,0.0,0.0,0.0,0.0,0.0,888000000.0,1378000000.0,1378000000.0,-490000000.0,-6115000000.0,5625000000.0,-1263000000.0,-1263000000.0,-33000000.0,58000000.0,1255000000.0,-1197000000.0,0.0,0.0,444000000.0,493000000.0,-49000000.0,1357000000.0,1357000000.0,307000000.0,12000000.0,131000000.0,-47000000.0,3000000.0,23000000.0,155000000.0,155000000.0,129000000.0,129000000.0,649000000.0,2022-12-31
105000000.0,,-268000000.0,8669000000.0,317000000.0,-25000000.0,562000000.0,,10369000000.0,6704000000.0,3665000000.0,5834000000.0,5834000000.0,6000000.0,-254000000.0,-29000000.0,-225000000.0,317000000.0,,317000000.0,,,8401000000.0,5128000000.0,5128000000.0,3273000000.0,-268000000.0,3541000000.0,-2299000000.0,-2299000000.0,261000000.0,-821000000.0,1187000000.0,-2008000000.0,,,462000000.0,487000000.0,-25000000.0,130000000.0,130000000.0,-759000000.0,1000000.0,-456000000.0,-348000000.0,-24000000.0,25000000.0,55000000.0,55000000.0,142000000.0,142000000.0,606000000.0,2023-03-31
598000000.0,,-8268000000.0,4925000000.0,0.0,-32000000.0,871000000.0,,11079000000.0,10369000000.0,710000000.0,-1087000000.0,-1087000000.0,-35000000.0,-252000000.0,-28000000.0,-224000000.0,0.0,,0.0,,,-3550000000.0,-5335000000.0,,1785000000.0,-8268000000.0,10053000000.0,1167000000.0,1167000000.0,-102000000.0,1403000000.0,1798000000.0,-395000000.0,,,431000000.0,463000000.0,-32000000.0,630000000.0,630000000.0,-259000000.0,-110000000.0,243000000.0,-269000000.0,,23000000.0,-17000000.0,-17000000.0,202000000.0,202000000.0,565000000.0,2023-06-30
976000000.0,,-3096000000.0,1303000000.0,0.0,-23000000.0,909000000.0,-87000000.0,11435000000.0,11079000000.0,356000000.0,-2087000000.0,-2087000000.0,-9000000.0,-265000000.0,-40000000.0,-225000000.0,0.0,,0.0,,,-2652000000.0,-859000000.0,,-1793000000.0,-3096000000.0,1303000000.0,1444000000.0,1444000000.0,32000000.0,1202000000.0,1367000000.0,-165000000.0,0.0,0.0,-973000000.0,,-23000000.0,999000000.0,999000000.0,131000000.0,7000000.0,502000000.0,-298000000.0,,25000000.0,-26000000.0,-26000000.0,214000000.0,214000000.0,552000000.0,2023-09-30
838000000.0,,-744000000.0,68000000.0,0.0,-60000000.0,1017000000.0,84000000.0,10129000000.0,11435000000.0,-1306000000.0,1105000000.0,1105000000.0,-8000000.0,-263000000.0,-37000000.0,-226000000.0,-82000000.0,,0.0,,,-905000000.0,-229000000.0,,-676000000.0,-744000000.0,68000000.0,-3309000000.0,-3309000000.0,-120000000.0,-1897000000.0,1386000000.0,-3283000000.0,0.0,0.0,1831000000.0,,-60000000.0,898000000.0,898000000.0,548000000.0,-4000000.0,52000000.0,424000000.0,26000000.0,24000000.0,-314000000.0,-314000000.0,240000000.0,240000000.0,248000000.0,2023-12-31
