free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
-815000000.0,-1261000000.0,-13486000000.0,10726000000.0,-462000000.0,3170000000.0,195321000000.0,189707000000.0,10129000000.0,-4512000000.0,-155000000.0,-157000000.0,-134000000.0,0.0,,-1261000000.0,-1261000000.0,1240000000.0,4000000000.0,-2760000000.0,-13486000000.0,10726000000.0,-4004000000.0,-4005000000.0,,-3740000000.0,-4569000000.0,829000000.0,45000000.0,48000000.0,-3000000.0,-310000000.0,152000000.0,-462000000.0,-353000000.0,-355000000.0,-298000000.0,1285000000.0,-7459000000.0,-2896000000.0,-69000000.0,-69000000.0,544000000.0,544000000.0,544000000.0,-582000000.0,-1000000.0,1656000000.0,2022-12-31
-25481000000.0,-2191000000.0,-23193000000.0,26811000000.0,-375000000.0,5859000000.0,167439000000.0,195321000000.0,747000000.0,-28630000000.0,-1128000000.0,-1128000000.0,-126000000.0,,,-2191000000.0,-2191000000.0,1189000000.0,-2429000000.0,3618000000.0,-23193000000.0,26811000000.0,-2396000000.0,-2395000000.0,-1000000.0,-2020000000.0,1102000000.0,-3122000000.0,,,,-375000000.0,,-375000000.0,-25106000000.0,-25104000000.0,-545000000.0,-28660000000.0,-21299000000.0,2624000000.0,-28000000.0,-28000000.0,525000000.0,525000000.0,525000000.0,-97000000.0,-10000000.0,1037000000.0,2023-03-31
42316000000.0,,-54397000000.0,24609000000.0,-455000000.0,5745000000.0,295759000000.0,167439000000.0,2213000000.0,126108000000.0,-23928000000.0,-23928000000.0,-148000000.0,,,55000000.0,,-22156000000.0,7632000000.0,-29788000000.0,-54397000000.0,24609000000.0,107265000000.0,107264000000.0,108511000000.0,-838000000.0,6025000000.0,-6863000000.0,,,,-454000000.0,,-455000000.0,42771000000.0,42769000000.0,-380000000.0,40962000000.0,18401000000.0,-28265000000.0,-7000000.0,-7000000.0,866000000.0,866000000.0,,-23000000.0,-26000000.0,28878000000.0,2023-06-30
30069000000.0,,-61830000000.0,36608000000.0,-397000000.0,11937000000.0,292400000000.0,295759000000.0,-4457000000.0,1098000000.0,-27512000000.0,-27512000000.0,-207000000.0,0.0,0.0,36000000.0,,-27341000000.0,-2119000000.0,-25222000000.0,-61830000000.0,36608000000.0,-1856000000.0,-1857000000.0,1000000.0,-1522000000.0,125000000.0,-1647000000.0,0.0,1000000.0,,-335000000.0,62000000.0,-397000000.0,30466000000.0,30466000000.0,-619000000.0,32408000000.0,-2331000000.0,-1709000000.0,-117000000.0,-117000000.0,950000000.0,950000000.0,,28000000.0,-82000000.0,-664000000.0,2023-09-30
37479000000.0,,-26567000000.0,21707000000.0,-458000000.0,12428000000.0,340311000000.0,292400000000.0,15452000000.0,32458000000.0,-5694000000.0,-5694000000.0,-240000000.0,0.0,0.0,-679000000.0,,-4775000000.0,85000000.0,-4860000000.0,-26567000000.0,21707000000.0,215000000.0,216000000.0,-1000000.0,601000000.0,3213000000.0,-2612000000.0,71000000.0,74000000.0,-3000000.0,-456000000.0,2000000.0,-458000000.0,37937000000.0,37936000000.0,-308000000.0,45393000000.0,72972000000.0,-7038000000.0,-542000000.0,-542000000.0,1409000000.0,1409000000.0,,338000000.0,466000000.0,-1385000000.0,2023-12-31
