tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date,write_off
4640000.0,0.145,32000000.0,32000000.0,1653000000.0,544000000.0,1589000000.0,2954000000.0,4543000000.0,1625640000.0,1653000000.0,3278599186.0,3141689290.0,0.5,0.53,1653000000.0,0.0,1653000000.0,1653000000.0,-4000000.0,1657000000.0,1657000000.0,280000000.0,1937000000.0,32000000.0,41000000.0,-18000000.0,69000000.0,1876000000.0,543000000.0,543000000.0,5423000000.0,,5423000000.0,1370000000.0,4053000000.0,7878000000.0,7878000000.0,2022-12-31,
-244372000.0,0.307,-796000000.0,-796000000.0,1029000000.0,525000000.0,1389000000.0,3814000000.0,5203000000.0,1580628000.0,1029000000.0,3213668037.0,3072799315.0,0.32,0.33,1029000000.0,0.0,1029000000.0,1029000000.0,-8000000.0,1037000000.0,1036000000.0,459000000.0,1495000000.0,-796000000.0,,721000000.0,75000000.0,2681000000.0,525000000.0,525000000.0,5636000000.0,52000000.0,5584000000.0,969000000.0,4615000000.0,8744000000.0,8744000000.0,2023-03-31,
336312000.0,0.012,28026000000.0,28026000000.0,28875000000.0,866000000.0,1715000000.0,5880000000.0,7595000000.0,1185312000.0,28875000000.0,3212330848.0,3082139901.0,8.99,9.37,28871000000.0,-4000000.0,28875000000.0,28875000000.0,-3000000.0,28878000000.0,28878000000.0,361000000.0,29239000000.0,28026000000.0,,69000000.0,-28095000000.0,2463000000.0,622000000.0,622000000.0,6408000000.0,89000000.0,6319000000.0,1022000000.0,5297000000.0,9541000000.0,9541000000.0,2023-06-30,
-92055000.0,0.085,-1083000000.0,-1083000000.0,-785000000.0,950000000.0,2107000000.0,9083000000.0,11190000000.0,205945000.0,-785000000.0,3230259298.0,3229878446.0,-0.24,-0.24,-786000000.0,-1000000.0,-785000000.0,-785000000.0,-4000000.0,-781000000.0,-781000000.0,526000000.0,-255000000.0,-1083000000.0,,12000000.0,1071000000.0,3212000000.0,846000000.0,846000000.0,7644000000.0,108000000.0,7536000000.0,1004000000.0,6532000000.0,10737000000.0,10737000000.0,2023-09-30,
-141185000.0,0.085,-1661000000.0,-1661000000.0,-279000000.0,1409000000.0,2094000000.0,9440000000.0,11534000000.0,1240815000.0,-279000000.0,3225623734.0,3225500133.0,-0.09,-0.09,-279000000.0,0.0,-279000000.0,-279000000.0,-1000000.0,-278000000.0,-278000000.0,-473000000.0,-751000000.0,-1661000000.0,,68000000.0,1085000000.0,3158000000.0,906000000.0,906000000.0,8745000000.0,,8745000000.0,2478000000.0,6267000000.0,10417000000.0,10417000000.0,2023-12-31,508000000.0
