tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-7866390.0,0.21,240672000.0,-37459000.0,-37459000.0,88333000.0,43597000.0,3167367000.0,203213000.0,159616000.0,-36700000.0,36700000.0,,117925610.0,87945000.0,3202979000.0,151746000.0,140642000.0,138687000.0,0.63,0.63,87945000.0,87945000.0,87945000.0,-8818000.0,96763000.0,-388000.0,97151000.0,25765000.0,122916000.0,-19760000.0,7870000.0,-37459000.0,37459000.0,9829000.0,-36700000.0,36700000.0,,179376000.0,35612000.0,35612000.0,35612000.0,35612000.0,214988000.0,3167367000.0,3382355000.0,3382355000.0,2022-12-31
-975784.163764,0.245604,257897000.0,-3973000.0,-3973000.0,118390000.0,44189000.0,3262078000.0,253924000.0,209735000.0,-42372000.0,42372000.0,,121387215.836236,76615000.0,3296225000.0,197430000.0,140335000.0,138927000.0,0.55,0.55,76615000.0,76615000.0,76615000.0,-7868000.0,84483000.0,-41775000.0,126258000.0,41105000.0,167363000.0,15788000.0,12305000.0,-3973000.0,3973000.0,7456000.0,-42372000.0,42372000.0,,193947000.0,34147000.0,34147000.0,34147000.0,34147000.0,228094000.0,3262078000.0,3490172000.0,3490172000.0,2023-03-31
-1363581.964515,0.149598,-42448000.0,-9115000.0,-9115000.0,-127094000.0,43261000.0,3413471000.0,-51563000.0,-94824000.0,-30066000.0,38868000.0,8802000.0,-119342581.964515,-134701000.0,3456354000.0,-105423000.0,138741000.0,138741000.0,-0.97,-0.97,-134701000.0,-134701000.0,-134701000.0,-13402000.0,-121299000.0,-7607000.0,-113692000.0,-20000000.0,-133692000.0,-310821000.0,1797000.0,-9115000.0,9115000.0,-303503000.0,-30066000.0,38868000.0,8802000.0,207195000.0,42883000.0,42883000.0,42883000.0,42883000.0,250078000.0,3413471000.0,3663549000.0,3663549000.0,2023-06-30
-22280164.293384,0.161618,280750000.0,-137857000.0,-137857000.0,32910000.0,44678000.0,3590080000.0,142893000.0,98215000.0,-25643000.0,41402000.0,15759000.0,148486835.706616,25473000.0,3631013000.0,80381000.0,139418000.0,138103000.0,0.18,0.18,25473000.0,25473000.0,25473000.0,-14721000.0,40194000.0,-7437000.0,47631000.0,9182000.0,56813000.0,-128916000.0,2075000.0,-137857000.0,137857000.0,6866000.0,-25643000.0,41402000.0,15759000.0,211372000.0,40933000.0,40933000.0,40933000.0,40933000.0,252305000.0,3590080000.0,3842385000.0,3842385000.0,2023-09-30
-3155100.0,0.195,237298000.0,-16180000.0,-16180000.0,95725000.0,43322000.0,3655950000.0,221118000.0,177796000.0,-29155000.0,41257000.0,12102000.0,108749900.0,94438000.0,3691674000.0,163125000.0,137101000.0,135897000.0,0.69,0.69,94438000.0,94438000.0,94438000.0,-14156000.0,108594000.0,-1287000.0,109881000.0,26658000.0,136539000.0,-42552000.0,2569000.0,-16180000.0,16180000.0,-28941000.0,-29155000.0,41257000.0,12102000.0,208246000.0,35724000.0,35724000.0,35724000.0,35724000.0,243970000.0,3655950000.0,3899920000.0,3899920000.0,2023-12-31
