free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
83645000.0,-70010000.0,-746428000.0,735301000.0,8620000.0,-36369000.0,1162681000.0,,1176772000.0,2513000.0,-16604000.0,-91380000.0,-91380000.0,1933000.0,,-20796000.0,,-61390000.0,-70010000.0,8620000.0,-11127000.0,-11127000.0,-746428000.0,735301000.0,-45238000.0,0.0,-45238000.0,2526000.0,2526000.0,-11480000.0,718000.0,-12198000.0,85000.0,85000.0,-36369000.0,120014000.0,120014000.0,20711000.0,-56686000.0,171100000.0,28046000.0,-18100000.0,34092000.0,-52192000.0,-52192000.0,-21956000.0,-215776000.0,-215776000.0,1237000.0,11893000.0,43597000.0,43597000.0,2499000.0,-8089000.0,10588000.0,96763000.0,2022-12-31
-21009000.0,-25181000.0,-818392000.0,809450000.0,3874000.0,-32450000.0,1073515000.0,,1162681000.0,1035000.0,-82857000.0,-55984000.0,-55984000.0,-4426000.0,,-25421000.0,,-21307000.0,-25181000.0,3874000.0,-8942000.0,-8942000.0,-818392000.0,809450000.0,-38314000.0,0.0,-38314000.0,2260000.0,2260000.0,-8295000.0,5634000.0,-13929000.0,171000.0,171000.0,-32450000.0,11441000.0,11441000.0,6415000.0,-166610000.0,-45065000.0,-45367000.0,37959000.0,-45775000.0,83734000.0,83734000.0,46092000.0,-160229000.0,,41538000.0,12702000.0,44189000.0,44189000.0,-11276000.0,-7456000.0,-3820000.0,84483000.0,2023-03-31
264867000.0,-50018000.0,-969553000.0,955319000.0,9481000.0,-14474000.0,1257731000.0,-15068000.0,1073515000.0,-547000.0,199831000.0,-56609000.0,-56609000.0,23193000.0,0.0,-25031000.0,,-40537000.0,-50018000.0,9481000.0,-14234000.0,-14234000.0,-969553000.0,955319000.0,-22901000.0,0.0,-22901000.0,1191000.0,1191000.0,-9650000.0,9067000.0,-18717000.0,32000.0,32000.0,-14474000.0,279341000.0,279341000.0,4752000.0,30390000.0,45857000.0,-18790000.0,108283000.0,43792000.0,64491000.0,64491000.0,-28263000.0,-76697000.0,,2029000.0,16285000.0,43261000.0,43261000.0,303923000.0,303503000.0,420000.0,-121299000.0,2023-06-30
262877000.0,-234075000.0,-1018266000.0,1006598000.0,10922000.0,-22307000.0,1260206000.0,20466000.0,1257731000.0,-2489000.0,-15502000.0,-268962000.0,-268962000.0,-11253000.0,2056000.0,-24944000.0,-24944000.0,-223153000.0,-234075000.0,10922000.0,-11668000.0,-11668000.0,-1018266000.0,1006598000.0,-31724000.0,0.0,-31724000.0,0.0,0.0,-9473000.0,5455000.0,-14928000.0,56000.0,56000.0,-22307000.0,285184000.0,285184000.0,9300000.0,242769000.0,-34408000.0,-47668000.0,138611000.0,65130000.0,73481000.0,73481000.0,136030000.0,50204000.0,,4806000.0,5002000.0,44678000.0,44678000.0,-11886000.0,-5667000.0,-6219000.0,40194000.0,2023-09-30
86818000.0,-92138000.0,-1106061000.0,1091072000.0,9678000.0,-56245000.0,1193250000.0,,1262152000.0,1104000.0,-70006000.0,-126280000.0,-126280000.0,-4356000.0,,-24475000.0,-24475000.0,-82460000.0,-92138000.0,9678000.0,-14989000.0,-14989000.0,-1106061000.0,1091072000.0,-86789000.0,,-86789000.0,1870000.0,1870000.0,-32483000.0,0.0,-32483000.0,69000.0,69000.0,-56245000.0,143063000.0,143063000.0,7434000.0,-77414000.0,93745000.0,-37327000.0,61288000.0,121554000.0,-60266000.0,-60266000.0,-11754000.0,-183366000.0,,547000.0,15052000.0,43322000.0,43322000.0,45528000.0,28941000.0,16587000.0,108594000.0,2023-12-31
