tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1426800.0,0.246,1613000000.0,-5800000.0,-5800000.0,855200000.0,342500000.0,6460100000.0,1607200000.0,1264700000.0,-118100000.0,129700000.0,11600000.0,859573200.0,855200000.0,7512800000.0,671500000.0,1253100000.0,1152900000.0,1148500000.0,0.74,0.745078,855200000.0,855200000.0,855200000.0,0.0,855200000.0,855200000.0,279800000.0,1135000000.0,52000000.0,-5800000.0,,5800000.0,57800000.0,-118100000.0,129700000.0,11600000.0,1201100000.0,1037300000.0,129300000.0,327100000.0,327100000.0,580900000.0,580900000.0,580900000.0,2238400000.0,6475500000.0,8713900000.0,8203000000.0,2022-12-31
20542500.0,0.249,1630200000.0,82500000.0,82500000.0,908300000.0,366800000.0,6412800000.0,1712700000.0,1345900000.0,-117900000.0,136300000.0,18400000.0,846342500.0,908300000.0,7526200000.0,703400000.0,1327500000.0,1152700000.0,1147000000.0,0.79,0.790307,908300000.0,908300000.0,908300000.0,0.0,908300000.0,908300000.0,301300000.0,1209600000.0,133900000.0,82500000.0,91300000.0,8800000.0,51400000.0,-117900000.0,136300000.0,18400000.0,1193600000.0,1088500000.0,126200000.0,341900000.0,341900000.0,620400000.0,620400000.0,620400000.0,2282100000.0,6437700000.0,8719800000.0,8211800000.0,2023-03-31
-1562000.0,0.22,1976800000.0,-7100000.0,-7100000.0,1141700000.0,364500000.0,6539500000.0,1969700000.0,1605200000.0,-119600000.0,140900000.0,21300000.0,1147238000.0,1141700000.0,7647000000.0,727400000.0,1583900000.0,1150500000.0,1145400000.0,0.99,0.9959,1141700000.0,1141700000.0,1141700000.0,-200000.0,1141900000.0,1141900000.0,322400000.0,1464300000.0,62600000.0,-7100000.0,0.0,7100000.0,69700000.0,-119600000.0,140900000.0,21300000.0,1521300000.0,1085200000.0,138700000.0,342200000.0,342200000.0,604300000.0,604300000.0,604300000.0,2606500000.0,6561800000.0,9168300000.0,8692900000.0,2023-06-30
0.0,0.234637,2112800000.0,0.0,0.0,1219300000.0,376500000.0,6629300000.0,2112800000.0,1736300000.0,-113100000.0,143200000.0,30100000.0,1219300000.0,1219300000.0,7786800000.0,768800000.0,1706200000.0,1149400000.0,1142600000.0,1.06,1.064519,1219300000.0,1219300000.0,1219300000.0,0.0,1219300000.0,1219300000.0,373800000.0,1593100000.0,119400000.0,0.0,0.0,0.0,119400000.0,-113100000.0,143200000.0,30100000.0,1586800000.0,1132400000.0,145300000.0,351400000.0,351400000.0,635700000.0,635700000.0,635700000.0,2719200000.0,6654400000.0,9373600000.0,8867400000.0,2023-09-30
0.0,0.257,1903600000.0,0.0,0.0,1024400000.0,384400000.0,6813000000.0,1903600000.0,1519200000.0,-106300000.0,140100000.0,33800000.0,1024400000.0,1024400000.0,7995800000.0,745700000.0,1485400000.0,1140600000.0,1136600000.0,0.9,0.9,1024400000.0,1024400000.0,1024400000.0,0.0,1024400000.0,1024400000.0,354700000.0,1379100000.0,55900000.0,0.0,,,55900000.0,-106300000.0,140100000.0,33800000.0,1429500000.0,1163700000.0,150400000.0,365300000.0,365300000.0,648000000.0,648000000.0,648000000.0,2593200000.0,6832100000.0,9425300000.0,8947300000.0,2023-12-31
