ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,line_of_credit,commercial_paper
1148500000.0,1148500000.0,11739500000.0,23818900000.0,-12208200000.0,6252200000.0,-2311300000.0,-12208200000.0,8892900000.0,-8673800000.0,4502900000.0,-8665900000.0,7900000.0,-8673800000.0,-538900000.0,-538900000.0,-8203200000.0,67200000.0,1100000.0,1100000.0,36922000000.0,27675800000.0,600500000.0,6263200000.0,6263200000.0,20812100000.0,7635400000.0,13176700000.0,9246200000.0,2137000000.0,2137000000.0,3006800000.0,1257500000.0,1749300000.0,1749300000.0,243600000.0,3858800000.0,1426300000.0,2432500000.0,608600000.0,475700000.0,280100000.0,1348200000.0,28256100000.0,21321200000.0,527600000.0,1811800000.0,1811800000.0,614100000.0,283600000.0,283600000.0,330500000.0,,,3534400000.0,151400000.0,3383000000.0,14833300000.0,-9359100000.0,24192400000.0,9368600000.0,603000000.0,12029700000.0,1578400000.0,566600000.0,46100000.0,0.0,6934900000.0,335100000.0,2088100000.0,676700000.0,1411400000.0,1201300000.0,28400000.0,10000000.0,1162900000.0,,,3310400000.0,123900000.0,3186500000.0,2022-12-31,,
1147000000.0,1147000000.0,12414500000.0,24509300000.0,-12050000000.0,6979400000.0,-2075600000.0,-12050000000.0,9023000000.0,-8506900000.0,5037900000.0,-8499400000.0,7500000.0,-8506900000.0,-521600000.0,-521600000.0,-8024600000.0,38200000.0,1100000.0,1100000.0,37108400000.0,27986600000.0,488100000.0,6200200000.0,6200200000.0,21298300000.0,7753500000.0,13544800000.0,9121800000.0,1795900000.0,1795900000.0,3211000000.0,1269500000.0,1941500000.0,1941500000.0,248700000.0,3866200000.0,1480000000.0,2386200000.0,607800000.0,344400000.0,150600000.0,1434000000.0,28609000000.0,21562800000.0,526700000.0,1811100000.0,1811100000.0,611700000.0,251200000.0,251200000.0,360500000.0,,,3543100000.0,130800000.0,3412300000.0,15070200000.0,-9632300000.0,24702500000.0,9578200000.0,654400000.0,12247100000.0,1609400000.0,567300000.0,46100000.0,0.0,7046200000.0,408600000.0,2000600000.0,655500000.0,1345100000.0,1185800000.0,,,1185800000.0,,,3451200000.0,379400000.0,3071800000.0,2023-03-31,,
1145400000.0,1145400000.0,12057800000.0,24371200000.0,-11723900000.0,7066200000.0,-2043900000.0,-11723900000.0,8956400000.0,-8348600000.0,5195800000.0,-8341600000.0,7000000.0,-8348600000.0,-777500000.0,-777500000.0,-7610500000.0,38300000.0,1100000.0,1100000.0,37074600000.0,27860000000.0,471900000.0,6152500000.0,6152500000.0,21235600000.0,7691200000.0,13544400000.0,9214600000.0,1759600000.0,1759600000.0,3135600000.0,1265200000.0,1870400000.0,1870400000.0,255100000.0,4064300000.0,1574900000.0,2489400000.0,607000000.0,378900000.0,184200000.0,1503500000.0,28733000000.0,21562300000.0,541700000.0,1790300000.0,1790300000.0,623000000.0,238600000.0,238600000.0,384400000.0,,,3375300000.0,124400000.0,3250900000.0,15232000000.0,-9687700000.0,24919700000.0,9731500000.0,729900000.0,12211500000.0,1578000000.0,622700000.0,46100000.0,0.0,7170700000.0,423500000.0,1987000000.0,616700000.0,1370300000.0,1140200000.0,,,1140200000.0,,,3620000000.0,263000000.0,3357000000.0,2023-06-30,,
1142600000.0,1142600000.0,11848200000.0,24599800000.0,-11333600000.0,7404900000.0,-2041900000.0,-11333600000.0,9200100000.0,-7994800000.0,5552800000.0,-7987800000.0,7000000.0,-7994800000.0,-778200000.0,-778200000.0,-7255800000.0,38100000.0,1100000.0,1100000.0,37433300000.0,28088000000.0,513800000.0,6101800000.0,6101800000.0,21472400000.0,7924800000.0,13547600000.0,9345300000.0,1700200000.0,1700200000.0,3127400000.0,1275300000.0,1852100000.0,1852100000.0,233500000.0,4284200000.0,1686700000.0,2597500000.0,651200000.0,402000000.0,189300000.0,1544300000.0,29445500000.0,22142100000.0,546500000.0,1769800000.0,1769800000.0,687300000.0,247400000.0,247400000.0,439900000.0,415700000.0,24200000.0,3338800000.0,120500000.0,3218300000.0,15799700000.0,-9923100000.0,25722800000.0,10133700000.0,607500000.0,12604500000.0,1664500000.0,666500000.0,46100000.0,0.0,7303400000.0,359900000.0,1806400000.0,644900000.0,1161500000.0,1184100000.0,,,1184100000.0,-23800000.0,1207900000.0,3953000000.0,401500000.0,3551500000.0,2023-09-30,,
1132200000.0,1132200000.0,12014700000.0,24463500000.0,-12034600000.0,6399100000.0,-2826100000.0,-12034600000.0,9448400000.0,-8616000000.0,4948800000.0,-8608900000.0,7100000.0,-8616000000.0,-557800000.0,-557800000.0,-8097500000.0,38200000.0,1100000.0,1100000.0,37788600000.0,28393000000.0,560200000.0,6129000000.0,6129000000.0,21703800000.0,8139000000.0,13564800000.0,9395600000.0,2199800000.0,2199800000.0,2759700000.0,1309400000.0,1450300000.0,1100800000.0,,4436100000.0,1730100000.0,2706000000.0,645200000.0,600100000.0,374600000.0,1460700000.0,29179700000.0,22610200000.0,531100000.0,1769400000.0,1769400000.0,640800000.0,239800000.0,239800000.0,401000000.0,,,3418600000.0,115800000.0,3302800000.0,16250300000.0,-10081500000.0,26331800000.0,10321700000.0,610300000.0,12957900000.0,1717400000.0,678400000.0,46100000.0,0.0,6569500000.0,374700000.0,1646300000.0,612700000.0,1033600000.0,1165100000.0,,,1165100000.0,,,3383400000.0,383000000.0,3000400000.0,2023-12-31,49500000.0,300000000.0
