free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date,change_in_tax_payable,change_in_income_tax_payable
1076400000.0,-191400000.0,,,45900000.0,-516800000.0,116700000.0,106200000.0,3186500000.0,2818400000.0,62000000.0,306100000.0,-1007800000.0,-1007800000.0,-79000000.0,-608300000.0,-608300000.0,-145500000.0,-191400000.0,45900000.0,-175000000.0,-175000000.0,,,,,,-279300000.0,-279300000.0,-6100000.0,243600000.0,254100000.0,-10500000.0,-516800000.0,-516800000.0,1593200000.0,1593200000.0,45700000.0,14200000.0,262400000.0,-281400000.0,-117300000.0,-117300000.0,-117300000.0,108500000.0,42000000.0,42000000.0,270400000.0,85200000.0,15800000.0,15800000.0,342500000.0,342500000.0,-35800000.0,-56900000.0,855200000.0,2022-12-31,,
282400000.0,-287900000.0,,,83900000.0,-485200000.0,133700000.0,530600000.0,3071800000.0,3186500000.0,21000000.0,-135700000.0,-275600000.0,-275600000.0,-13100000.0,-609100000.0,-609100000.0,-204000000.0,-287900000.0,83900000.0,550600000.0,52800000.0,,,,,,-627700000.0,-627700000.0,76900000.0,-219400000.0,17800000.0,-237200000.0,-485200000.0,-485200000.0,767600000.0,767600000.0,42300000.0,-857900000.0,-653900000.0,-340400000.0,66100000.0,66100000.0,66100000.0,86100000.0,-15800000.0,-15800000.0,336900000.0,74100000.0,-13200000.0,-13200000.0,366800000.0,366800000.0,-89800000.0,-53000000.0,908400000.0,2023-03-31,,
1070800000.0,-220000000.0,-46700000.0,30900000.0,19600000.0,-632100000.0,119200000.0,303000000.0,3357000000.0,3071800000.0,-89000000.0,374200000.0,-829500000.0,-829500000.0,-5900000.0,-607400000.0,-607400000.0,-200400000.0,-220000000.0,19600000.0,-15800000.0,-15800000.0,-46700000.0,30900000.0,0.0,0.0,0.0,-499200000.0,-499200000.0,-2800000.0,135700000.0,245100000.0,-109400000.0,-632100000.0,-632100000.0,1702900000.0,1702900000.0,58600000.0,-243000000.0,74800000.0,-434300000.0,98500000.0,98500000.0,98500000.0,-100000.0,18100000.0,18100000.0,413900000.0,69200000.0,-32800000.0,-32800000.0,364500000.0,364500000.0,-69300000.0,-72800000.0,1141800000.0,2023-06-30,,
1245500000.0,-285100000.0,-32100000.0,30900000.0,18000000.0,-699500000.0,154700000.0,354400000.0,3551500000.0,3357000000.0,-8200000.0,202700000.0,-877700000.0,-877700000.0,-2400000.0,-607000000.0,-607000000.0,-267100000.0,-285100000.0,18000000.0,-1200000.0,-1200000.0,-32100000.0,30900000.0,0.0,0.0,0.0,-864600000.0,-864600000.0,-14100000.0,-151000000.0,102400000.0,-253400000.0,-699500000.0,-699500000.0,1945000000.0,1945000000.0,76200000.0,-46700000.0,112200000.0,-387700000.0,105300000.0,105300000.0,52800000.0,171900000.0,-48400000.0,-48400000.0,371500000.0,74200000.0,-29200000.0,-29200000.0,376500000.0,376500000.0,-96800000.0,-119100000.0,1219300000.0,2023-09-30,,
1788000000.0,-1266700000.0,-783800000.0,349100000.0,32300000.0,-595900000.0,120100000.0,143000000.0,3000400000.0,3551500000.0,43100000.0,-594200000.0,-2409300000.0,-2409300000.0,-92100000.0,-648100000.0,-648100000.0,-1234400000.0,-1266700000.0,32300000.0,-434700000.0,315300000.0,-33800000.0,349100000.0,-750000000.0,-750000000.0,,-568800000.0,-568800000.0,-9300000.0,36400000.0,253500000.0,-217100000.0,-595900000.0,-595900000.0,2383900000.0,2383900000.0,105200000.0,483900000.0,464000000.0,-290500000.0,93800000.0,93800000.0,-95800000.0,174300000.0,42300000.0,42300000.0,295800000.0,94800000.0,26100000.0,26100000.0,384400000.0,384400000.0,-30700000.0,-59000000.0,1024400000.0,2023-12-31,189600000.0,189600000.0
