tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-182681000.0,-289328000.0,83978000.0,139928000.0,-182681000.0,-266659000.0,3066000.0,4035000.0,7101000.0,-289328000.0,-289328000.0,724734000.0,-273760000.0,351264000.0,351264000.0,-0.82,-0.82,-289328000.0,-289328000.0,-289328000.0,,-287754000.0,-287754000.0,17060000.0,-270694000.0,3066000.0,4035000.0,7101000.0,-273760000.0,584806000.0,274111000.0,310695000.0,183470000.0,127225000.0,127225000.0,311046000.0,139928000.0,450974000.0,450974000.0,2022-12-31
0.0,0.21,-131809000.0,-253031000.0,109560000.0,161964000.0,-131809000.0,-241369000.0,7486000.0,6129000.0,13615000.0,-253031000.0,-253031000.0,755345000.0,-254984000.0,375909000.0,375909000.0,-0.67,-0.67,-253031000.0,-253031000.0,-253031000.0,672000.0,-253703000.0,-253703000.0,6205000.0,-247498000.0,7486000.0,6129000.0,13615000.0,-254984000.0,593381000.0,280480000.0,312901000.0,216127000.0,96774000.0,96774000.0,338397000.0,161964000.0,500361000.0,500361000.0,2023-03-31
0.0,0.21,-71312000.0,-192160000.0,111079000.0,158827000.0,-71312000.0,-182391000.0,2919000.0,6142000.0,9061000.0,-192160000.0,-192160000.0,724930000.0,-191452000.0,380355000.0,380355000.0,-0.51,-0.51,-192160000.0,-192160000.0,-192160000.0,1164000.0,-193324000.0,-193324000.0,4791000.0,-188533000.0,2919000.0,6142000.0,9061000.0,-191452000.0,566103000.0,267955000.0,298148000.0,209131000.0,89017000.0,89017000.0,374651000.0,158827000.0,533478000.0,533478000.0,2023-06-30
0.0,0.21,-362000.0,-124071000.0,111023000.0,151349000.0,-362000.0,-111385000.0,9859000.0,6154000.0,16013000.0,-124071000.0,-124071000.0,671608000.0,-127398000.0,383674000.0,383674000.0,-0.32,-0.32,-124071000.0,-124071000.0,-124071000.0,1239000.0,-125310000.0,-125310000.0,7771000.0,-117539000.0,9859000.0,6154000.0,16013000.0,-127398000.0,520259000.0,240003000.0,280256000.0,194000000.0,86256000.0,86256000.0,392861000.0,151349000.0,544210000.0,544210000.0,2023-09-30
0.0,0.21,-5866000.0,-252749000.0,232254000.0,261582000.0,-5866000.0,-238120000.0,14685000.0,6155000.0,20840000.0,-252749000.0,-252749000.0,868228000.0,-258960000.0,381788000.0,381788000.0,-0.66,-0.66,-252749000.0,-252749000.0,-252749000.0,1236000.0,-253985000.0,-253985000.0,9710000.0,-244275000.0,14685000.0,6155000.0,20840000.0,-258960000.0,606646000.0,265150000.0,341496000.0,215367000.0,126129000.0,126129000.0,347686000.0,261582000.0,609268000.0,609268000.0,2023-12-31
