ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,total_tax_payable,income_tax_payable
374243000.0,374243000.0,1222087000.0,2707171000.0,-1594921000.0,6235439000.0,1354356000.0,-1594921000.0,,3528268000.0,6235439000.0,3754129000.0,225861000.0,3528268000.0,-1691000.0,-1691000.0,-2249819000.0,5779776000.0,2000.0,2000.0,4079856000.0,3069572000.0,258959000.0,103442000.0,103442000.0,2707171000.0,,2707171000.0,1010284000.0,97610000.0,218102000.0,218102000.0,,,121654000.0,572918000.0,107075000.0,465843000.0,445622000.0,20221000.0,7833985000.0,5469345000.0,224293000.0,5123189000.0,1922234000.0,3200955000.0,121863000.0,-123624000.0,245487000.0,99868000.0,10442000.0,135177000.0,0.0,2364640000.0,,144070000.0,633775000.0,633775000.0,-94000000.0,727775000.0,1586795000.0,101711000.0,1485084000.0,,,2022-12-31,,
378374000.0,378374000.0,1114354000.0,2967340000.0,-1565268000.0,6168300000.0,1363115000.0,-1565268000.0,259040000.0,3460000000.0,6168300000.0,3691672000.0,231672000.0,3460000000.0,490000.0,490000.0,-2502850000.0,5962358000.0,2000.0,2000.0,4043061000.0,3062814000.0,142341000.0,90407000.0,90407000.0,2830066000.0,121766000.0,2708300000.0,980247000.0,,212925000.0,212925000.0,137274000.0,137274000.0,,630048000.0,183960000.0,446088000.0,417866000.0,28222000.0,7734733000.0,5391371000.0,237053000.0,5025268000.0,1824313000.0,3200955000.0,129050000.0,,,,,,,2343362000.0,136653000.0,,612763000.0,612763000.0,-112000000.0,724763000.0,1593946000.0,0.0,1593946000.0,1049373000.0,544573000.0,2023-03-31,,
383291000.0,383291000.0,1068516000.0,2972736000.0,-1480313000.0,6155522000.0,1419298000.0,-1480313000.0,263294000.0,3446080000.0,6155522000.0,3667875000.0,221795000.0,3446080000.0,-8543000.0,-8543000.0,-2695010000.0,6149631000.0,2000.0,2000.0,4018971000.0,3043905000.0,133102000.0,78859000.0,78859000.0,2831944000.0,122502000.0,2709442000.0,975066000.0,,215012000.0,215012000.0,140792000.0,140792000.0,,619262000.0,154732000.0,464530000.0,445950000.0,18580000.0,7686846000.0,5292482000.0,230702000.0,4926393000.0,1725438000.0,3200955000.0,135387000.0,,,,,,,2394364000.0,121406000.0,121406000.0,632032000.0,632032000.0,-160000000.0,792032000.0,1640926000.0,0.0,1640926000.0,952852000.0,688074000.0,2023-06-30,,
379720000.0,379720000.0,1203432000.0,2710596000.0,-1586024000.0,5953080000.0,1282315000.0,-1586024000.0,,3242484000.0,5953080000.0,3465370000.0,222886000.0,3242484000.0,-9646000.0,-9646000.0,-2819081000.0,6071209000.0,2000.0,2000.0,3960313000.0,3009963000.0,234044000.0,65323000.0,65323000.0,2710596000.0,,2710596000.0,950350000.0,,214788000.0,214788000.0,,,,735562000.0,305137000.0,430425000.0,408259000.0,22166000.0,7425683000.0,5193018000.0,223703000.0,4828508000.0,1626392000.0,3202116000.0,140807000.0,,,,,,,2232665000.0,120758000.0,,604743000.0,604743000.0,-155000000.0,759743000.0,1507164000.0,0.0,1507164000.0,694288000.0,812876000.0,2023-09-30,,
384872000.0,384872000.0,1121425000.0,2711750000.0,-1390407000.0,5894392000.0,1430788000.0,-1390407000.0,,3182642000.0,5894392000.0,3414378000.0,231736000.0,3182642000.0,-5009000.0,-5009000.0,-3071830000.0,6259479000.0,2000.0,2000.0,3829063000.0,2934960000.0,217195000.0,6015000.0,6015000.0,2711750000.0,,2711750000.0,894103000.0,,186769000.0,186769000.0,,,90754000.0,616580000.0,126141000.0,490439000.0,385113000.0,14517000.0,7243441000.0,4918550000.0,204614000.0,4573049000.0,1406745000.0,3166304000.0,140887000.0,-143904000.0,284791000.0,105102000.0,33771000.0,145918000.0,0.0,2324891000.0,122843000.0,,611723000.0,611723000.0,-16900000.0,628623000.0,1590325000.0,0.0,1590325000.0,,,2023-12-31,90809000.0,90809000.0
