free_cash_flow,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,repurchase_of_capital_stock,net_common_stock_issuance,common_stock_payments
-63855000.0,-14794000.0,0.0,3388000.0,1505688000.0,1250092000.0,6111000.0,249485000.0,-283118000.0,-283118000.0,7009000.0,581664000.0,581664000.0,449087000.0,449087000.0,0.0,147371000.0,,-14794000.0,-14794000.0,-49061000.0,-49061000.0,-31234000.0,-925000.0,-2284000.0,14198000.0,1803000.0,5602000.0,-3799000.0,-18548000.0,-13220000.0,-30806000.0,-30806000.0,12032000.0,173917000.0,83978000.0,83978000.0,-287754000.0,2022-12-31,,,
-19449000.0,-14350000.0,,3751000.0,1613822000.0,1505688000.0,3151000.0,104983000.0,21971000.0,21971000.0,21971000.0,88111000.0,88111000.0,102461000.0,102673000.0,-212000.0,0.0,0.0,-14350000.0,-14350000.0,-5099000.0,-5099000.0,-24363000.0,-18221000.0,-18302000.0,11169000.0,-27611000.0,-7305000.0,-20306000.0,7450000.0,7589000.0,21013000.0,21013000.0,379000.0,163028000.0,109560000.0,109560000.0,-253703000.0,2023-03-31,,,
33525000.0,-14118000.0,,1995000.0,1654884000.0,1613822000.0,-11936000.0,52998000.0,19973000.0,19973000.0,19973000.0,-14618000.0,-14618000.0,-500000.0,0.0,-500000.0,0.0,0.0,-14118000.0,-14118000.0,47643000.0,47643000.0,-28788000.0,-9453000.0,-19500000.0,13142000.0,-8857000.0,-26422000.0,17565000.0,-10519000.0,15260000.0,-19380000.0,-19380000.0,1142000.0,157534000.0,111079000.0,111079000.0,-193324000.0,2023-06-30,,,
103961000.0,-16092000.0,0.0,10123000.0,1521024000.0,1654884000.0,-8871000.0,-124989000.0,-226950000.0,-226950000.0,23050000.0,-18092000.0,-18092000.0,-2000000.0,0.0,-2000000.0,0.0,0.0,-16092000.0,-16092000.0,120053000.0,120053000.0,-22877000.0,-12510000.0,-21460000.0,9222000.0,-24347000.0,9706000.0,-34053000.0,3637000.0,-495000.0,26713000.0,26713000.0,10036000.0,147181000.0,111023000.0,111023000.0,-125310000.0,2023-09-30,,,
60742000.0,-11361000.0,10000000.0,6602000.0,1604267000.0,1521024000.0,11510000.0,71733000.0,10991000.0,10991000.0,10991000.0,-11361000.0,-11361000.0,0.0,0.0,0.0,0.0,0.0,-11361000.0,-11361000.0,72103000.0,72103000.0,-100175000.0,-88035000.0,12017000.0,11514000.0,-27076000.0,2952000.0,-30028000.0,-6881000.0,-2040000.0,-6555000.0,-6555000.0,13056000.0,180953000.0,232254000.0,232254000.0,-253985000.0,2023-12-31,0.0,0.0,0.0
