tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
528807.50335,0.264404,-137500000.0,2000000.0,2000000.0,-164700000.0,58400000.0,833500000.0,-135500000.0,-193900000.0,-30000000.0,30000000.0,-166171192.49665,-164700000.0,1634400000.0,-198400000.0,246100000.0,243600000.0,-0.68,-0.68,-164700000.0,-164700000.0,-164700000.0,-164700000.0,-164700000.0,-59200000.0,-223900000.0,4500000.0,200000.0,2300000.0,2000000.0,-30000000.0,30000000.0,-198400000.0,800900000.0,800900000.0,189700000.0,611200000.0,611200000.0,602500000.0,833500000.0,1436000000.0,1436000000.0,2022-12-31
0.0,0.244,352500000.0,,,203200000.0,54900000.0,807800000.0,352500000.0,297600000.0,-28800000.0,28800000.0,203200000.0,203200000.0,1137900000.0,291900000.0,246800000.0,243800000.0,0.82,0.83,203200000.0,203200000.0,203200000.0,203200000.0,203200000.0,65600000.0,268800000.0,5700000.0,1300000.0,4400000.0,,-28800000.0,28800000.0,291900000.0,330100000.0,330100000.0,122300000.0,207800000.0,207800000.0,622000000.0,807800000.0,1429800000.0,1429800000.0,2023-03-31
0.0,0.179,353100000.0,,,221200000.0,55800000.0,815300000.0,353100000.0,297300000.0,-27900000.0,27900000.0,221200000.0,221200000.0,1160600000.0,293600000.0,247900000.0,245000000.0,0.89,0.9,221200000.0,221200000.0,221200000.0,221200000.0,221200000.0,48200000.0,269400000.0,3700000.0,1700000.0,2000000.0,,-27900000.0,27900000.0,293600000.0,345300000.0,345300000.0,132200000.0,213100000.0,213100000.0,638900000.0,815300000.0,1454200000.0,1454200000.0,2023-06-30
0.0,0.241,317400000.0,,,177500000.0,56200000.0,809600000.0,317400000.0,261200000.0,-27200000.0,27200000.0,177500000.0,177500000.0,1200100000.0,255800000.0,248700000.0,246000000.0,0.71,0.72,177500000.0,177500000.0,177500000.0,177500000.0,177500000.0,56500000.0,234000000.0,5400000.0,3700000.0,1700000.0,,-27200000.0,27200000.0,255800000.0,390500000.0,390500000.0,167800000.0,222700000.0,222700000.0,646300000.0,809600000.0,1455900000.0,1455900000.0,2023-09-30
0.0,0.212602,280500000.0,,,153700000.0,58300000.0,846700000.0,280500000.0,222200000.0,-27000000.0,27000000.0,153700000.0,153700000.0,1311900000.0,216100000.0,,,,,153700000.0,153700000.0,153700000.0,153700000.0,153700000.0,41500000.0,195200000.0,6100000.0,5500000.0,600000.0,,-27000000.0,27000000.0,216100000.0,465200000.0,465200000.0,219000000.0,246200000.0,246200000.0,681300000.0,846700000.0,1528000000.0,1528000000.0,2023-12-31
