treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,net_debt
35937.0,95575775.0,95611712.0,598501000.0,50439000.0,958591000.0,536004000.0,50439000.0,31475000.0,391565000.0,958591000.0,391565000.0,391565000.0,-27036000.0,-27036000.0,369000.0,-934022000.0,1351987000.0,1005000.0,1005000.0,0.0,1202667000.0,615695000.0,6675000.0,22867000.0,22867000.0,586153000.0,19127000.0,567026000.0,586972000.0,13964000.0,410718000.0,410718000.0,12348000.0,12348000.0,8917000.0,141025000.0,83289000.0,6918000.0,57736000.0,16681000.0,11352000.0,41055000.0,1594232000.0,471256000.0,11655000.0,82939000.0,5395000.0,341126000.0,37384000.0,303742000.0,35536000.0,-13507000.0,49043000.0,11017000.0,21000.0,,8165000.0,29840000.0,0.0,1122976000.0,33030000.0,45418000.0,2385000.0,33030000.0,185906000.0,185906000.0,-1801000.0,187707000.0,856237000.0,,856237000.0,2022-10-31,
35937.0,96435276.0,96471213.0,596847000.0,47961000.0,952272000.0,547619000.0,47961000.0,29564000.0,384989000.0,952272000.0,384989000.0,384989000.0,-20004000.0,-20004000.0,369000.0,-1006596000.0,1410944000.0,1014000.0,1014000.0,0.0,1242980000.0,625871000.0,6903000.0,34960000.0,34960000.0,584008000.0,16725000.0,567283000.0,617109000.0,14387000.0,449049000.0,449049000.0,12839000.0,12839000.0,13365000.0,127469000.0,79021000.0,988000.0,48448000.0,19202000.0,11715000.0,29246000.0,1627969000.0,463241000.0,9470000.0,90269000.0,5668000.0,337028000.0,33175000.0,303853000.0,26474000.0,-14524000.0,40998000.0,10026000.0,79000.0,,8370000.0,22523000.0,0.0,1164728000.0,33457000.0,50436000.0,2362000.0,33457000.0,200790000.0,200790000.0,-2195000.0,202985000.0,877683000.0,,877683000.0,2023-01-31,
,97366947.0,97366947.0,594234000.0,66151000.0,966440000.0,557661000.0,66151000.0,26691000.0,398897000.0,966440000.0,398897000.0,398897000.0,-20015000.0,-20015000.0,369000.0,-1053327000.0,1471584000.0,1024000.0,1024000.0,0.0,1344585000.0,627966000.0,12233000.0,34248000.0,34248000.0,581485000.0,13942000.0,567543000.0,716619000.0,13310000.0,528704000.0,528704000.0,12749000.0,12749000.0,13696000.0,148160000.0,93868000.0,6918000.0,54292000.0,19141000.0,9738000.0,35151000.0,1743482000.0,469202000.0,8076000.0,103291000.0,7412000.0,332746000.0,29104000.0,303642000.0,25089000.0,-15036000.0,40125000.0,10081000.0,1734000.0,19997000.0,8313000.0,,0.0,1274280000.0,39867000.0,55813000.0,2473000.0,,260919000.0,260919000.0,-3409000.0,264328000.0,915208000.0,271041000.0,644167000.0,2023-04-30,
,98377727.0,98377727.0,591427000.0,82991000.0,979529000.0,568630000.0,82991000.0,23621000.0,411723000.0,979529000.0,411723000.0,411723000.0,-19651000.0,-19651000.0,369000.0,-1101835000.0,1532543000.0,1035000.0,1035000.0,0.0,1289687000.0,617953000.0,10939000.0,27214000.0,27214000.0,579800000.0,11994000.0,567806000.0,671734000.0,7652000.0,506919000.0,506919000.0,11627000.0,11627000.0,18519000.0,127017000.0,86537000.0,988000.0,40480000.0,24445000.0,20440000.0,16035000.0,1701410000.0,461046000.0,7424000.0,102421000.0,7064000.0,328732000.0,24896000.0,303836000.0,22469000.0,-15972000.0,38441000.0,11197000.0,174000.0,,9643000.0,17427000.0,0.0,1240364000.0,35008000.0,60214000.0,2677000.0,,185372000.0,185372000.0,-3333000.0,188705000.0,957093000.0,326528000.0,630565000.0,2023-07-31,
,99599262.0,99599262.0,591820000.0,130634000.0,1023208000.0,614538000.0,130634000.0,23748000.0,455136000.0,1023208000.0,455136000.0,455136000.0,-23808000.0,-23808000.0,369000.0,-1126631000.0,1604896000.0,1048000.0,1048000.0,0.0,1302710000.0,615479000.0,10151000.0,25096000.0,25096000.0,580232000.0,12160000.0,568072000.0,687231000.0,7666000.0,510981000.0,510981000.0,11588000.0,11588000.0,11052000.0,145944000.0,91207000.0,6918000.0,54737000.0,19355000.0,12685000.0,35382000.0,1757846000.0,456077000.0,5892000.0,102451000.0,6824000.0,324502000.0,21008000.0,303494000.0,23232000.0,-16598000.0,39830000.0,11423000.0,243000.0,,9928000.0,18236000.0,0.0,1301769000.0,37620000.0,62733000.0,2807000.0,,232250000.0,232250000.0,-3569000.0,235819000.0,966359000.0,376674000.0,589685000.0,2023-10-31,
0.0,100792010.0,100792010.0,596426000.0,364469000.0,1276178000.0,633851000.0,364469000.0,28085000.0,707837000.0,1276178000.0,707837000.0,707837000.0,-18840000.0,-18840000.0,369000.0,-950507000.0,1676493000.0,1060000.0,1060000.0,0.0,1351085000.0,622813000.0,15654000.0,23521000.0,23521000.0,583638000.0,15297000.0,568341000.0,728272000.0,13162000.0,561665000.0,561665000.0,12788000.0,12788000.0,14262000.0,126395000.0,95472000.0,988000.0,30923000.0,19988000.0,14628000.0,10935000.0,2058922000.0,696799000.0,5749000.0,319082000.0,218693000.0,343368000.0,23822000.0,319546000.0,28600000.0,-17628000.0,46228000.0,12281000.0,651000.0,,10208000.0,23088000.0,0.0,1362123000.0,45440000.0,68937000.0,2774000.0,,229946000.0,229946000.0,-3865000.0,233811000.0,1015026000.0,488133000.0,526893000.0,2024-01-31,41448000.0
