free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
535700000.0,-300000000.0,-787400000.0,787400000.0,0.0,-117900000.0,430000000.0,,409900000.0,12400000.0,7700000.0,-372600000.0,,-372600000.0,-9000000.0,-63600000.0,-63600000.0,-300000000.0,-300000000.0,0.0,0.0,,,,0.0,0.0,0.0,-273300000.0,,-273300000.0,200000.0,-12900000.0,4500000.0,-142700000.0,1600000.0,-144300000.0,-117900000.0,653600000.0,,653600000.0,-19500000.0,46000000.0,129900000.0,-42100000.0,172000000.0,172000000.0,-189100000.0,2000000.0,-8300000.0,-35900000.0,70100000.0,30200000.0,270300000.0,69900000.0,69900000.0,156200000.0,156200000.0,76400000.0,2022-12-31
27300000.0,,-827900000.0,827900000.0,27600000.0,-93900000.0,393900000.0,,430000000.0,3000000.0,-39100000.0,-60600000.0,,-60600000.0,-23800000.0,-64400000.0,-64400000.0,27600000.0,,27600000.0,0.0,0.0,-827900000.0,827900000.0,,,,-99700000.0,,-99700000.0,100000.0,0.0,0.0,-5900000.0,200000.0,-6100000.0,-93900000.0,121200000.0,,121200000.0,-356200000.0,2500000.0,-263000000.0,-206600000.0,-56400000.0,-56400000.0,-59800000.0,-10000000.0,-25900000.0,-117500000.0,53600000.0,40600000.0,2200000.0,1800000.0,1800000.0,165900000.0,165900000.0,213300000.0,2023-03-31
263800000.0,,-593000000.0,593000000.0,26800000.0,-87600000.0,1930600000.0,,393900000.0,3300000.0,1642800000.0,1545000000.0,,-64100000.0,-26300000.0,-64600000.0,-64600000.0,26800000.0,,26800000.0,0.0,0.0,-593000000.0,593000000.0,,,,-253600000.0,,-228900000.0,100000.0,0.0,0.0,-141400000.0,,-141200000.0,-87600000.0,351400000.0,,226000000.0,-121900000.0,32300000.0,-170100000.0,-66200000.0,-103900000.0,-103900000.0,29600000.0,-6100000.0,-7600000.0,9900000.0,34600000.0,26700000.0,2800000.0,14400000.0,14400000.0,119100000.0,119100000.0,150300000.0,2023-06-30
170600000.0,-1009000000.0,-458000000.0,547600000.0,0.0,-104900000.0,727900000.0,109400000.0,1930600000.0,-2800000.0,-1309300000.0,-1097200000.0,-109400000.0,-987800000.0,-4500000.0,-63900000.0,-63900000.0,-1009000000.0,-1009000000.0,0.0,89600000.0,89600000.0,-458000000.0,547600000.0,,,,-487600000.0,0.0,-487600000.0,100000.0,6700000.0,6700000.0,-389500000.0,,-389500000.0,-104900000.0,275500000.0,0.0,275500000.0,-108400000.0,15900000.0,-68700000.0,-40400000.0,-28300000.0,-28300000.0,-44700000.0,25800000.0,-36700000.0,-66000000.0,44200000.0,34400000.0,10200000.0,-34400000.0,-34400000.0,145900000.0,145900000.0,183600000.0,2023-09-30
412400000.0,9000000.0,-909300000.0,519700000.0,0.0,-167200000.0,536800000.0,,727900000.0,6400000.0,-197500000.0,-446500000.0,0.0,-446500000.0,-4800000.0,-61100000.0,-61100000.0,9000000.0,9000000.0,0.0,-389600000.0,,,,,,,-330600000.0,0.0,-330600000.0,300000.0,-29000000.0,0.0,-134700000.0,,-134700000.0,-167200000.0,579600000.0,0.0,579600000.0,224600000.0,54800000.0,136200000.0,-10000000.0,146200000.0,146200000.0,49100000.0,-10400000.0,-5100000.0,69800000.0,74500000.0,27000000.0,333800000.0,-59900000.0,-59900000.0,146400000.0,146400000.0,-166800000.0,2023-12-31
