ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,preferred_securities_outside_stock_equity,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,minority_interest
88200000.0,88200000.0,4910100000.0,6294900000.0,-1971300000.0,15436700000.0,1546500000.0,-1971300000.0,954800000.0,10096600000.0,15135400000.0,10096600000.0,10096600000.0,-493200000.0,-493200000.0,10581700000.0,0.0,8100000.0,8100000.0,10058500000.0,6980000000.0,178200000.0,,18900000.0,45700000.0,102000000.0,833100000.0,736200000.0,5802100000.0,763300000.0,5038800000.0,3078500000.0,582100000.0,582100000.0,492800000.0,191500000.0,301300000.0,1300000.0,,300000000.0,527100000.0,1476500000.0,395600000.0,1080900000.0,146100000.0,934800000.0,20155100000.0,15530100000.0,432700000.0,7600000.0,7600000.0,65700000.0,65700000.0,12067900000.0,3946900000.0,8121000000.0,2956200000.0,-2722800000.0,5679000000.0,514000000.0,350800000.0,773600000.0,2917700000.0,1023700000.0,99200000.0,0.0,4625000000.0,707000000.0,,470600000.0,470600000.0,3017400000.0,795400000.0,2222000000.0,-43500000.0,2265500000.0,430000000.0,430000000.0,2022-12-31,,
88600000.0,88600000.0,4959800000.0,6291300000.0,-1686800000.0,15695200000.0,1809400000.0,-1686800000.0,937600000.0,10341500000.0,15393800000.0,10341500000.0,10341500000.0,-444200000.0,-444200000.0,10729900000.0,47700000.0,8100000.0,8100000.0,9858500000.0,6972900000.0,413600000.0,,19300000.0,,,737400000.0,737400000.0,5802600000.0,750300000.0,5052300000.0,2885600000.0,586700000.0,586700000.0,488700000.0,187300000.0,301400000.0,1700000.0,,299700000.0,,1810200000.0,929500000.0,880700000.0,,880700000.0,20200000000.0,15505000000.0,459100000.0,7700000.0,7700000.0,65800000.0,65800000.0,12028300000.0,3912300000.0,8116000000.0,2944100000.0,,,,,,,,,,4695000000.0,769800000.0,,481400000.0,481400000.0,3049900000.0,705100000.0,2344800000.0,-52800000.0,2397600000.0,393900000.0,393900000.0,2023-03-31,,
88700000.0,88700000.0,3413200000.0,6210300000.0,-551300000.0,14128800000.0,2937600000.0,-551300000.0,866500000.0,8785000000.0,13827400000.0,8785000000.0,8785000000.0,-153700000.0,-153700000.0,8836200000.0,94400000.0,8100000.0,8100000.0,8933700000.0,6750400000.0,418500000.0,0.0,19800000.0,,,564500000.0,564500000.0,5747600000.0,705200000.0,5042400000.0,2183300000.0,349700000.0,349700000.0,462700000.0,161300000.0,301400000.0,1600000.0,,299800000.0,,1370900000.0,657800000.0,713100000.0,,713100000.0,17718700000.0,12597800000.0,425800000.0,6400000.0,6400000.0,67200000.0,67200000.0,9336300000.0,3154100000.0,6182200000.0,2762100000.0,,,,,,,,,,5120900000.0,659900000.0,0.0,487800000.0,487800000.0,2042600000.0,137800000.0,1904800000.0,-30600000.0,1935400000.0,1930600000.0,1930600000.0,2023-06-30,,
84900000.0,84900000.0,4690700000.0,6329900000.0,-1734400000.0,13291700000.0,1053400000.0,-1734400000.0,911300000.0,7873100000.0,12300700000.0,7873100000.0,7873100000.0,-208800000.0,-208800000.0,8069500000.0,4700000.0,7700000.0,7700000.0,9012900000.0,6112100000.0,423000000.0,0.0,19400000.0,,,499500000.0,499500000.0,5170200000.0,742600000.0,4427600000.0,2900800000.0,360800000.0,360800000.0,1159700000.0,168700000.0,991000000.0,1000000.0,90000000.0,900000000.0,,1380300000.0,689700000.0,690600000.0,,690600000.0,16886000000.0,12931800000.0,456600000.0,7700000.0,7700000.0,39500000.0,39500000.0,9607500000.0,3275600000.0,6331900000.0,2820500000.0,,,,,,,,,,3954200000.0,700200000.0,0.0,461100000.0,461100000.0,2065000000.0,108000000.0,1957000000.0,-32800000.0,1989800000.0,727900000.0,727900000.0,2023-09-30,,
83900000.0,83900000.0,4517700000.0,5954200000.0,-1609500000.0,12929500000.0,540200000.0,-1609500000.0,899700000.0,7875000000.0,11929700000.0,7890500000.0,7875000000.0,-59300000.0,-59300000.0,7888200000.0,38400000.0,7700000.0,7700000.0,8834600000.0,5609400000.0,142300000.0,0.0,,53700000.0,105900000.0,525300000.0,417900000.0,4782200000.0,727500000.0,4054700000.0,3225200000.0,421700000.0,421700000.0,1172000000.0,172200000.0,999800000.0,-200000.0,,1000000000.0,431400000.0,1200100000.0,245100000.0,955000000.0,127500000.0,827500000.0,16725100000.0,12959700000.0,536500000.0,0.0,0.0,26900000.0,26900000.0,9484500000.0,3342000000.0,6142500000.0,2911800000.0,-2905100000.0,5816900000.0,515800000.0,342200000.0,737100000.0,3039200000.0,1083800000.0,98800000.0,0.0,3765400000.0,655300000.0,0.0,474600000.0,474600000.0,2098700000.0,185400000.0,1913300000.0,-32700000.0,1946000000.0,536800000.0,536800000.0,2023-12-31,0.0,15500000.0
