free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,change_in_accrued_expense
116105000.0,0.0,0.0,0.0,-18121000.0,-6000.0,19592000.0,572664000.0,468830000.0,14627000.0,89207000.0,-26898000.0,-26898000.0,-1199000.0,388000.0,-26087000.0,-26087000.0,0.0,0.0,0.0,0.0,0.0,0.0,-18121000.0,-18121000.0,,,,0.0,0.0,-6500000.0,-6500000.0,-11621000.0,134226000.0,134226000.0,48447000.0,10559000.0,-1685000.0,-49972000.0,-20701000.0,-20701000.0,-24270000.0,3569000.0,3569000.0,444000.0,109802000.0,109802000.0,-175000.0,7911000.0,-3201000.0,-3201000.0,17206000.0,17206000.0,17206000.0,4812000.0,4812000.0,59226000.0,2022-12-31,
-3380000.0,0.0,-50000000.0,50000000.0,-10907000.0,187000.0,11660000.0,502640000.0,572664000.0,3345000.0,-73369000.0,-48142000.0,-48142000.0,-20492000.0,707000.0,-28357000.0,-28357000.0,0.0,0.0,0.0,0.0,-50000000.0,50000000.0,-32754000.0,-32754000.0,-21847000.0,1048000.0,-22895000.0,,,-217000.0,-217000.0,-10690000.0,7527000.0,7527000.0,-89152000.0,-32197000.0,-1562000.0,-419000.0,16347000.0,16347000.0,5443000.0,10904000.0,10904000.0,3163000.0,-74484000.0,-74484000.0,-2532000.0,7488000.0,-1433000.0,-1433000.0,17829000.0,17829000.0,17829000.0,1699000.0,1699000.0,73628000.0,2023-03-31,
93314000.0,0.0,0.0,0.0,-12080000.0,54000.0,52141000.0,557329000.0,502640000.0,3836000.0,50853000.0,-39528000.0,-39528000.0,-12655000.0,18000.0,-26891000.0,-26891000.0,0.0,0.0,0.0,0.0,0.0,0.0,-15013000.0,-15013000.0,-2933000.0,923000.0,-3856000.0,,,-1055000.0,-1055000.0,-11025000.0,105394000.0,105394000.0,19176000.0,10427000.0,-1547000.0,890000.0,-55578000.0,-55578000.0,-36954000.0,-18624000.0,-18624000.0,-15576000.0,80560000.0,80560000.0,-109000.0,6890000.0,-1009000.0,-1009000.0,18354000.0,18354000.0,18354000.0,2233000.0,2233000.0,59859000.0,2023-06-30,
63091000.0,0.0,0.0,3995000.0,-16070000.0,155000.0,19341000.0,588896000.0,557329000.0,-8632000.0,40199000.0,-23112000.0,-23112000.0,-216000.0,0.0,-26891000.0,-26891000.0,0.0,0.0,3995000.0,3995000.0,0.0,3995000.0,-15850000.0,-15850000.0,220000.0,1340000.0,-1120000.0,0.0,0.0,-5983000.0,-5983000.0,-10087000.0,79161000.0,79161000.0,-395000.0,5237000.0,-1612000.0,-24771000.0,90450000.0,90450000.0,82730000.0,,,-5827000.0,-63872000.0,-63872000.0,3488000.0,7481000.0,-3060000.0,-3060000.0,19051000.0,19051000.0,19051000.0,-2345000.0,-2345000.0,54941000.0,2023-09-30,
128294000.0,0.0,-73995000.0,70000000.0,-13391000.0,1474000.0,11672000.0,611672000.0,588896000.0,9039000.0,13737000.0,-36275000.0,-36275000.0,-4976000.0,215000.0,-27519000.0,-27519000.0,0.0,0.0,-3995000.0,-3995000.0,-73995000.0,70000000.0,-91673000.0,-91673000.0,194000.0,1141000.0,-947000.0,-78476000.0,-78476000.0,-2071000.0,-2071000.0,-11320000.0,141685000.0,141685000.0,44693000.0,3024000.0,-2014000.0,-948000.0,168653000.0,154781000.0,169472000.0,,,6342000.0,-130364000.0,-130364000.0,-3960000.0,7331000.0,-313000.0,-313000.0,21176000.0,21176000.0,21176000.0,3131000.0,3131000.0,69627000.0,2023-12-31,13872000.0
