treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
3270512.0,35000.0,37648148.0,40918660.0,82676000.0,828239000.0,1081093000.0,682775000.0,828239000.0,82676000.0,1081093000.0,1081093000.0,1081093000.0,1081093000.0,-37697000.0,-37697000.0,328326000.0,1101525000.0,345468000.0,123000.0,123000.0,0.0,526682000.0,138978000.0,56302000.0,82676000.0,82676000.0,387704000.0,387704000.0,56302000.0,387704000.0,303993000.0,28448000.0,55263000.0,1607775000.0,537296000.0,68289000.0,49791000.0,252854000.0,98065000.0,154789000.0,166362000.0,-202273000.0,368635000.0,30660000.0,271869000.0,66106000.0,0.0,1070479000.0,50947000.0,88923000.0,465862000.0,387412000.0,78450000.0,-590000.0,79040000.0,464747000.0,34001000.0,430746000.0,2022-12-31
3268584.0,35000.0,37669360.0,40937944.0,81317000.0,872332000.0,1121532000.0,682544000.0,872332000.0,81317000.0,1121532000.0,1121532000.0,1121532000.0,1121532000.0,-31983000.0,-31983000.0,327815000.0,1148093000.0,333114000.0,123000.0,123000.0,0.0,506930000.0,106052000.0,24735000.0,81317000.0,81317000.0,400878000.0,400878000.0,24735000.0,400878000.0,316274000.0,37930000.0,46674000.0,1628462000.0,545040000.0,65874000.0,65929000.0,249200000.0,94411000.0,154789000.0,164037000.0,,164037000.0,64904000.0,99133000.0,64904000.0,0.0,1083422000.0,51459000.0,118293000.0,540145000.0,439961000.0,100184000.0,-767000.0,100951000.0,373525000.0,40745000.0,332780000.0,2023-03-31
3268584.0,35000.0,37677426.0,40946010.0,79922000.0,920491000.0,1165092000.0,702456000.0,920491000.0,79922000.0,1165092000.0,1165092000.0,1165092000.0,1165092000.0,-27903000.0,-27903000.0,327815000.0,1180820000.0,339867000.0,123000.0,123000.0,0.0,454099000.0,115799000.0,35877000.0,79922000.0,79922000.0,338300000.0,338300000.0,35877000.0,338300000.0,287360000.0,18518000.0,32422000.0,1619191000.0,578435000.0,81645000.0,89493000.0,244601000.0,89812000.0,154789000.0,162696000.0,,162696000.0,63674000.0,99022000.0,63674000.0,0.0,1040756000.0,52015000.0,108719000.0,463991000.0,371022000.0,92969000.0,-421000.0,93390000.0,416031000.0,19544000.0,396487000.0,2023-06-30
3265857.0,35000.0,37680665.0,40946522.0,79169000.0,951502000.0,1190978000.0,706778000.0,951502000.0,79169000.0,1190978000.0,1190978000.0,1190978000.0,1190978000.0,-37608000.0,-37608000.0,327091000.0,1208607000.0,346947000.0,123000.0,123000.0,0.0,546534000.0,123050000.0,43881000.0,79169000.0,79169000.0,423484000.0,423484000.0,,423484000.0,364086000.0,19379000.0,40019000.0,1737512000.0,607250000.0,88710000.0,114309000.0,239476000.0,84687000.0,154789000.0,164755000.0,,164755000.0,,101654000.0,63101000.0,0.0,1130262000.0,52601000.0,112489000.0,526140000.0,435592000.0,90548000.0,-580000.0,91128000.0,439032000.0,18535000.0,420497000.0,2023-09-30
3041081.0,35000.0,37899688.0,40940769.0,79677000.0,937149000.0,1292963000.0,762842000.0,937149000.0,79677000.0,1292963000.0,1292963000.0,1292963000.0,1292963000.0,-24370000.0,-24370000.0,260298000.0,1244216000.0,333292000.0,123000.0,123000.0,0.0,722104000.0,139801000.0,60124000.0,79677000.0,79677000.0,582303000.0,582303000.0,,582303000.0,537398000.0,7892000.0,37013000.0,2015067000.0,669922000.0,84499000.0,63893000.0,355814000.0,119108000.0,236706000.0,165716000.0,-247423000.0,413139000.0,31214000.0,318880000.0,63045000.0,0.0,1345145000.0,45122000.0,115151000.0,662624000.0,572785000.0,89839000.0,-577000.0,90416000.0,522248000.0,70968000.0,451280000.0,2023-12-31
